FPGA idle power [mW]:,3535.5

Program energy [mJ]:,6.97

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,31.0
20000,0.001,48.2
40000,0.002,46.8
60000,0.003,49.7
80000,0.004,39.6
100000,0.005,42.5
120000,0.006,42.5
140000,0.007,20.9
160000,0.008,45.0
180000,0.009,46.8
200000,0.010,48.2
220000,0.011,51.1
240000,0.012,55.4
260000,0.013,69.8
280000,0.014,55.4
300000,0.015,23.8
320000,0.016,51.1
340000,0.017,57.4
360000,0.018,56.9
380000,0.019,54.0
400000,0.020,58.3
420000,0.021,68.4
440000,0.022,72.7
460000,0.023,71.3
480000,0.024,66.9
500000,0.025,66.9
520000,0.026,72.9
540000,0.027,65.5
560000,0.028,65.5
580000,0.029,61.2
600000,0.030,72.7
620000,0.031,59.7
640000,0.032,52.5
660000,0.033,56.9
680000,0.034,58.3
700000,0.035,62.1
720000,0.036,56.9
740000,0.037,61.2
760000,0.038,55.4
780000,0.039,55.4
800000,0.040,58.3
820000,0.041,56.9
840000,0.042,55.4
860000,0.043,74.1
880000,0.044,62.1
900000,0.045,59.7
920000,0.046,68.4
940000,0.047,72.7
960000,0.048,61.2
980000,0.049,55.4
1000000,0.050,61.2
1020000,0.051,66.9
1040000,0.052,72.7
1060000,0.053,59.0
1080000,0.054,61.2
1100000,0.055,64.1
1120000,0.056,59.7
1140000,0.057,58.3
1160000,0.058,56.9
1180000,0.059,62.6
1200000,0.060,61.2
1220000,0.061,51.1
1240000,0.062,62.1
1260000,0.063,61.2
1280000,0.064,55.4
1300000,0.065,62.6
1320000,0.066,61.2
1340000,0.067,69.8
1360000,0.068,69.8
1380000,0.069,65.5
1400000,0.070,69.8
1420000,0.071,76.0
1440000,0.072,75.6
1460000,0.073,65.5
1480000,0.074,65.5
1500000,0.075,65.5
1520000,0.076,61.2
1540000,0.077,49.7
1560000,0.078,58.3
1580000,0.079,59.7
1600000,0.080,60.5
1620000,0.081,62.6
1640000,0.082,54.0
1660000,0.083,52.5
1680000,0.084,59.7
1700000,0.085,58.3
1720000,0.086,58.3
1740000,0.087,61.2
1760000,0.088,68.4
1780000,0.089,72.9
1800000,0.090,64.1
1820000,0.091,71.3
1840000,0.092,68.4
1860000,0.093,61.2
1880000,0.094,74.1
1900000,0.095,72.7
1920000,0.096,71.3
1940000,0.097,32.4
1960000,0.098,40.4
1980000,0.099,56.9
2000000,0.100,55.4
2020000,0.101,48.2
2040000,0.102,52.5
2060000,0.103,54.0
2080000,0.104,52.5
2100000,0.105,61.2
2120000,0.106,55.4
2140000,0.107,57.4
2160000,0.108,64.1
2180000,0.109,51.1
2200000,0.110,52.5
2220000,0.111,52.5
2240000,0.112,56.9
2260000,0.113,58.3
2280000,0.114,41.0
2300000,0.115,54.0
2320000,0.116,60.5
2340000,0.117,52.5
2360000,0.118,56.9
