FPGA idle power [mW]:,3552.4

Program energy [mJ]:,7.88

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-4.6
20000,0.001,54.4
40000,0.002,70.2
60000,0.003,64.4
80000,0.004,63.0
100000,0.005,67.3
120000,0.006,70.0
140000,0.007,34.2
160000,0.008,22.7
180000,0.009,51.5
200000,0.010,55.8
220000,0.011,55.8
240000,0.012,57.2
260000,0.013,68.7
280000,0.014,93.2
300000,0.015,48.3
320000,0.016,34.2
340000,0.017,44.3
360000,0.018,60.1
380000,0.019,71.6
400000,0.020,58.7
420000,0.021,80.2
440000,0.022,71.6
460000,0.023,86.0
480000,0.024,77.7
500000,0.025,74.5
520000,0.026,73.1
540000,0.027,83.1
560000,0.028,75.9
580000,0.029,77.4
600000,0.030,75.9
620000,0.031,67.3
640000,0.032,61.5
660000,0.033,66.9
680000,0.034,58.7
700000,0.035,61.5
720000,0.036,60.1
740000,0.037,54.4
760000,0.038,60.1
780000,0.039,57.2
800000,0.040,58.7
820000,0.041,64.4
840000,0.042,68.4
860000,0.043,63.0
880000,0.044,78.8
900000,0.045,71.6
920000,0.046,77.4
940000,0.047,73.1
960000,0.048,71.6
980000,0.049,74.5
1000000,0.050,68.7
1020000,0.051,70.0
1040000,0.052,77.4
1060000,0.053,75.9
1080000,0.054,52.9
1100000,0.055,64.4
1120000,0.056,68.7
1140000,0.057,58.7
1160000,0.058,52.9
1180000,0.059,60.1
1200000,0.060,66.9
1220000,0.061,57.2
1240000,0.062,54.4
1260000,0.063,64.4
1280000,0.064,65.9
1300000,0.065,45.7
1320000,0.066,67.3
1340000,0.067,73.1
1360000,0.068,78.8
1380000,0.069,80.8
1400000,0.070,77.4
1420000,0.071,77.4
1440000,0.072,84.6
1460000,0.073,73.1
1480000,0.074,70.2
1500000,0.075,73.1
1520000,0.076,81.7
1540000,0.077,67.3
1560000,0.078,70.0
1580000,0.079,61.5
1600000,0.080,65.9
1620000,0.081,61.5
1640000,0.082,58.7
1660000,0.083,70.2
1680000,0.084,65.9
1700000,0.085,63.0
1720000,0.086,57.2
1740000,0.087,63.8
1760000,0.088,67.3
1780000,0.089,81.7
1800000,0.090,75.9
1820000,0.091,78.8
1840000,0.092,81.7
1860000,0.093,83.1
1880000,0.094,81.7
1900000,0.095,80.2
1920000,0.096,79.3
1940000,0.097,80.2
1960000,0.098,27.0
1980000,0.099,50.0
2000000,0.100,71.6
2020000,0.101,73.1
2040000,0.102,70.2
2060000,0.103,63.0
2080000,0.104,61.5
2100000,0.105,65.3
2120000,0.106,58.7
2140000,0.107,65.9
2160000,0.108,68.7
2180000,0.109,63.0
2200000,0.110,67.3
2220000,0.111,68.7
2240000,0.112,64.4
2260000,0.113,65.9
2280000,0.114,62.2
2300000,0.115,61.5
2320000,0.116,64.4
2340000,0.117,58.7
2360000,0.118,64.4
2380000,0.119,64.4
