FPGA idle power [mW]:,3548.6

Program energy [mJ]:,7.28

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,13.6
20000,0.001,42.3
40000,0.002,39.4
60000,0.003,39.4
80000,0.004,33.7
100000,0.005,40.9
120000,0.006,42.3
140000,0.007,23.6
160000,0.008,28.8
180000,0.009,42.3
200000,0.010,51.0
220000,0.011,45.2
240000,0.012,43.8
260000,0.013,56.7
280000,0.014,61.0
300000,0.015,22.2
320000,0.016,53.8
340000,0.017,56.7
360000,0.018,63.9
380000,0.019,66.8
400000,0.020,56.7
420000,0.021,72.5
440000,0.022,72.5
460000,0.023,78.3
480000,0.024,74.0
500000,0.025,75.4
520000,0.026,70.7
540000,0.027,78.3
560000,0.028,74.0
580000,0.029,74.0
600000,0.030,74.0
620000,0.031,69.7
640000,0.032,59.6
660000,0.033,58.2
680000,0.034,62.5
700000,0.035,61.4
720000,0.036,55.3
740000,0.037,59.6
760000,0.038,55.3
780000,0.039,58.2
800000,0.040,59.6
820000,0.041,56.7
840000,0.042,61.0
860000,0.043,69.7
880000,0.044,72.2
900000,0.045,82.6
920000,0.046,74.0
940000,0.047,86.9
960000,0.048,74.0
980000,0.049,71.1
1000000,0.050,68.2
1020000,0.051,76.9
1040000,0.052,65.3
1060000,0.053,62.9
1080000,0.054,71.1
1100000,0.055,63.9
1120000,0.056,55.3
1140000,0.057,58.2
1160000,0.058,58.2
1180000,0.059,56.7
1200000,0.060,63.9
1220000,0.061,61.0
1240000,0.062,62.9
1260000,0.063,58.2
1280000,0.064,59.6
1300000,0.065,66.8
1320000,0.066,65.3
1340000,0.067,78.3
1360000,0.068,71.1
1380000,0.069,74.0
1400000,0.070,72.5
1420000,0.071,80.0
1440000,0.072,75.4
1460000,0.073,68.2
1480000,0.074,74.0
1500000,0.075,66.8
1520000,0.076,69.7
1540000,0.077,58.2
1560000,0.078,68.2
1580000,0.079,61.0
1600000,0.080,49.0
1620000,0.081,52.4
1640000,0.082,62.5
1660000,0.083,66.8
1680000,0.084,61.0
1700000,0.085,56.7
1720000,0.086,63.9
1740000,0.087,59.6
1760000,0.088,55.3
1780000,0.089,59.8
1800000,0.090,76.9
1820000,0.091,79.7
1840000,0.092,78.3
1860000,0.093,65.3
1880000,0.094,74.0
1900000,0.095,76.9
1920000,0.096,82.6
1940000,0.097,71.1
1960000,0.098,58.3
1980000,0.099,25.1
2000000,0.100,52.4
2020000,0.101,40.9
2040000,0.102,52.4
2060000,0.103,56.7
2080000,0.104,49.5
2100000,0.105,46.6
2120000,0.106,52.4
2140000,0.107,50.5
2160000,0.108,52.4
2180000,0.109,51.0
2200000,0.110,53.8
2220000,0.111,61.0
2240000,0.112,56.7
2260000,0.113,59.6
2280000,0.114,48.1
2300000,0.115,55.3
2320000,0.116,49.0
2340000,0.117,51.0
2360000,0.118,55.3
2380000,0.119,59.6
2400000,0.120,49.5
