FPGA idle power [mW]:,3541.4

Program energy [mJ]:,6.86

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,4.9
20000,0.001,39.5
40000,0.002,32.3
60000,0.003,38.0
80000,0.004,33.7
100000,0.005,37.6
120000,0.006,32.3
140000,0.007,30.8
160000,0.008,25.1
180000,0.009,36.6
200000,0.010,45.2
220000,0.011,39.5
240000,0.012,45.2
260000,0.013,56.7
280000,0.014,67.0
300000,0.015,32.3
320000,0.016,22.2
340000,0.017,53.8
360000,0.018,59.6
380000,0.019,53.8
400000,0.020,61.0
420000,0.021,65.4
440000,0.022,69.7
460000,0.023,68.6
480000,0.024,68.2
500000,0.025,66.8
520000,0.026,75.4
540000,0.027,69.7
560000,0.028,66.8
580000,0.029,71.1
600000,0.030,75.4
620000,0.031,69.7
640000,0.032,53.1
660000,0.033,55.3
680000,0.034,63.9
700000,0.035,56.7
720000,0.036,53.8
740000,0.037,55.3
760000,0.038,58.2
780000,0.039,68.2
800000,0.040,55.3
820000,0.041,56.2
840000,0.042,58.2
860000,0.043,51.0
880000,0.044,63.9
900000,0.045,72.5
920000,0.046,65.4
940000,0.047,84.1
960000,0.048,62.5
980000,0.049,66.8
1000000,0.050,71.7
1020000,0.051,71.1
1040000,0.052,65.4
1060000,0.053,68.2
1080000,0.054,63.9
1100000,0.055,58.2
1120000,0.056,52.4
1140000,0.057,61.0
1160000,0.058,55.3
1180000,0.059,57.7
1200000,0.060,52.4
1220000,0.061,55.3
1240000,0.062,61.0
1260000,0.063,63.9
1280000,0.064,46.6
1300000,0.065,56.7
1320000,0.066,61.0
1340000,0.067,71.1
1360000,0.068,68.6
1380000,0.069,71.1
1400000,0.070,66.8
1420000,0.071,72.5
1440000,0.072,61.0
1460000,0.073,69.7
1480000,0.074,74.0
1500000,0.075,71.1
1520000,0.076,66.8
1540000,0.077,67.0
1560000,0.078,59.6
1580000,0.079,63.9
1600000,0.080,55.3
1620000,0.081,63.9
1640000,0.082,56.7
1660000,0.083,58.2
1680000,0.084,55.3
1700000,0.085,62.5
1720000,0.086,59.3
1740000,0.087,55.3
1760000,0.088,52.4
1780000,0.089,61.0
1800000,0.090,69.7
1820000,0.091,63.9
1840000,0.092,62.5
1860000,0.093,63.9
1880000,0.094,69.7
1900000,0.095,76.3
1920000,0.096,59.6
1940000,0.097,66.8
1960000,0.098,62.5
1980000,0.099,26.5
2000000,0.100,43.8
2020000,0.101,46.6
2040000,0.102,43.8
2060000,0.103,49.5
2080000,0.104,45.3
2100000,0.105,59.6
2120000,0.106,52.4
2140000,0.107,55.3
2160000,0.108,40.9
2180000,0.109,51.0
2200000,0.110,51.0
2220000,0.111,53.8
2240000,0.112,49.5
2260000,0.113,54.6
2280000,0.114,51.0
2300000,0.115,40.9
2320000,0.116,49.5
2340000,0.117,52.4
2360000,0.118,51.0
2380000,0.119,53.8
2400000,0.120,45.2
