FPGA idle power [mW]:,3596.3

Program energy [mJ]:,15.31

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,39.2
20000,0.001,116.9
40000,0.002,106.8
60000,0.003,121.2
80000,0.004,121.2
100000,0.005,116.9
120000,0.006,115.5
140000,0.007,63.7
160000,0.008,100.4
180000,0.009,122.7
200000,0.010,125.5
220000,0.011,122.7
240000,0.012,137.1
260000,0.013,141.4
280000,0.014,118.4
300000,0.015,73.8
320000,0.016,141.4
340000,0.017,137.6
360000,0.018,141.4
380000,0.019,148.6
400000,0.020,147.1
420000,0.021,142.8
440000,0.022,138.5
460000,0.023,147.1
480000,0.024,148.6
500000,0.025,145.7
520000,0.026,134.5
540000,0.027,145.7
560000,0.028,150.0
580000,0.029,147.1
600000,0.030,141.4
620000,0.031,147.1
640000,0.032,142.8
660000,0.033,144.2
680000,0.034,137.1
700000,0.035,146.9
720000,0.036,148.6
740000,0.037,141.4
760000,0.038,142.8
780000,0.039,141.4
800000,0.040,144.2
820000,0.041,150.0
840000,0.042,141.4
860000,0.043,138.5
880000,0.044,143.8
900000,0.045,147.1
920000,0.046,138.5
940000,0.047,147.1
960000,0.048,141.4
980000,0.049,139.9
1000000,0.050,135.6
1020000,0.051,141.4
1040000,0.052,142.8
1060000,0.053,133.0
1080000,0.054,142.8
1100000,0.055,147.1
1120000,0.056,138.5
1140000,0.057,138.5
1160000,0.058,129.9
1180000,0.059,144.2
1200000,0.060,144.2
1220000,0.061,147.1
1240000,0.062,137.6
1260000,0.063,145.7
1280000,0.064,139.9
1300000,0.065,145.7
1320000,0.066,135.6
1340000,0.067,147.1
1360000,0.068,147.1
1380000,0.069,145.7
1400000,0.070,139.9
1420000,0.071,140.7
1440000,0.072,141.4
1460000,0.073,132.7
1480000,0.074,124.1
1500000,0.075,131.3
1520000,0.076,127.0
1540000,0.077,128.4
1560000,0.078,127.0
1580000,0.079,135.6
1600000,0.080,125.2
1620000,0.081,132.7
1640000,0.082,122.7
1660000,0.083,132.7
1680000,0.084,129.9
1700000,0.085,137.1
1720000,0.086,141.4
1740000,0.087,155.8
1760000,0.088,138.5
1780000,0.089,145.4
1800000,0.090,141.4
1820000,0.091,144.2
1840000,0.092,144.2
1860000,0.093,142.8
1880000,0.094,135.6
1900000,0.095,70.9
1920000,0.096,111.2
1940000,0.097,116.9
1960000,0.098,106.6
1980000,0.099,108.3
2000000,0.100,116.9
2020000,0.101,108.3
2040000,0.102,114.0
2060000,0.103,119.8
2080000,0.104,112.6
2100000,0.105,112.6
2120000,0.106,109.7
2140000,0.107,120.6
2160000,0.108,118.4
2180000,0.109,115.5
2200000,0.110,111.2
2220000,0.111,114.0
2240000,0.112,111.2
2260000,0.113,118.4
2280000,0.114,116.9
2300000,0.115,111.2
2320000,0.116,117.5
