FPGA idle power [mW]:,3555.2

Program energy [mJ]:,13.32

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,14.5
20000,0.001,57.3
40000,0.002,57.3
60000,0.003,57.3
80000,0.004,57.3
100000,0.005,63.1
120000,0.006,58.7
140000,0.007,34.3
160000,0.008,61.6
180000,0.009,102.8
200000,0.010,100.5
220000,0.011,80.3
240000,0.012,112.0
260000,0.013,127.8
280000,0.014,104.8
300000,0.015,40.0
320000,0.016,117.7
340000,0.017,130.7
360000,0.018,138.4
380000,0.019,135.0
400000,0.020,143.6
420000,0.021,142.2
440000,0.022,140.7
460000,0.023,130.7
480000,0.024,133.6
500000,0.025,139.3
520000,0.026,132.1
540000,0.027,135.3
560000,0.028,137.9
580000,0.029,143.6
600000,0.030,133.6
620000,0.031,130.7
640000,0.032,139.3
660000,0.033,136.4
680000,0.034,136.4
700000,0.035,130.7
720000,0.036,138.4
740000,0.037,135.0
760000,0.038,140.7
780000,0.039,136.4
800000,0.040,132.1
820000,0.041,147.9
840000,0.042,142.2
860000,0.043,122.0
880000,0.044,136.4
900000,0.045,147.7
920000,0.046,139.3
940000,0.047,142.2
960000,0.048,133.6
980000,0.049,145.1
1000000,0.050,146.5
1020000,0.051,133.6
1040000,0.052,133.6
1060000,0.053,127.8
1080000,0.054,141.5
1100000,0.055,137.9
1120000,0.056,133.6
1140000,0.057,133.6
1160000,0.058,137.9
1180000,0.059,130.7
1200000,0.060,133.6
1220000,0.061,136.4
1240000,0.062,133.6
1260000,0.063,140.0
1280000,0.064,129.2
1300000,0.065,133.6
1320000,0.066,133.6
1340000,0.067,126.4
1360000,0.068,140.7
1380000,0.069,133.6
1400000,0.070,135.0
1420000,0.071,139.3
1440000,0.072,141.5
1460000,0.073,124.9
1480000,0.074,122.0
1500000,0.075,103.3
1520000,0.076,117.7
1540000,0.077,119.2
1560000,0.078,112.0
1580000,0.079,116.3
1600000,0.080,119.2
1620000,0.081,122.9
1640000,0.082,123.5
1660000,0.083,109.1
1680000,0.084,113.4
1700000,0.085,130.7
1720000,0.086,146.5
1740000,0.087,135.0
1760000,0.088,140.7
1780000,0.089,135.0
1800000,0.090,140.0
1820000,0.091,142.2
1840000,0.092,127.8
1860000,0.093,137.9
1880000,0.094,132.1
1900000,0.095,34.3
1920000,0.096,74.6
1940000,0.097,73.1
1960000,0.098,80.3
1980000,0.099,85.7
2000000,0.100,70.3
2020000,0.101,81.8
2040000,0.102,77.4
2060000,0.103,71.7
2080000,0.104,68.8
2100000,0.105,80.3
2120000,0.106,78.9
2140000,0.107,81.8
2160000,0.108,76.5
2180000,0.109,67.4
2200000,0.110,90.4
2220000,0.111,83.2
2240000,0.112,80.3
2260000,0.113,78.9
2280000,0.114,80.3
2300000,0.115,65.9
2320000,0.116,70.3
