FPGA idle power [mW]:,3534.5

Program energy [mJ]:,5.86

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,24.8
20000,0.001,34.8
40000,0.002,23.3
60000,0.003,24.3
80000,0.004,23.3
100000,0.005,26.2
120000,0.006,23.3
140000,0.007,30.5
160000,0.008,34.8
180000,0.009,46.4
200000,0.010,39.2
220000,0.011,36.3
240000,0.012,50.7
260000,0.013,55.0
280000,0.014,26.2
300000,0.015,34.8
320000,0.016,47.8
340000,0.017,53.5
360000,0.018,53.5
380000,0.019,55.0
400000,0.020,53.5
420000,0.021,49.1
440000,0.022,52.1
460000,0.023,62.2
480000,0.024,65.1
500000,0.025,56.4
520000,0.026,60.7
540000,0.027,57.9
560000,0.028,56.4
580000,0.029,63.6
600000,0.030,55.3
620000,0.031,56.4
640000,0.032,53.5
660000,0.033,57.9
680000,0.034,57.9
700000,0.035,52.1
720000,0.036,53.5
740000,0.037,53.5
760000,0.038,55.0
780000,0.039,52.2
800000,0.040,53.5
820000,0.041,59.3
840000,0.042,49.2
860000,0.043,53.5
880000,0.044,53.5
900000,0.045,57.9
920000,0.046,55.0
940000,0.047,53.5
960000,0.048,56.9
980000,0.049,57.9
1000000,0.050,59.3
1020000,0.051,55.0
1040000,0.052,47.8
1060000,0.053,57.9
1080000,0.054,55.0
1100000,0.055,46.4
1120000,0.056,53.5
1140000,0.057,53.8
1160000,0.058,52.1
1180000,0.059,50.7
1200000,0.060,52.1
1220000,0.061,44.9
1240000,0.062,46.4
1260000,0.063,52.1
1280000,0.064,53.5
1300000,0.065,63.6
1320000,0.066,63.1
1340000,0.067,59.3
1360000,0.068,57.9
1380000,0.069,49.2
1400000,0.070,59.3
1420000,0.071,56.4
1440000,0.072,50.7
1460000,0.073,55.0
1480000,0.074,56.4
1500000,0.075,61.5
1520000,0.076,47.8
1540000,0.077,53.5
1560000,0.078,59.3
1580000,0.079,50.7
1600000,0.080,59.3
1620000,0.081,52.1
1640000,0.082,53.5
1660000,0.083,59.3
1680000,0.084,56.9
1700000,0.085,56.4
1720000,0.086,56.4
1740000,0.087,55.0
1760000,0.088,63.6
1780000,0.089,55.0
1800000,0.090,57.9
1820000,0.091,56.4
1840000,0.092,20.5
1860000,0.093,41.4
1880000,0.094,56.4
1900000,0.095,47.8
1920000,0.096,52.1
1940000,0.097,53.5
1960000,0.098,49.2
1980000,0.099,59.3
2000000,0.100,52.1
2020000,0.101,49.2
2040000,0.102,53.8
2060000,0.103,56.4
2080000,0.104,57.9
2100000,0.105,56.4
2120000,0.106,53.5
2140000,0.107,59.3
2160000,0.108,53.5
2180000,0.109,55.0
2200000,0.110,53.5
2220000,0.111,55.3
2240000,0.112,62.2
2260000,0.113,37.7
