FPGA idle power [mW]:,3561.5

Program energy [mJ]:,8.74

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,15.0
20000,0.001,33.7
40000,0.002,12.2
60000,0.003,7.8
80000,0.004,15.0
100000,0.005,29.4
120000,0.006,30.9
140000,0.007,31.4
160000,0.008,23.7
180000,0.009,17.9
200000,0.010,16.5
220000,0.011,12.2
240000,0.012,12.2
260000,0.013,6.4
280000,0.014,10.7
300000,0.015,17.9
320000,0.016,19.0
340000,0.017,9.3
360000,0.018,17.9
380000,0.019,15.0
400000,0.020,13.6
420000,0.021,16.5
440000,0.022,15.0
460000,0.023,10.7
480000,0.024,9.3
500000,0.025,23.7
520000,0.026,16.5
540000,0.027,7.8
560000,0.028,15.0
580000,0.029,9.3
600000,0.030,7.8
620000,0.031,13.6
640000,0.032,15.0
660000,0.033,16.5
680000,0.034,8.2
700000,0.035,10.7
720000,0.036,15.0
740000,0.037,13.6
760000,0.038,12.2
780000,0.039,12.2
800000,0.040,13.6
820000,0.041,9.3
840000,0.042,22.2
860000,0.043,48.5
880000,0.044,65.4
900000,0.045,89.8
920000,0.046,85.5
940000,0.047,81.2
960000,0.048,92.7
980000,0.049,92.7
1000000,0.050,92.7
1020000,0.051,79.8
1040000,0.052,82.5
1060000,0.053,87.0
1080000,0.054,75.5
1100000,0.055,82.7
1120000,0.056,75.5
1140000,0.057,79.8
1160000,0.058,84.1
1180000,0.059,84.1
1200000,0.060,95.6
1220000,0.061,85.6
1240000,0.062,84.1
1260000,0.063,88.4
1280000,0.064,84.1
1300000,0.065,94.2
1320000,0.066,84.1
1340000,0.067,81.2
1360000,0.068,84.1
1380000,0.069,91.3
1400000,0.070,98.0
1420000,0.071,89.8
1440000,0.072,79.8
1460000,0.073,92.7
1480000,0.074,87.0
1500000,0.075,91.3
1520000,0.076,84.1
1540000,0.077,84.1
1560000,0.078,98.5
1580000,0.079,101.1
1600000,0.080,82.7
1620000,0.081,88.4
1640000,0.082,87.0
1660000,0.083,89.8
1680000,0.084,81.2
1700000,0.085,79.8
1720000,0.086,81.2
1740000,0.087,97.0
1760000,0.088,77.9
1780000,0.089,91.3
1800000,0.090,87.0
1820000,0.091,92.7
1840000,0.092,74.0
1860000,0.093,85.5
1880000,0.094,87.0
1900000,0.095,81.2
1920000,0.096,87.0
1940000,0.097,84.1
1960000,0.098,87.0
1980000,0.099,84.1
2000000,0.100,89.8
2020000,0.101,81.2
2040000,0.102,79.8
2060000,0.103,82.7
2080000,0.104,84.1
2100000,0.105,82.7
2120000,0.106,79.4
2140000,0.107,104.2
2160000,0.108,88.4
2180000,0.109,89.8
2200000,0.110,89.8
2220000,0.111,88.4
2240000,0.112,89.8
2260000,0.113,91.3
2280000,0.114,81.2
2300000,0.115,90.3
2320000,0.116,85.5
2340000,0.117,89.8
2360000,0.118,98.5
2380000,0.119,81.2
2400000,0.120,29.4
2420000,0.121,9.3
2440000,0.122,58.2
2460000,0.123,69.7
2480000,0.124,70.2
2500000,0.125,64.0
2520000,0.126,71.1
2540000,0.127,66.8
2560000,0.128,69.7
2580000,0.129,55.3
2600000,0.130,59.6
2620000,0.131,74.0
2640000,0.132,68.3
2660000,0.133,71.7
2680000,0.134,66.8
2700000,0.135,64.0
2720000,0.136,69.7
2740000,0.137,68.3
2760000,0.138,64.0
2780000,0.139,74.0
2800000,0.140,75.5
2820000,0.141,69.7
2840000,0.142,65.5
