FPGA idle power [mW]:,3570.2

Program energy [mJ]:,9.41

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-5.2
20000,0.001,76.8
40000,0.002,97.0
60000,0.003,85.5
80000,0.004,89.3
100000,0.005,94.1
120000,0.006,84.0
140000,0.007,69.6
160000,0.008,27.9
180000,0.009,56.7
200000,0.010,62.4
220000,0.011,53.8
240000,0.012,53.8
260000,0.013,103.3
280000,0.014,101.3
300000,0.015,81.1
320000,0.016,30.8
340000,0.017,74.0
360000,0.018,65.3
380000,0.019,78.3
400000,0.020,71.1
420000,0.021,85.5
440000,0.022,83.1
460000,0.023,74.0
480000,0.024,84.0
500000,0.025,88.3
520000,0.026,76.8
540000,0.027,79.7
560000,0.028,79.7
580000,0.029,76.8
600000,0.030,75.4
620000,0.031,64.5
640000,0.032,82.6
660000,0.033,86.9
680000,0.034,81.1
700000,0.035,66.8
720000,0.036,76.8
740000,0.037,74.0
760000,0.038,75.4
780000,0.039,81.1
800000,0.040,75.4
820000,0.041,85.5
840000,0.042,68.2
860000,0.043,71.1
880000,0.044,58.1
900000,0.045,84.0
920000,0.046,79.7
940000,0.047,72.5
960000,0.048,82.6
980000,0.049,89.3
1000000,0.050,76.8
1020000,0.051,72.5
1040000,0.052,79.7
1060000,0.053,81.1
1080000,0.054,76.8
1100000,0.055,72.5
1120000,0.056,78.3
1140000,0.057,66.8
1160000,0.058,89.3
1180000,0.059,75.4
1200000,0.060,74.0
1220000,0.061,71.1
1240000,0.062,71.1
1260000,0.063,78.3
1280000,0.064,82.6
1300000,0.065,63.9
1320000,0.066,82.6
1340000,0.067,86.2
1360000,0.068,82.6
1380000,0.069,69.6
1400000,0.070,79.7
1420000,0.071,89.8
1440000,0.072,85.5
1460000,0.073,78.3
1480000,0.074,79.7
1500000,0.075,78.3
1520000,0.076,89.3
1540000,0.077,66.8
1560000,0.078,66.8
1580000,0.079,85.5
1600000,0.080,79.7
1620000,0.081,72.5
1640000,0.082,76.8
1660000,0.083,79.7
1680000,0.084,88.3
1700000,0.085,69.2
1720000,0.086,74.0
1740000,0.087,81.1
1760000,0.088,84.0
1780000,0.089,84.0
1800000,0.090,78.3
1820000,0.091,75.4
1840000,0.092,75.4
1860000,0.093,72.5
1880000,0.094,64.5
1900000,0.095,82.6
1920000,0.096,76.8
1940000,0.097,76.8
1960000,0.098,74.0
1980000,0.099,75.4
2000000,0.100,78.3
2020000,0.101,69.6
2040000,0.102,75.4
2060000,0.103,75.4
2080000,0.104,29.4
2100000,0.105,66.8
2120000,0.106,71.1
2140000,0.107,78.3
2160000,0.108,66.8
2180000,0.109,76.8
2200000,0.110,75.4
2220000,0.111,68.2
2240000,0.112,61.5
2260000,0.113,69.6
2280000,0.114,75.4
2300000,0.115,74.0
2320000,0.116,65.3
2340000,0.117,79.7
2360000,0.118,81.1
2380000,0.119,74.0
2400000,0.120,66.8
2420000,0.121,72.3
2440000,0.122,69.6
2460000,0.123,72.5
2480000,0.124,56.7
2500000,0.125,81.1
