FPGA idle power [mW]:,3562.8

Program energy [mJ]:,15.25

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,54.0
20000,0.001,94.3
40000,0.002,96.7
60000,0.003,101.5
80000,0.004,104.4
100000,0.005,94.3
120000,0.006,95.7
140000,0.007,41.1
160000,0.008,72.7
180000,0.009,97.2
200000,0.010,98.6
220000,0.011,107.6
240000,0.012,100.1
260000,0.013,141.8
280000,0.014,141.8
300000,0.015,64.1
320000,0.016,92.9
340000,0.017,138.9
360000,0.018,149.0
380000,0.019,147.5
400000,0.020,152.5
420000,0.021,146.1
440000,0.022,143.2
460000,0.023,150.4
480000,0.024,150.4
500000,0.025,141.8
520000,0.026,147.5
540000,0.027,151.9
560000,0.028,154.7
580000,0.029,147.9
600000,0.030,151.9
620000,0.031,151.9
640000,0.032,140.3
660000,0.033,140.3
680000,0.034,153.3
700000,0.035,149.0
720000,0.036,149.0
740000,0.037,149.0
760000,0.038,149.4
780000,0.039,144.7
800000,0.040,147.5
820000,0.041,141.8
840000,0.042,153.3
860000,0.043,149.0
880000,0.044,154.7
900000,0.045,146.1
920000,0.046,151.9
940000,0.047,144.8
960000,0.048,154.7
980000,0.049,146.1
1000000,0.050,151.9
1020000,0.051,147.5
1040000,0.052,146.1
1060000,0.053,140.3
1080000,0.054,147.5
1100000,0.055,151.9
1120000,0.056,141.7
1140000,0.057,137.5
1160000,0.058,149.0
1180000,0.059,143.2
1200000,0.060,137.5
1220000,0.061,144.7
1240000,0.062,144.7
1260000,0.063,140.3
1280000,0.064,143.2
1300000,0.065,141.7
1320000,0.066,147.5
1340000,0.067,146.1
1360000,0.068,144.7
1380000,0.069,143.2
1400000,0.070,136.0
1420000,0.071,143.2
1440000,0.072,146.1
1460000,0.073,143.2
1480000,0.074,133.9
1500000,0.075,134.6
1520000,0.076,130.3
1540000,0.077,120.2
1560000,0.078,134.6
1580000,0.079,130.3
1600000,0.080,130.3
1620000,0.081,131.7
1640000,0.082,133.1
1660000,0.083,138.6
1680000,0.084,127.4
1700000,0.085,131.7
1720000,0.086,141.8
1740000,0.087,146.1
1760000,0.088,149.0
1780000,0.089,146.1
1800000,0.090,138.9
1820000,0.091,147.5
1840000,0.092,147.9
1860000,0.093,146.1
1880000,0.094,146.1
1900000,0.095,108.7
1920000,0.096,49.7
1940000,0.097,94.3
1960000,0.098,110.1
1980000,0.099,110.1
2000000,0.100,108.7
2020000,0.101,113.8
2040000,0.102,105.8
2060000,0.103,107.3
2080000,0.104,104.4
2100000,0.105,98.6
2120000,0.106,110.1
2140000,0.107,113.0
2160000,0.108,114.4
2180000,0.109,101.5
2200000,0.110,102.9
2220000,0.111,110.1
2240000,0.112,111.6
2260000,0.113,105.8
2280000,0.114,108.7
2300000,0.115,113.0
2320000,0.116,118.8
2340000,0.117,87.1
