FPGA idle power [mW]:,3559.8

Program energy [mJ]:,8.88

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,2.4
20000,0.001,75.7
40000,0.002,80.0
60000,0.003,76.5
80000,0.004,75.7
100000,0.005,75.7
120000,0.006,78.6
140000,0.007,44.1
160000,0.008,25.4
180000,0.009,55.6
200000,0.010,58.5
220000,0.011,55.6
240000,0.012,53.3
260000,0.013,87.2
280000,0.014,88.7
300000,0.015,38.3
320000,0.016,34.0
340000,0.017,57.0
360000,0.018,62.8
380000,0.019,80.0
400000,0.020,64.2
420000,0.021,79.6
440000,0.022,91.5
460000,0.023,78.6
480000,0.024,85.8
500000,0.025,81.5
520000,0.026,93.0
540000,0.027,94.4
560000,0.028,87.2
580000,0.029,82.9
600000,0.030,87.3
620000,0.031,91.5
640000,0.032,65.7
660000,0.033,81.5
680000,0.034,78.6
700000,0.035,65.7
720000,0.036,65.7
740000,0.037,70.0
760000,0.038,65.7
780000,0.039,65.7
800000,0.040,70.0
820000,0.041,65.7
840000,0.042,68.5
860000,0.043,82.9
880000,0.044,100.2
900000,0.045,93.0
920000,0.046,85.8
940000,0.047,93.0
960000,0.048,85.8
980000,0.049,91.5
1000000,0.050,90.1
1020000,0.051,91.5
1040000,0.052,80.0
1060000,0.053,84.4
1080000,0.054,77.2
1100000,0.055,70.0
1120000,0.056,57.0
1140000,0.057,68.8
1160000,0.058,80.0
1180000,0.059,71.4
1200000,0.060,75.7
1220000,0.061,71.4
1240000,0.062,61.3
1260000,0.063,65.7
1280000,0.064,62.8
1300000,0.065,65.7
1320000,0.066,85.8
1340000,0.067,82.9
1360000,0.068,81.5
1380000,0.069,80.0
1400000,0.070,95.9
1420000,0.071,93.0
1440000,0.072,80.0
1460000,0.073,90.1
1480000,0.074,90.1
1500000,0.075,88.9
1520000,0.076,80.0
1540000,0.077,67.1
1560000,0.078,71.4
1580000,0.079,70.0
1600000,0.080,62.8
1620000,0.081,71.4
1640000,0.082,82.9
1660000,0.083,67.1
1680000,0.084,74.9
1700000,0.085,62.8
1720000,0.086,64.2
1740000,0.087,64.2
1760000,0.088,75.7
1780000,0.089,84.4
1800000,0.090,82.9
1820000,0.091,81.5
1840000,0.092,94.4
1860000,0.093,93.5
1880000,0.094,78.6
1900000,0.095,95.9
1920000,0.096,80.0
1940000,0.097,94.4
1960000,0.098,31.1
1980000,0.099,65.7
2000000,0.100,64.2
2020000,0.101,75.7
2040000,0.102,71.9
2060000,0.103,68.5
2080000,0.104,62.8
2100000,0.105,81.5
2120000,0.106,75.7
2140000,0.107,67.1
2160000,0.108,82.9
2180000,0.109,68.5
2200000,0.110,70.0
2220000,0.111,71.9
2240000,0.112,65.7
2260000,0.113,72.8
2280000,0.114,78.6
2300000,0.115,68.5
2320000,0.116,68.5
2340000,0.117,64.2
2360000,0.118,84.4
2380000,0.119,65.7
