FPGA idle power [mW]:,3566.6

Program energy [mJ]:,9.95

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,31.5
20000,0.001,91.9
40000,0.002,84.7
60000,0.003,86.2
80000,0.004,99.1
100000,0.005,96.3
120000,0.006,92.9
140000,0.007,30.1
160000,0.008,43.0
180000,0.009,58.9
200000,0.010,54.5
220000,0.011,48.8
240000,0.012,89.1
260000,0.013,94.8
280000,0.014,90.5
300000,0.015,32.5
320000,0.016,53.1
340000,0.017,71.8
360000,0.018,71.8
380000,0.019,77.6
400000,0.020,83.3
420000,0.021,100.6
440000,0.022,99.1
460000,0.023,89.1
480000,0.024,105.3
500000,0.025,93.4
520000,0.026,94.8
540000,0.027,102.0
560000,0.028,110.6
580000,0.029,104.9
600000,0.030,90.5
620000,0.031,80.4
640000,0.032,86.2
660000,0.033,68.1
680000,0.034,73.2
700000,0.035,81.9
720000,0.036,80.4
740000,0.037,81.9
760000,0.038,68.9
780000,0.039,71.8
800000,0.040,81.9
820000,0.041,74.7
840000,0.042,72.8
860000,0.043,87.6
880000,0.044,96.3
900000,0.045,100.6
920000,0.046,102.0
940000,0.047,90.5
960000,0.048,99.1
980000,0.049,103.5
1000000,0.050,97.7
1020000,0.051,102.2
1040000,0.052,104.9
1060000,0.053,87.6
1080000,0.054,79.0
1100000,0.055,84.7
1120000,0.056,77.6
1140000,0.057,67.5
1160000,0.058,80.4
1180000,0.059,81.9
1200000,0.060,72.8
1220000,0.061,83.3
1240000,0.062,74.7
1260000,0.063,58.9
1280000,0.064,80.4
1300000,0.065,77.6
1320000,0.066,104.9
1340000,0.067,103.5
1360000,0.068,94.8
1380000,0.069,105.3
1400000,0.070,96.3
1420000,0.071,107.8
1440000,0.072,106.3
1460000,0.073,89.1
1480000,0.074,100.6
1500000,0.075,102.0
1520000,0.076,89.1
1540000,0.077,79.0
1560000,0.078,77.4
1580000,0.079,77.6
1600000,0.080,81.9
1620000,0.081,68.9
1640000,0.082,76.1
1660000,0.083,79.0
1680000,0.084,67.5
1700000,0.085,83.3
1720000,0.086,67.5
1740000,0.087,79.0
1760000,0.088,100.6
1780000,0.089,103.5
1800000,0.090,100.6
1820000,0.091,100.6
1840000,0.092,99.1
1860000,0.093,99.1
1880000,0.094,94.8
1900000,0.095,96.3
1920000,0.096,92.9
1940000,0.097,77.6
1960000,0.098,43.0
1980000,0.099,83.3
2000000,0.100,81.9
2020000,0.101,77.6
2040000,0.102,87.6
2060000,0.103,87.6
2080000,0.104,74.7
2100000,0.105,69.7
2120000,0.106,86.2
2140000,0.107,81.9
2160000,0.108,84.7
2180000,0.109,73.2
2200000,0.110,71.8
2220000,0.111,83.3
2240000,0.112,84.7
2260000,0.113,79.0
2280000,0.114,82.1
2300000,0.115,84.7
2320000,0.116,89.1
2340000,0.117,80.4
2360000,0.118,81.9
