FPGA idle power [mW]:,3555.2

Program energy [mJ]:,8.34

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,2.1
20000,0.001,71.7
40000,0.002,70.3
60000,0.003,60.2
80000,0.004,70.3
100000,0.005,67.4
120000,0.006,78.9
140000,0.007,44.4
160000,0.008,34.3
180000,0.009,51.7
200000,0.010,64.5
220000,0.011,53.0
240000,0.012,71.7
260000,0.013,94.7
280000,0.014,97.6
300000,0.015,31.4
320000,0.016,57.3
340000,0.017,67.4
360000,0.018,82.6
380000,0.019,86.1
400000,0.020,80.3
420000,0.021,84.6
440000,0.022,83.2
460000,0.023,81.8
480000,0.024,81.8
500000,0.025,80.3
520000,0.026,74.6
540000,0.027,79.5
560000,0.028,81.8
580000,0.029,87.5
600000,0.030,78.9
620000,0.031,54.4
640000,0.032,61.6
660000,0.033,67.4
680000,0.034,61.6
700000,0.035,60.2
720000,0.036,61.0
740000,0.037,64.5
760000,0.038,67.4
780000,0.039,67.4
800000,0.040,61.6
820000,0.041,61.6
840000,0.042,70.3
860000,0.043,86.1
880000,0.044,70.3
900000,0.045,81.1
920000,0.046,87.5
940000,0.047,77.4
960000,0.048,86.1
980000,0.049,78.9
1000000,0.050,80.3
1020000,0.051,84.6
1040000,0.052,71.7
1060000,0.053,77.4
1080000,0.054,84.2
1100000,0.055,87.5
1120000,0.056,80.3
1140000,0.057,93.3
1160000,0.058,90.4
1180000,0.059,73.1
1200000,0.060,70.3
1220000,0.061,80.3
1240000,0.062,87.5
1260000,0.063,79.5
1280000,0.064,91.8
1300000,0.065,81.8
1320000,0.066,84.6
1340000,0.067,74.6
1360000,0.068,73.1
1380000,0.069,87.5
1400000,0.070,80.3
1420000,0.071,77.4
1440000,0.072,82.6
1460000,0.073,90.4
1480000,0.074,76.0
1500000,0.075,64.5
1520000,0.076,61.6
1540000,0.077,71.7
1560000,0.078,68.8
1580000,0.079,63.1
1600000,0.080,57.3
1620000,0.081,64.1
1640000,0.082,65.9
1660000,0.083,61.6
1680000,0.084,57.3
1700000,0.085,68.8
1720000,0.086,89.0
1740000,0.087,87.5
1760000,0.088,74.6
1780000,0.089,89.0
1800000,0.090,84.2
1820000,0.091,81.8
1840000,0.092,78.9
1860000,0.093,84.6
1880000,0.094,81.8
1900000,0.095,77.4
1920000,0.096,28.5
1940000,0.097,63.1
1960000,0.098,61.6
1980000,0.099,65.6
2000000,0.100,53.0
2020000,0.101,67.4
2040000,0.102,64.5
2060000,0.103,58.7
2080000,0.104,67.4
2100000,0.105,60.2
2120000,0.106,61.6
2140000,0.107,68.8
2160000,0.108,54.8
2180000,0.109,65.9
2200000,0.110,70.3
2220000,0.111,65.9
2240000,0.112,63.1
2260000,0.113,65.9
2280000,0.114,63.1
2300000,0.115,60.2
2320000,0.116,61.6
