FPGA idle power [mW]:,3551.1

Program energy [mJ]:,7.45

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-1.6
20000,0.001,39.8
40000,0.002,34.1
60000,0.003,39.8
80000,0.004,39.8
100000,0.005,38.4
120000,0.006,38.4
140000,0.007,32.6
160000,0.008,21.1
180000,0.009,44.9
200000,0.010,44.1
220000,0.011,45.6
240000,0.012,49.9
260000,0.013,65.7
280000,0.014,67.2
300000,0.015,21.1
320000,0.016,42.7
340000,0.017,62.8
360000,0.018,68.2
380000,0.019,68.6
400000,0.020,77.2
420000,0.021,67.2
440000,0.022,70.0
460000,0.023,81.5
480000,0.024,68.6
500000,0.025,72.9
520000,0.026,78.7
540000,0.027,77.5
560000,0.028,83.0
580000,0.029,71.5
600000,0.030,72.9
620000,0.031,67.2
640000,0.032,60.0
660000,0.033,58.5
680000,0.034,62.8
700000,0.035,65.7
720000,0.036,65.1
740000,0.037,60.0
760000,0.038,64.3
780000,0.039,58.5
800000,0.040,58.5
820000,0.041,62.8
840000,0.042,52.8
860000,0.043,67.2
880000,0.044,80.1
900000,0.045,62.0
920000,0.046,80.1
940000,0.047,80.1
960000,0.048,80.1
980000,0.049,68.6
1000000,0.050,74.4
1020000,0.051,81.5
1040000,0.052,74.4
1060000,0.053,67.2
1080000,0.054,83.6
1100000,0.055,83.0
1120000,0.056,75.8
1140000,0.057,72.9
1160000,0.058,68.6
1180000,0.059,77.2
1200000,0.060,67.2
1220000,0.061,77.2
1240000,0.062,78.7
1260000,0.063,69.7
1280000,0.064,75.8
1300000,0.065,67.2
1320000,0.066,71.5
1340000,0.067,75.8
1360000,0.068,78.7
1380000,0.069,68.6
1400000,0.070,74.4
1420000,0.071,84.4
1440000,0.072,79.0
1460000,0.073,75.8
1480000,0.074,78.7
1500000,0.075,74.4
1520000,0.076,68.6
1540000,0.077,54.2
1560000,0.078,60.0
1580000,0.079,60.0
1600000,0.080,62.8
1620000,0.081,60.4
1640000,0.082,60.0
1660000,0.083,58.5
1680000,0.084,64.3
1700000,0.085,62.8
1720000,0.086,57.1
1740000,0.087,62.8
1760000,0.088,77.2
1780000,0.089,78.7
1800000,0.090,66.6
1820000,0.091,68.6
1840000,0.092,77.2
1860000,0.093,70.0
1880000,0.094,74.4
1900000,0.095,80.1
1920000,0.096,61.4
1940000,0.097,18.2
1960000,0.098,55.7
1980000,0.099,62.0
2000000,0.100,52.8
2020000,0.101,49.9
2040000,0.102,55.7
2060000,0.103,57.1
2080000,0.104,54.2
2100000,0.105,57.1
2120000,0.106,51.3
2140000,0.107,48.5
2160000,0.108,55.8
2180000,0.109,51.3
2200000,0.110,51.3
2220000,0.111,61.4
2240000,0.112,57.1
2260000,0.113,54.2
2280000,0.114,51.3
2300000,0.115,51.3
2320000,0.116,55.7
2340000,0.117,58.9
2360000,0.118,51.3
