FPGA idle power [mW]:,3554.3

Program energy [mJ]:,6.95

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-8.0
20000,0.001,29.4
40000,0.002,32.3
60000,0.003,28.0
80000,0.004,33.7
100000,0.005,35.2
120000,0.006,34.0
140000,0.007,32.3
160000,0.008,25.1
180000,0.009,29.4
200000,0.010,38.1
220000,0.011,40.9
240000,0.012,33.7
260000,0.013,55.3
280000,0.014,56.8
300000,0.015,40.2
320000,0.016,17.9
340000,0.017,51.0
360000,0.018,52.5
380000,0.019,55.3
400000,0.020,53.9
420000,0.021,66.8
440000,0.022,56.8
460000,0.023,55.3
480000,0.024,54.1
500000,0.025,62.5
520000,0.026,58.2
540000,0.027,52.5
560000,0.028,64.0
580000,0.029,61.1
600000,0.030,62.5
620000,0.031,62.5
640000,0.032,64.0
660000,0.033,52.6
680000,0.034,61.1
700000,0.035,62.5
720000,0.036,58.2
740000,0.037,52.5
760000,0.038,66.8
780000,0.039,61.1
800000,0.040,53.9
820000,0.041,61.1
840000,0.042,61.9
860000,0.043,55.3
880000,0.044,61.1
900000,0.045,66.8
920000,0.046,62.5
940000,0.047,51.0
960000,0.048,65.4
980000,0.049,64.0
1000000,0.050,58.2
1020000,0.051,55.7
1040000,0.052,68.3
1060000,0.053,62.5
1080000,0.054,61.1
1100000,0.055,59.6
1120000,0.056,53.9
1140000,0.057,66.8
1160000,0.058,55.3
1180000,0.059,58.2
1200000,0.060,61.9
1220000,0.061,62.5
1240000,0.062,69.7
1260000,0.063,65.4
1280000,0.064,58.2
1300000,0.065,66.8
1320000,0.066,58.2
1340000,0.067,56.8
1360000,0.068,62.5
1380000,0.069,57.2
1400000,0.070,62.5
1420000,0.071,55.3
1440000,0.072,68.3
1460000,0.073,56.8
1480000,0.074,62.5
1500000,0.075,51.0
1520000,0.076,61.1
1540000,0.077,65.4
1560000,0.078,55.7
1580000,0.079,65.4
1600000,0.080,61.1
1620000,0.081,55.3
1640000,0.082,65.4
1660000,0.083,53.9
1680000,0.084,61.1
1700000,0.085,55.3
1720000,0.086,66.8
1740000,0.087,63.4
1760000,0.088,52.5
1780000,0.089,58.2
1800000,0.090,61.1
1820000,0.091,53.9
1840000,0.092,65.4
1860000,0.093,56.8
1880000,0.094,62.5
1900000,0.095,64.0
1920000,0.096,60.3
1940000,0.097,62.5
1960000,0.098,61.1
1980000,0.099,59.6
2000000,0.100,59.6
2020000,0.101,58.2
2040000,0.102,59.6
2060000,0.103,61.1
2080000,0.104,61.1
2100000,0.105,23.1
2120000,0.106,49.6
2140000,0.107,49.6
2160000,0.108,52.5
2180000,0.109,48.1
2200000,0.110,58.2
2220000,0.111,48.1
2240000,0.112,53.9
2260000,0.113,55.3
2280000,0.114,57.2
2300000,0.115,51.0
2320000,0.116,51.0
2340000,0.117,52.5
2360000,0.118,59.6
2380000,0.119,51.0
2400000,0.120,49.6
2420000,0.121,56.8
2440000,0.122,53.9
2460000,0.123,49.5
2480000,0.124,43.8
2500000,0.125,55.3
2520000,0.126,56.8
