FPGA idle power [mW]:,3564.8

Program energy [mJ]:,8.31

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,6.0
20000,0.001,82.2
40000,0.002,89.4
60000,0.003,88.0
80000,0.004,69.3
100000,0.005,65.0
120000,0.006,70.7
140000,0.007,29.0
160000,0.008,31.2
180000,0.009,56.3
200000,0.010,43.4
220000,0.011,50.6
240000,0.012,60.7
260000,0.013,88.0
280000,0.014,86.5
300000,0.015,47.7
320000,0.016,33.3
340000,0.017,60.7
360000,0.018,65.0
380000,0.019,66.4
400000,0.020,67.8
420000,0.021,65.0
440000,0.022,66.4
460000,0.023,62.1
480000,0.024,66.4
500000,0.025,75.0
520000,0.026,68.4
540000,0.027,63.5
560000,0.028,66.4
580000,0.029,63.5
600000,0.030,72.2
620000,0.031,56.3
640000,0.032,75.0
660000,0.033,77.9
680000,0.034,73.6
700000,0.035,52.9
720000,0.036,67.8
740000,0.037,66.4
760000,0.038,72.2
780000,0.039,62.1
800000,0.040,72.2
820000,0.041,69.3
840000,0.042,72.2
860000,0.043,67.8
880000,0.044,62.2
900000,0.045,66.4
920000,0.046,76.5
940000,0.047,62.1
960000,0.048,66.4
980000,0.049,66.4
1000000,0.050,57.8
1020000,0.051,70.7
1040000,0.052,70.7
1060000,0.053,63.8
1080000,0.054,69.3
1100000,0.055,67.8
1120000,0.056,73.6
1140000,0.057,76.5
1160000,0.058,63.5
1180000,0.059,66.4
1200000,0.060,75.0
1220000,0.061,79.4
1240000,0.062,56.0
1260000,0.063,76.5
1280000,0.064,70.7
1300000,0.065,75.0
1320000,0.066,69.3
1340000,0.067,69.3
1360000,0.068,69.3
1380000,0.069,59.2
1400000,0.070,66.4
1420000,0.071,74.6
1440000,0.072,76.5
1460000,0.073,65.0
1480000,0.074,63.5
1500000,0.075,69.3
1520000,0.076,75.0
1540000,0.077,69.3
1560000,0.078,63.5
1580000,0.079,69.3
1600000,0.080,77.7
1620000,0.081,77.9
1640000,0.082,62.1
1660000,0.083,63.5
1680000,0.084,69.3
1700000,0.085,79.4
1720000,0.086,63.5
1740000,0.087,66.4
1760000,0.088,72.2
1780000,0.089,69.9
1800000,0.090,67.8
1820000,0.091,63.5
1840000,0.092,69.3
1860000,0.093,62.1
1880000,0.094,79.4
1900000,0.095,70.7
1920000,0.096,69.3
1940000,0.097,76.5
1960000,0.098,62.2
1980000,0.099,69.3
2000000,0.100,69.3
2020000,0.101,66.4
2040000,0.102,79.4
2060000,0.103,52.0
2080000,0.104,34.8
2100000,0.105,73.6
2120000,0.106,60.7
2140000,0.107,65.3
2160000,0.108,66.4
2180000,0.109,60.7
2200000,0.110,60.7
2220000,0.111,63.5
2240000,0.112,56.3
2260000,0.113,63.5
2280000,0.114,63.5
2300000,0.115,66.4
2320000,0.116,60.7
2340000,0.117,54.9
2360000,0.118,65.0
2380000,0.119,69.3
2400000,0.120,66.4
2420000,0.121,62.1
2440000,0.122,62.1
2460000,0.123,65.0
2480000,0.124,60.7
2500000,0.125,60.7
