FPGA idle power [mW]:,3556.6

Program energy [mJ]:,10.75

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,38.6
20000,0.001,48.7
40000,0.002,30.1
60000,0.003,57.3
80000,0.004,57.3
100000,0.005,51.6
120000,0.006,28.6
140000,0.007,48.7
160000,0.008,68.9
180000,0.009,70.3
200000,0.010,51.6
220000,0.011,85.9
240000,0.012,87.6
260000,0.013,68.9
280000,0.014,34.3
300000,0.015,80.4
320000,0.016,104.8
340000,0.017,101.9
360000,0.018,94.7
380000,0.019,96.2
400000,0.020,113.8
420000,0.021,119.2
440000,0.022,117.8
460000,0.023,126.4
480000,0.024,127.8
500000,0.025,127.8
520000,0.026,123.5
540000,0.027,127.8
560000,0.028,122.1
580000,0.029,110.7
600000,0.030,81.8
620000,0.031,100.5
640000,0.032,96.2
660000,0.033,101.9
680000,0.034,99.1
700000,0.035,101.9
720000,0.036,100.5
740000,0.037,107.7
760000,0.038,93.6
780000,0.039,116.3
800000,0.040,120.6
820000,0.041,130.7
840000,0.042,123.5
860000,0.043,122.1
880000,0.044,135.0
900000,0.045,127.8
920000,0.046,119.2
940000,0.047,124.6
960000,0.048,126.4
980000,0.049,122.1
1000000,0.050,87.6
1020000,0.051,104.8
1040000,0.052,110.6
1060000,0.053,101.9
1080000,0.054,99.1
1100000,0.055,116.3
1120000,0.056,110.7
1140000,0.057,107.7
1160000,0.058,100.5
1180000,0.059,110.6
1200000,0.060,123.5
1220000,0.061,130.7
1240000,0.062,125.0
1260000,0.063,122.1
1280000,0.064,136.5
1300000,0.065,127.7
1320000,0.066,122.1
1340000,0.067,125.0
1360000,0.068,120.6
1380000,0.069,125.0
1400000,0.070,96.2
1420000,0.071,97.6
1440000,0.072,110.6
1460000,0.073,103.4
1480000,0.074,92.1
1500000,0.075,99.1
1520000,0.076,110.6
1540000,0.077,116.3
1560000,0.078,112.0
1580000,0.079,106.3
1600000,0.080,130.7
1620000,0.081,132.2
1640000,0.082,123.5
1660000,0.083,126.2
1680000,0.084,122.1
1700000,0.085,125.0
1720000,0.086,125.0
1740000,0.087,32.9
1760000,0.088,70.3
1780000,0.089,86.1
1800000,0.090,71.7
1820000,0.091,80.4
1840000,0.092,89.0
1860000,0.093,76.0
1880000,0.094,80.4
1900000,0.095,77.5
1920000,0.096,78.9
1940000,0.097,83.2
1960000,0.098,84.7
1980000,0.099,67.4
2000000,0.100,76.0
2020000,0.101,85.9
2040000,0.102,80.4
2060000,0.103,71.7
2080000,0.104,77.5
2100000,0.105,80.4
2120000,0.106,71.7
2140000,0.107,76.0
2160000,0.108,77.5
2180000,0.109,67.4
