FPGA idle power [mW]:,3561.8

Program energy [mJ]:,8.52

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,1.8
20000,0.001,40.6
40000,0.002,40.6
60000,0.003,37.8
80000,0.004,36.3
100000,0.005,37.3
120000,0.006,43.5
140000,0.007,21.9
160000,0.008,20.5
180000,0.009,37.8
200000,0.010,33.4
220000,0.011,34.9
240000,0.012,34.9
260000,0.013,65.1
280000,0.014,71.4
300000,0.015,68.0
320000,0.016,19.1
340000,0.017,52.1
360000,0.018,69.4
380000,0.019,69.4
400000,0.020,66.5
420000,0.021,76.6
440000,0.022,95.3
460000,0.023,93.1
480000,0.024,91.0
500000,0.025,86.7
520000,0.026,93.9
540000,0.027,96.7
560000,0.028,89.5
580000,0.029,99.6
600000,0.030,91.0
620000,0.031,88.1
640000,0.032,74.5
660000,0.033,70.8
680000,0.034,68.0
700000,0.035,73.7
720000,0.036,68.0
740000,0.037,66.5
760000,0.038,69.4
780000,0.039,75.2
800000,0.040,72.3
820000,0.041,65.2
840000,0.042,69.4
860000,0.043,72.3
880000,0.044,73.7
900000,0.045,89.5
920000,0.046,101.1
940000,0.047,93.9
960000,0.048,95.3
980000,0.049,93.9
1000000,0.050,90.0
1020000,0.051,89.5
1040000,0.052,86.7
1060000,0.053,92.4
1080000,0.054,92.4
1100000,0.055,80.9
1120000,0.056,68.0
1140000,0.057,68.0
1160000,0.058,66.5
1180000,0.059,59.0
1200000,0.060,66.5
1220000,0.061,73.7
1240000,0.062,73.7
1260000,0.063,59.3
1280000,0.064,65.1
1300000,0.065,66.5
1320000,0.066,63.7
1340000,0.067,76.6
1360000,0.068,90.0
1380000,0.069,85.2
1400000,0.070,95.3
1420000,0.071,83.8
1440000,0.072,82.4
1460000,0.073,78.0
1480000,0.074,96.7
1500000,0.075,82.4
1520000,0.076,91.0
1540000,0.077,94.6
1560000,0.078,79.5
1580000,0.079,70.8
1600000,0.080,63.7
1620000,0.081,85.2
1640000,0.082,73.7
1660000,0.083,63.7
1680000,0.084,75.2
1700000,0.085,72.3
1720000,0.086,71.4
1740000,0.087,69.4
1760000,0.088,70.8
1780000,0.089,65.1
1800000,0.090,85.2
1820000,0.091,82.4
1840000,0.092,89.5
1860000,0.093,91.0
1880000,0.094,96.7
1900000,0.095,88.4
1920000,0.096,86.7
1940000,0.097,86.7
1960000,0.098,88.1
1980000,0.099,68.0
2000000,0.100,32.0
2020000,0.101,60.8
2040000,0.102,59.3
2060000,0.103,57.9
2080000,0.104,62.1
2100000,0.105,57.9
2120000,0.106,53.6
2140000,0.107,59.3
2160000,0.108,66.5
2180000,0.109,60.8
2200000,0.110,62.2
2220000,0.111,55.0
2240000,0.112,56.5
2260000,0.113,62.1
2280000,0.114,63.7
2300000,0.115,56.5
2320000,0.116,59.3
2340000,0.117,59.3
2360000,0.118,66.5
2380000,0.119,53.6
2400000,0.120,63.7
2420000,0.121,56.5
