FPGA idle power [mW]:,3564.1

Program energy [mJ]:,12.42

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,8.1
20000,0.001,104.5
40000,0.002,101.6
60000,0.003,64.5
80000,0.004,108.8
100000,0.005,93.0
120000,0.006,104.5
140000,0.007,81.5
160000,0.008,39.8
180000,0.009,95.9
200000,0.010,91.6
220000,0.011,100.2
240000,0.012,104.7
260000,0.013,120.3
280000,0.014,118.9
300000,0.015,38.3
320000,0.016,84.4
340000,0.017,95.9
360000,0.018,104.5
380000,0.019,90.1
400000,0.020,101.6
420000,0.021,92.3
440000,0.022,104.5
460000,0.023,117.5
480000,0.024,117.5
500000,0.025,120.3
520000,0.026,121.8
540000,0.027,116.0
560000,0.028,121.8
580000,0.029,117.5
600000,0.030,107.8
620000,0.031,118.9
640000,0.032,116.0
660000,0.033,123.2
680000,0.034,118.9
700000,0.035,118.9
720000,0.036,120.3
740000,0.037,108.8
760000,0.038,116.0
780000,0.039,117.1
800000,0.040,124.7
820000,0.041,123.2
840000,0.042,111.7
860000,0.043,117.5
880000,0.044,114.6
900000,0.045,121.8
920000,0.046,121.8
940000,0.047,108.8
960000,0.048,124.9
980000,0.049,121.8
1000000,0.050,113.1
1020000,0.051,118.9
1040000,0.052,120.3
1060000,0.053,107.4
1080000,0.054,104.5
1100000,0.055,87.2
1120000,0.056,100.2
1140000,0.057,110.9
1160000,0.058,106.0
1180000,0.059,103.1
1200000,0.060,107.4
1220000,0.061,95.9
1240000,0.062,100.2
1260000,0.063,100.2
1280000,0.064,90.1
1300000,0.065,116.0
1320000,0.066,128.0
1340000,0.067,111.7
1360000,0.068,120.3
1380000,0.069,117.5
1400000,0.070,123.2
1420000,0.071,111.7
1440000,0.072,114.6
1460000,0.073,126.1
1480000,0.074,113.1
1500000,0.075,128.0
1520000,0.076,120.3
1540000,0.077,117.5
1560000,0.078,117.5
1580000,0.079,117.5
1600000,0.080,118.9
1620000,0.081,116.0
1640000,0.082,118.9
1660000,0.083,116.0
1680000,0.084,115.6
1700000,0.085,121.8
1720000,0.086,124.7
1740000,0.087,118.9
1760000,0.088,114.6
1780000,0.089,118.9
1800000,0.090,121.8
1820000,0.091,118.9
1840000,0.092,114.6
1860000,0.093,50.5
1880000,0.094,68.5
1900000,0.095,104.5
1920000,0.096,100.2
1940000,0.097,87.2
1960000,0.098,100.2
1980000,0.099,107.4
2000000,0.100,95.9
2020000,0.101,98.8
2040000,0.102,92.3
2060000,0.103,106.0
2080000,0.104,110.3
2100000,0.105,81.5
2120000,0.106,100.2
2140000,0.107,98.8
2160000,0.108,90.1
2180000,0.109,103.1
2200000,0.110,101.6
2220000,0.111,93.9
2240000,0.112,107.4
2260000,0.113,94.4
2280000,0.114,90.1
2300000,0.115,108.8
2320000,0.116,104.5
