FPGA idle power [mW]:,3567.0

Program energy [mJ]:,9.38

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,21.0
20000,0.001,39.9
40000,0.002,18.2
60000,0.003,15.3
80000,0.004,12.4
100000,0.005,36.9
120000,0.006,41.2
140000,0.007,34.0
160000,0.008,21.0
180000,0.009,16.7
200000,0.010,12.0
220000,0.011,15.3
240000,0.012,9.5
260000,0.013,19.6
280000,0.014,13.9
300000,0.015,8.1
320000,0.016,12.4
340000,0.017,12.4
360000,0.018,5.2
380000,0.019,12.0
400000,0.020,13.9
420000,0.021,12.4
440000,0.022,21.0
460000,0.023,12.4
480000,0.024,11.0
500000,0.025,12.4
520000,0.026,18.2
540000,0.027,11.0
560000,0.028,4.2
580000,0.029,16.7
600000,0.030,9.5
620000,0.031,13.9
640000,0.032,16.7
660000,0.033,18.2
680000,0.034,6.7
700000,0.035,21.0
720000,0.036,11.0
740000,0.037,10.4
760000,0.038,13.9
780000,0.039,19.6
800000,0.040,15.3
820000,0.041,15.3
840000,0.042,15.3
860000,0.043,46.9
880000,0.044,75.7
900000,0.045,75.7
920000,0.046,103.4
940000,0.047,101.6
960000,0.048,91.5
980000,0.049,87.2
1000000,0.050,95.9
1020000,0.051,100.2
1040000,0.052,105.9
1060000,0.053,81.5
1080000,0.054,94.4
1100000,0.055,95.6
1120000,0.056,91.5
1140000,0.057,88.7
1160000,0.058,85.8
1180000,0.059,101.6
1200000,0.060,101.6
1220000,0.061,82.9
1240000,0.062,95.9
1260000,0.063,95.9
1280000,0.064,95.6
1300000,0.065,91.5
1320000,0.066,94.4
1340000,0.067,91.5
1360000,0.068,100.2
1380000,0.069,95.9
1400000,0.070,104.5
1420000,0.071,101.6
1440000,0.072,97.3
1460000,0.073,100.3
1480000,0.074,98.7
1500000,0.075,98.7
1520000,0.076,95.9
1540000,0.077,88.7
1560000,0.078,94.4
1580000,0.079,98.7
1600000,0.080,93.0
1620000,0.081,82.9
1640000,0.082,97.2
1660000,0.083,104.5
1680000,0.084,94.4
1700000,0.085,77.2
1720000,0.086,97.3
1740000,0.087,94.4
1760000,0.088,98.7
1780000,0.089,87.2
1800000,0.090,90.1
1820000,0.091,98.7
1840000,0.092,88.7
1860000,0.093,88.7
1880000,0.094,88.7
1900000,0.095,98.7
1920000,0.096,90.1
1940000,0.097,100.2
1960000,0.098,94.4
1980000,0.099,88.7
2000000,0.100,101.8
2020000,0.101,97.3
2040000,0.102,87.2
2060000,0.103,100.2
2080000,0.104,105.9
2100000,0.105,84.3
2120000,0.106,82.9
2140000,0.107,103.1
2160000,0.108,95.9
2180000,0.109,84.8
2200000,0.110,94.4
2220000,0.111,93.0
2240000,0.112,95.9
2260000,0.113,100.2
2280000,0.114,100.2
2300000,0.115,95.9
2320000,0.116,88.7
2340000,0.117,80.0
2360000,0.118,16.6
2380000,0.119,19.6
2400000,0.120,72.8
2420000,0.121,88.7
2440000,0.122,77.2
2460000,0.123,72.8
2480000,0.124,75.7
2500000,0.125,72.8
2520000,0.126,78.6
2540000,0.127,72.4
2560000,0.128,84.3
2580000,0.129,81.5
2600000,0.130,77.2
2620000,0.131,85.8
2640000,0.132,90.1
2660000,0.133,84.3
2680000,0.134,80.0
2700000,0.135,80.0
2720000,0.136,83.2
2740000,0.137,71.4
2760000,0.138,80.0
2780000,0.139,81.5
2800000,0.140,62.8
