FPGA idle power [mW]:,3562.9

Program energy [mJ]:,12.33

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,10.8
20000,0.001,107.5
40000,0.002,102.8
60000,0.003,58.2
80000,0.004,88.4
100000,0.005,71.2
120000,0.006,85.6
140000,0.007,53.9
160000,0.008,36.7
180000,0.009,88.4
200000,0.010,76.5
220000,0.011,74.1
240000,0.012,76.9
260000,0.013,117.2
280000,0.014,127.3
300000,0.015,59.7
320000,0.016,66.9
340000,0.017,111.5
360000,0.018,123.0
380000,0.019,113.7
400000,0.020,107.2
420000,0.021,118.7
440000,0.022,135.9
460000,0.023,123.0
480000,0.024,124.4
500000,0.025,128.7
520000,0.026,127.3
540000,0.027,123.0
560000,0.028,121.4
580000,0.029,124.4
600000,0.030,124.4
620000,0.031,131.6
640000,0.032,108.6
660000,0.033,115.8
680000,0.034,112.9
700000,0.035,123.0
720000,0.036,105.7
740000,0.037,116.8
760000,0.038,110.0
780000,0.039,112.9
800000,0.040,117.2
820000,0.041,118.7
840000,0.042,115.8
860000,0.043,137.4
880000,0.044,125.9
900000,0.045,133.0
920000,0.046,130.7
940000,0.047,124.4
960000,0.048,134.5
980000,0.049,128.7
1000000,0.050,124.4
1020000,0.051,130.2
1040000,0.052,114.3
1060000,0.053,115.8
1080000,0.054,111.5
1100000,0.055,121.4
1120000,0.056,115.8
1140000,0.057,104.3
1160000,0.058,115.8
1180000,0.059,117.2
1200000,0.060,101.4
1220000,0.061,114.3
1240000,0.062,125.9
1260000,0.063,117.2
1280000,0.064,121.4
1300000,0.065,124.4
1320000,0.066,134.5
1340000,0.067,124.4
1360000,0.068,130.2
1380000,0.069,124.4
1400000,0.070,128.7
1420000,0.071,133.0
1440000,0.072,134.5
1460000,0.073,119.9
1480000,0.074,110.0
1500000,0.075,117.2
1520000,0.076,118.7
1540000,0.077,105.7
1560000,0.078,125.9
1580000,0.079,114.3
1600000,0.080,112.9
1620000,0.081,121.5
1640000,0.082,115.2
1660000,0.083,114.3
1680000,0.084,124.4
1700000,0.085,128.7
1720000,0.086,130.2
1740000,0.087,127.3
1760000,0.088,123.0
1780000,0.089,128.7
1800000,0.090,137.4
1820000,0.091,76.5
1840000,0.092,52.5
1860000,0.093,85.6
1880000,0.094,88.4
1900000,0.095,101.4
1920000,0.096,92.8
1940000,0.097,87.0
1960000,0.098,87.0
1980000,0.099,97.1
2000000,0.100,96.6
2020000,0.101,78.4
2040000,0.102,104.3
2060000,0.103,102.8
2080000,0.104,91.3
2100000,0.105,88.4
2120000,0.106,91.3
2140000,0.107,100.0
2160000,0.108,88.4
2180000,0.109,73.4
2200000,0.110,85.6
2220000,0.111,98.5
2240000,0.112,100.0
2260000,0.113,89.9
