FPGA idle power [mW]:,3553.5

Program energy [mJ]:,10.36

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-7.2
20000,0.001,50.3
40000,0.002,48.9
60000,0.003,40.3
80000,0.004,48.9
100000,0.005,43.2
120000,0.006,60.4
140000,0.007,47.5
160000,0.008,31.7
180000,0.009,66.2
200000,0.010,64.2
220000,0.011,61.9
240000,0.012,57.6
260000,0.013,106.5
280000,0.014,103.6
300000,0.015,63.3
320000,0.016,36.0
340000,0.017,82.0
360000,0.018,92.1
380000,0.019,82.8
400000,0.020,86.3
420000,0.021,93.5
440000,0.022,96.4
460000,0.023,110.8
480000,0.024,112.2
500000,0.025,116.6
520000,0.026,113.7
540000,0.027,115.1
560000,0.028,112.2
580000,0.029,105.0
600000,0.030,118.0
620000,0.031,107.9
640000,0.032,97.8
660000,0.033,103.6
680000,0.034,90.7
700000,0.035,100.7
720000,0.036,93.5
740000,0.037,104.5
760000,0.038,92.1
780000,0.039,79.1
800000,0.040,93.5
820000,0.041,100.7
840000,0.042,84.9
860000,0.043,106.5
880000,0.044,109.4
900000,0.045,116.6
920000,0.046,115.3
940000,0.047,113.7
960000,0.048,107.9
980000,0.049,118.0
1000000,0.050,118.0
1020000,0.051,113.7
1040000,0.052,116.6
1060000,0.053,89.2
1080000,0.054,106.5
1100000,0.055,96.7
1120000,0.056,87.8
1140000,0.057,97.8
1160000,0.058,103.6
1180000,0.059,105.0
1200000,0.060,89.2
1220000,0.061,89.2
1240000,0.062,95.0
1260000,0.063,93.5
1280000,0.064,112.2
1300000,0.065,120.9
1320000,0.066,118.0
1340000,0.067,120.9
1360000,0.068,106.5
1380000,0.069,107.9
1400000,0.070,119.4
1420000,0.071,115.1
1440000,0.072,113.7
1460000,0.073,121.5
1480000,0.074,96.4
1500000,0.075,89.2
1520000,0.076,93.5
1540000,0.077,79.1
1560000,0.078,95.0
1580000,0.079,102.2
1600000,0.080,84.9
1620000,0.081,95.0
1640000,0.082,104.5
1660000,0.083,93.5
1680000,0.084,100.7
1700000,0.085,120.9
1720000,0.086,120.9
1740000,0.087,125.2
1760000,0.088,119.4
1780000,0.089,115.1
1800000,0.090,120.9
1820000,0.091,107.6
1840000,0.092,31.7
1860000,0.093,69.1
1880000,0.094,69.1
1900000,0.095,73.4
1920000,0.096,74.8
1940000,0.097,93.5
1960000,0.098,66.2
1980000,0.099,70.5
2000000,0.100,82.8
2020000,0.101,74.8
2040000,0.102,76.3
2060000,0.103,72.0
2080000,0.104,67.6
2100000,0.105,72.0
2120000,0.106,72.0
2140000,0.107,76.3
2160000,0.108,72.0
2180000,0.109,70.4
2200000,0.110,72.0
2220000,0.111,70.5
2240000,0.112,76.3
2260000,0.113,69.1
2280000,0.114,69.1
