FPGA idle power [mW]:,3545.8

Program energy [mJ]:,9.42

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,45.1
20000,0.001,59.5
40000,0.002,56.6
60000,0.003,69.6
80000,0.004,62.4
100000,0.005,58.1
120000,0.006,67.3
140000,0.007,30.7
160000,0.008,63.8
180000,0.009,65.3
200000,0.010,66.7
220000,0.011,65.3
240000,0.012,98.4
260000,0.013,99.8
280000,0.014,49.4
300000,0.015,44.0
320000,0.016,72.5
340000,0.017,76.8
360000,0.018,65.3
380000,0.019,68.1
400000,0.020,79.7
420000,0.021,75.3
440000,0.022,79.7
460000,0.023,94.0
480000,0.024,92.0
500000,0.025,95.5
520000,0.026,86.8
540000,0.027,94.0
560000,0.028,86.8
580000,0.029,91.2
600000,0.030,89.7
620000,0.031,91.2
640000,0.032,99.8
660000,0.033,101.3
680000,0.034,95.5
700000,0.035,89.7
720000,0.036,88.3
740000,0.037,92.6
760000,0.038,85.4
780000,0.039,84.0
800000,0.040,95.5
820000,0.041,99.8
840000,0.042,95.1
860000,0.043,111.3
880000,0.044,91.2
900000,0.045,94.0
920000,0.046,88.3
940000,0.047,86.8
960000,0.048,98.4
980000,0.049,96.9
1000000,0.050,101.2
1020000,0.051,101.3
1040000,0.052,86.8
1060000,0.053,75.3
1080000,0.054,76.8
1100000,0.055,79.7
1120000,0.056,79.7
1140000,0.057,78.2
1160000,0.058,79.7
1180000,0.059,82.5
1200000,0.060,71.9
1220000,0.061,76.8
1240000,0.062,78.2
1260000,0.063,59.5
1280000,0.064,82.5
1300000,0.065,96.9
1320000,0.066,96.9
1340000,0.067,98.4
1360000,0.068,91.2
1380000,0.069,96.7
1400000,0.070,101.2
1420000,0.071,92.6
1440000,0.072,79.7
1460000,0.073,89.7
1480000,0.074,114.2
1500000,0.075,96.9
1520000,0.076,85.4
1540000,0.077,89.7
1560000,0.078,101.3
1580000,0.079,98.4
1600000,0.080,96.9
1620000,0.081,84.0
1640000,0.082,96.9
1660000,0.083,104.1
1680000,0.084,94.0
1700000,0.085,96.9
1720000,0.086,89.7
1740000,0.087,104.4
1760000,0.088,96.9
1780000,0.089,89.7
1800000,0.090,95.5
1820000,0.091,98.4
1840000,0.092,63.8
1860000,0.093,39.4
1880000,0.094,73.9
1900000,0.095,75.3
1920000,0.096,71.9
1940000,0.097,59.5
1960000,0.098,66.7
1980000,0.099,68.1
2000000,0.100,71.0
2020000,0.101,68.1
2040000,0.102,66.7
2060000,0.103,69.6
2080000,0.104,59.5
2100000,0.105,67.3
2120000,0.106,68.1
2140000,0.107,62.4
2160000,0.108,68.1
2180000,0.109,69.6
2200000,0.110,72.5
2220000,0.111,69.6
2240000,0.112,69.6
2260000,0.113,65.3
2280000,0.114,62.6
2300000,0.115,78.2
