FPGA idle power [mW]:,3564.1

Program energy [mJ]:,9.99

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,41.2
20000,0.001,85.8
40000,0.002,91.6
60000,0.003,93.9
80000,0.004,87.2
100000,0.005,81.5
120000,0.006,72.9
140000,0.007,21.1
160000,0.008,61.4
180000,0.009,68.5
200000,0.010,65.7
220000,0.011,67.1
240000,0.012,104.7
260000,0.013,104.5
280000,0.014,74.3
300000,0.015,41.2
320000,0.016,81.5
340000,0.017,97.3
360000,0.018,98.8
380000,0.019,104.5
400000,0.020,97.3
420000,0.021,98.5
440000,0.022,107.4
460000,0.023,101.6
480000,0.024,100.2
500000,0.025,94.4
520000,0.026,94.4
540000,0.027,107.4
560000,0.028,106.0
580000,0.029,103.1
600000,0.030,84.6
620000,0.031,84.4
640000,0.032,71.4
660000,0.033,74.3
680000,0.034,84.4
700000,0.035,80.1
720000,0.036,78.6
740000,0.037,68.5
760000,0.038,81.5
780000,0.039,83.0
800000,0.040,75.7
820000,0.041,65.7
840000,0.042,90.1
860000,0.043,97.3
880000,0.044,103.1
900000,0.045,93.0
920000,0.046,104.5
940000,0.047,107.4
960000,0.048,95.4
980000,0.049,101.6
1000000,0.050,100.2
1020000,0.051,94.4
1040000,0.052,103.1
1060000,0.053,90.1
1080000,0.054,94.4
1100000,0.055,97.3
1120000,0.056,101.6
1140000,0.057,93.9
1160000,0.058,91.6
1180000,0.059,103.1
1200000,0.060,98.8
1220000,0.061,82.9
1240000,0.062,95.9
1260000,0.063,106.0
1280000,0.064,93.0
1300000,0.065,97.3
1320000,0.066,104.7
1340000,0.067,94.4
1360000,0.068,97.3
1380000,0.069,93.0
1400000,0.070,104.5
1420000,0.071,107.4
1440000,0.072,91.6
1460000,0.073,104.5
1480000,0.074,78.6
1500000,0.075,89.2
1520000,0.076,78.6
1540000,0.077,61.4
1560000,0.078,81.5
1580000,0.079,71.4
1600000,0.080,81.5
1620000,0.081,68.5
1640000,0.082,81.5
1660000,0.083,77.2
1680000,0.084,70.6
1700000,0.085,65.7
1720000,0.086,106.0
1740000,0.087,107.4
1760000,0.088,93.0
1780000,0.089,93.0
1800000,0.090,108.8
1820000,0.091,108.8
1840000,0.092,106.0
1860000,0.093,89.2
1880000,0.094,104.5
1900000,0.095,47.0
1920000,0.096,57.0
1940000,0.097,71.4
1960000,0.098,78.6
1980000,0.099,75.7
2000000,0.100,81.5
2020000,0.101,62.8
2040000,0.102,64.5
2060000,0.103,74.3
2080000,0.104,68.5
2100000,0.105,70.0
2120000,0.106,70.0
2140000,0.107,72.9
2160000,0.108,75.7
2180000,0.109,67.1
2200000,0.110,80.1
2220000,0.111,73.7
2240000,0.112,82.9
2260000,0.113,68.5
2280000,0.114,67.1
2300000,0.115,65.7
2320000,0.116,74.3
