FPGA idle power [mW]:,3554.7

Program energy [mJ]:,7.62

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,5.7
20000,0.001,31.9
40000,0.002,26.2
60000,0.003,10.3
80000,0.004,14.6
100000,0.005,34.8
120000,0.006,34.8
140000,0.007,27.6
160000,0.008,23.3
180000,0.009,21.2
200000,0.010,30.5
220000,0.011,29.0
240000,0.012,17.5
260000,0.013,21.8
280000,0.014,21.8
300000,0.015,14.6
320000,0.016,17.5
340000,0.017,17.5
360000,0.018,16.5
380000,0.019,19.0
400000,0.020,21.8
420000,0.021,17.5
440000,0.022,14.6
460000,0.023,7.5
480000,0.024,23.3
500000,0.025,19.0
520000,0.026,7.5
540000,0.027,66.1
560000,0.028,77.9
580000,0.029,72.2
600000,0.030,75.1
620000,0.031,72.2
640000,0.032,83.7
660000,0.033,88.0
680000,0.034,98.1
700000,0.035,96.6
720000,0.036,92.4
740000,0.037,101.0
760000,0.038,99.5
780000,0.039,102.4
800000,0.040,89.5
820000,0.041,77.9
840000,0.042,76.5
860000,0.043,73.6
880000,0.044,62.1
900000,0.045,78.5
920000,0.046,86.6
940000,0.047,77.9
960000,0.048,69.3
980000,0.049,75.1
1000000,0.050,79.4
1020000,0.051,89.5
1040000,0.052,88.0
1060000,0.053,90.9
1080000,0.054,106.4
1100000,0.055,95.2
1120000,0.056,80.8
1140000,0.057,86.6
1160000,0.058,103.8
1180000,0.059,108.2
1200000,0.060,77.9
1220000,0.061,69.3
1240000,0.062,79.4
1260000,0.063,77.0
1280000,0.064,75.1
1300000,0.065,69.3
1320000,0.066,72.2
1340000,0.067,79.4
1360000,0.068,63.6
1380000,0.069,69.3
1400000,0.070,86.6
1420000,0.071,106.7
1440000,0.072,101.7
1460000,0.073,98.1
1480000,0.074,89.5
1500000,0.075,98.1
1520000,0.076,99.5
1540000,0.077,77.9
1560000,0.078,111.0
1580000,0.079,77.9
1600000,0.080,75.1
1620000,0.081,72.3
1640000,0.082,67.9
1660000,0.083,73.6
1680000,0.084,70.8
1700000,0.085,72.2
1720000,0.086,77.9
1740000,0.087,70.8
1760000,0.088,73.6
1780000,0.089,92.3
1800000,0.090,87.8
1820000,0.091,93.8
1840000,0.092,102.4
1860000,0.093,92.3
1880000,0.094,102.4
1900000,0.095,67.9
1920000,0.096,14.6
1940000,0.097,43.4
1960000,0.098,59.2
1980000,0.099,72.3
2000000,0.100,54.9
2020000,0.101,53.5
2040000,0.102,62.1
2060000,0.103,63.6
2080000,0.104,63.6
2100000,0.105,56.4
2120000,0.106,62.1
2140000,0.107,52.1
2160000,0.108,58.4
2180000,0.109,66.4
2200000,0.110,52.1
2220000,0.111,76.5
2240000,0.112,69.3
2260000,0.113,63.6
2280000,0.114,65.0
2300000,0.115,59.2
2320000,0.116,57.8
2340000,0.117,61.5
