FPGA idle power [mW]:,3541.9

Program energy [mJ]:,8.15

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-3.2
20000,0.001,56.2
40000,0.002,53.3
60000,0.003,20.3
80000,0.004,53.3
100000,0.005,47.6
120000,0.006,44.7
140000,0.007,26.0
160000,0.008,41.8
180000,0.009,46.4
200000,0.010,54.8
220000,0.011,46.1
240000,0.012,72.0
260000,0.013,67.7
280000,0.014,69.2
300000,0.015,27.4
320000,0.016,66.3
340000,0.017,76.4
360000,0.018,74.3
380000,0.019,77.8
400000,0.020,74.9
420000,0.021,83.6
440000,0.022,95.1
460000,0.023,93.6
480000,0.024,90.7
500000,0.025,93.6
520000,0.026,97.9
540000,0.027,85.1
560000,0.028,83.6
580000,0.029,83.6
600000,0.030,80.7
620000,0.031,69.2
640000,0.032,64.9
660000,0.033,77.8
680000,0.034,82.1
700000,0.035,73.5
720000,0.036,71.2
740000,0.037,72.0
760000,0.038,77.8
780000,0.039,74.9
800000,0.040,69.2
820000,0.041,106.6
840000,0.042,96.5
860000,0.043,90.7
880000,0.044,87.9
900000,0.045,80.5
920000,0.046,93.6
940000,0.047,89.3
960000,0.048,83.6
980000,0.049,96.5
1000000,0.050,74.9
1020000,0.051,82.1
1040000,0.052,79.2
1060000,0.053,74.9
1080000,0.054,86.7
1100000,0.055,82.1
1120000,0.056,80.7
1140000,0.057,79.2
1160000,0.058,87.9
1180000,0.059,72.0
1200000,0.060,87.9
1220000,0.061,86.4
1240000,0.062,93.6
1260000,0.063,100.6
1280000,0.064,64.9
1300000,0.065,87.9
1320000,0.066,106.6
1340000,0.067,93.6
1360000,0.068,95.1
1380000,0.069,77.8
1400000,0.070,77.8
1420000,0.071,85.0
1440000,0.072,65.0
1460000,0.073,72.0
1480000,0.074,80.7
1500000,0.075,80.7
1520000,0.076,76.4
1540000,0.077,73.5
1560000,0.078,72.0
1580000,0.079,92.2
1600000,0.080,92.2
1620000,0.081,105.2
1640000,0.082,100.8
1660000,0.083,92.2
1680000,0.084,92.2
1700000,0.085,86.4
1720000,0.086,34.6
1740000,0.087,62.0
1760000,0.088,67.7
1780000,0.089,74.9
1800000,0.090,72.7
1820000,0.091,73.5
1840000,0.092,67.7
1860000,0.093,73.5
1880000,0.094,69.2
1900000,0.095,66.3
1920000,0.096,70.6
1940000,0.097,74.9
1960000,0.098,74.9
1980000,0.099,78.9
2000000,0.100,60.5
2020000,0.101,70.6
2040000,0.102,73.5
2060000,0.103,67.7
2080000,0.104,66.3
2100000,0.105,69.2
2120000,0.106,70.6
2140000,0.107,66.3
2160000,0.108,69.6
