FPGA idle power [mW]:,3555.9

Program energy [mJ]:,9.81

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,32.1
20000,0.001,60.3
40000,0.002,42.2
60000,0.003,56.6
80000,0.004,63.8
100000,0.005,53.7
120000,0.006,27.8
140000,0.007,56.6
160000,0.008,62.4
180000,0.009,56.6
200000,0.010,52.5
220000,0.011,101.2
240000,0.012,102.6
260000,0.013,71.0
280000,0.014,37.9
300000,0.015,63.8
320000,0.016,79.6
340000,0.017,69.6
360000,0.018,76.7
380000,0.019,75.8
400000,0.020,75.3
420000,0.021,101.2
440000,0.022,92.6
460000,0.023,95.4
480000,0.024,94.0
500000,0.025,102.6
520000,0.026,78.2
540000,0.027,89.7
560000,0.028,99.0
580000,0.029,91.1
600000,0.030,98.3
620000,0.031,91.1
640000,0.032,86.8
660000,0.033,96.9
680000,0.034,81.1
700000,0.035,79.6
720000,0.036,95.4
740000,0.037,95.9
760000,0.038,94.0
780000,0.039,89.7
800000,0.040,88.3
820000,0.041,83.9
840000,0.042,86.8
860000,0.043,83.9
880000,0.044,91.1
900000,0.045,104.1
920000,0.046,94.3
940000,0.047,91.1
960000,0.048,99.8
980000,0.049,88.3
1000000,0.050,89.7
1020000,0.051,88.3
1040000,0.052,86.8
1060000,0.053,91.1
1080000,0.054,81.1
1100000,0.055,75.8
1120000,0.056,73.9
1140000,0.057,85.4
1160000,0.058,75.3
1180000,0.059,78.2
1200000,0.060,76.7
1220000,0.061,78.2
1240000,0.062,76.7
1260000,0.063,78.2
1280000,0.064,72.7
1300000,0.065,102.6
1320000,0.066,94.0
1340000,0.067,91.1
1360000,0.068,83.9
1380000,0.069,99.8
1400000,0.070,105.5
1420000,0.071,108.4
1440000,0.072,89.7
1460000,0.073,89.7
1480000,0.074,102.6
1500000,0.075,104.1
1520000,0.076,92.6
1540000,0.077,89.7
1560000,0.078,95.4
1580000,0.079,91.1
1600000,0.080,95.4
1620000,0.081,102.6
1640000,0.082,88.1
1660000,0.083,95.4
1680000,0.084,89.7
1700000,0.085,85.4
1720000,0.086,88.3
1740000,0.087,102.6
1760000,0.088,96.9
1780000,0.089,92.6
1800000,0.090,101.2
1820000,0.091,102.1
1840000,0.092,102.6
1860000,0.093,83.9
1880000,0.094,33.6
1900000,0.095,79.6
1920000,0.096,78.2
1940000,0.097,85.4
1960000,0.098,91.1
1980000,0.099,83.9
2000000,0.100,85.0
2020000,0.101,94.0
2040000,0.102,76.7
2060000,0.103,98.3
2080000,0.104,101.2
2100000,0.105,83.9
2120000,0.106,79.6
2140000,0.107,83.9
2160000,0.108,91.1
2180000,0.109,91.2
2200000,0.110,83.9
2220000,0.111,86.8
2240000,0.112,96.9
2260000,0.113,86.8
2280000,0.114,82.5
2300000,0.115,85.4
