FPGA idle power [mW]:,3555.2

Program energy [mJ]:,14.65

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,25.3
20000,0.001,77.4
40000,0.002,84.6
60000,0.003,101.9
80000,0.004,91.8
100000,0.005,80.3
120000,0.006,90.4
140000,0.007,47.2
160000,0.008,57.3
180000,0.009,79.5
200000,0.010,93.3
220000,0.011,96.1
240000,0.012,83.2
260000,0.013,133.6
280000,0.014,139.3
300000,0.015,83.2
320000,0.016,57.3
340000,0.017,136.4
360000,0.018,138.4
380000,0.019,140.7
400000,0.020,149.4
420000,0.021,147.9
440000,0.022,146.5
460000,0.023,147.9
480000,0.024,147.9
500000,0.025,145.1
520000,0.026,146.5
540000,0.027,149.3
560000,0.028,147.9
580000,0.029,142.2
600000,0.030,146.5
620000,0.031,140.7
640000,0.032,146.5
660000,0.033,136.4
680000,0.034,147.9
700000,0.035,147.9
720000,0.036,143.1
740000,0.037,146.5
760000,0.038,143.6
780000,0.039,145.1
800000,0.040,145.1
820000,0.041,145.1
840000,0.042,146.5
860000,0.043,145.1
880000,0.044,140.7
900000,0.045,147.7
920000,0.046,145.1
940000,0.047,150.8
960000,0.048,145.1
980000,0.049,140.7
1000000,0.050,150.8
1020000,0.051,150.8
1040000,0.052,142.2
1060000,0.053,136.4
1080000,0.054,140.0
1100000,0.055,137.9
1120000,0.056,146.5
1140000,0.057,139.3
1160000,0.058,142.2
1180000,0.059,150.8
1200000,0.060,140.7
1220000,0.061,143.6
1240000,0.062,142.2
1260000,0.063,141.5
1280000,0.064,136.4
1300000,0.065,146.5
1320000,0.066,146.5
1340000,0.067,143.6
1360000,0.068,139.3
1380000,0.069,143.6
1400000,0.070,143.6
1420000,0.071,143.6
1440000,0.072,143.1
1460000,0.073,129.2
1480000,0.074,132.1
1500000,0.075,135.0
1520000,0.076,120.6
1540000,0.077,119.2
1560000,0.078,123.5
1580000,0.079,126.4
1600000,0.080,130.7
1620000,0.081,126.0
1640000,0.082,129.2
1660000,0.083,124.9
1680000,0.084,129.2
1700000,0.085,126.4
1720000,0.086,146.5
1740000,0.087,139.3
1760000,0.088,137.9
1780000,0.089,146.5
1800000,0.090,146.2
1820000,0.091,139.3
1840000,0.092,143.6
1860000,0.093,147.9
1880000,0.094,133.6
1900000,0.095,133.6
1920000,0.096,32.8
1940000,0.097,90.4
1960000,0.098,110.5
1980000,0.099,95.0
2000000,0.100,96.1
2020000,0.101,94.7
2040000,0.102,99.0
2060000,0.103,93.3
2080000,0.104,87.5
2100000,0.105,104.8
2120000,0.106,106.2
2140000,0.107,100.5
2160000,0.108,93.5
2180000,0.109,87.5
2200000,0.110,99.0
2220000,0.111,103.3
2240000,0.112,94.7
2260000,0.113,99.0
2280000,0.114,103.3
2300000,0.115,104.8
2320000,0.116,103.3
2340000,0.117,93.5
