FPGA idle power [mW]:,3543.4

Program energy [mJ]:,9.14

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,33.1
20000,0.001,63.4
40000,0.002,44.6
60000,0.003,59.0
80000,0.004,69.1
100000,0.005,69.1
120000,0.006,59.0
140000,0.007,24.5
160000,0.008,65.0
180000,0.009,66.2
200000,0.010,57.6
220000,0.011,57.6
240000,0.012,93.6
260000,0.013,93.6
280000,0.014,72.0
300000,0.015,34.6
320000,0.016,67.7
340000,0.017,77.4
360000,0.018,72.0
380000,0.019,84.9
400000,0.020,83.5
420000,0.021,79.2
440000,0.022,90.7
460000,0.023,92.1
480000,0.024,90.7
500000,0.025,90.7
520000,0.026,75.9
540000,0.027,87.8
560000,0.028,86.4
580000,0.029,96.4
600000,0.030,87.8
620000,0.031,83.5
640000,0.032,80.6
660000,0.033,80.6
680000,0.034,73.4
700000,0.035,75.9
720000,0.036,80.6
740000,0.037,77.7
760000,0.038,72.0
780000,0.039,87.8
800000,0.040,77.7
820000,0.041,76.3
840000,0.042,77.7
860000,0.043,76.3
880000,0.044,89.8
900000,0.045,90.7
920000,0.046,96.4
940000,0.047,93.6
960000,0.048,87.8
980000,0.049,90.7
1000000,0.050,86.4
1020000,0.051,90.7
1040000,0.052,87.8
1060000,0.053,99.1
1080000,0.054,80.6
1100000,0.055,70.5
1120000,0.056,79.2
1140000,0.057,80.6
1160000,0.058,76.3
1180000,0.059,60.5
1200000,0.060,72.0
1220000,0.061,84.9
1240000,0.062,77.4
1260000,0.063,74.9
1280000,0.064,73.4
1300000,0.065,77.7
1320000,0.066,96.4
1340000,0.067,84.9
1360000,0.068,87.8
1380000,0.069,95.0
1400000,0.070,90.7
1420000,0.071,85.2
1440000,0.072,83.5
1460000,0.073,79.2
1480000,0.074,95.0
1500000,0.075,90.7
1520000,0.076,80.6
1540000,0.077,87.8
1560000,0.078,70.5
1580000,0.079,72.0
1600000,0.080,77.4
1620000,0.081,82.1
1640000,0.082,77.7
1660000,0.083,67.7
1680000,0.084,74.9
1700000,0.085,76.3
1720000,0.086,80.6
1740000,0.087,73.4
1760000,0.088,93.6
1780000,0.089,88.3
1800000,0.090,93.6
1820000,0.091,87.8
1840000,0.092,86.4
1860000,0.093,97.9
1880000,0.094,87.8
1900000,0.095,60.5
1920000,0.096,50.4
1940000,0.097,67.7
1960000,0.098,68.1
1980000,0.099,70.5
2000000,0.100,73.4
2020000,0.101,67.7
2040000,0.102,67.7
2060000,0.103,67.7
2080000,0.104,63.4
2100000,0.105,72.0
2120000,0.106,67.7
2140000,0.107,69.7
2160000,0.108,63.4
2180000,0.109,73.4
2200000,0.110,73.4
2220000,0.111,70.5
2240000,0.112,72.0
2260000,0.113,67.7
2280000,0.114,74.9
2300000,0.115,66.2
2320000,0.116,63.5
2340000,0.117,70.5
2360000,0.118,74.9
