FPGA idle power [mW]:,3561.8

Program energy [mJ]:,10.02

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,9.0
20000,0.001,102.5
40000,0.002,109.7
60000,0.003,105.4
80000,0.004,109.7
100000,0.005,47.8
120000,0.006,24.9
140000,0.007,66.5
160000,0.008,52.1
180000,0.009,79.5
200000,0.010,80.9
220000,0.011,91.0
240000,0.012,96.7
260000,0.013,83.8
280000,0.014,86.7
300000,0.015,83.8
320000,0.016,86.7
340000,0.017,96.7
360000,0.018,92.4
380000,0.019,80.9
400000,0.020,89.5
420000,0.021,86.7
440000,0.022,98.2
460000,0.023,82.4
480000,0.024,77.6
500000,0.025,92.4
520000,0.026,93.9
540000,0.027,83.8
560000,0.028,82.4
580000,0.029,86.7
600000,0.030,86.7
620000,0.031,76.6
640000,0.032,85.2
660000,0.033,83.8
680000,0.034,96.7
700000,0.035,92.4
720000,0.036,82.4
740000,0.037,88.1
760000,0.038,101.1
780000,0.039,98.2
800000,0.040,83.8
820000,0.041,95.3
840000,0.042,105.5
860000,0.043,112.6
880000,0.044,111.1
900000,0.045,105.4
920000,0.046,111.1
940000,0.047,105.4
960000,0.048,102.5
980000,0.049,119.8
1000000,0.050,112.6
1020000,0.051,111.7
1040000,0.052,114.0
1060000,0.053,88.1
1080000,0.054,93.9
1100000,0.055,82.4
1120000,0.056,76.6
1140000,0.057,101.1
1160000,0.058,95.3
1180000,0.059,80.9
1200000,0.060,90.0
1220000,0.061,95.3
1240000,0.062,95.3
1260000,0.063,92.4
1280000,0.064,85.2
1300000,0.065,103.9
1320000,0.066,118.3
1340000,0.067,109.7
1360000,0.068,106.8
1380000,0.069,105.5
1400000,0.070,103.9
1420000,0.071,114.0
1440000,0.072,102.5
1460000,0.073,105.4
1480000,0.074,112.6
1500000,0.075,88.1
1520000,0.076,82.4
1540000,0.077,86.7
1560000,0.078,85.3
1580000,0.079,95.3
1600000,0.080,86.7
1620000,0.081,86.7
1640000,0.082,99.6
1660000,0.083,96.7
1680000,0.084,92.4
1700000,0.085,89.5
1720000,0.086,93.9
1740000,0.087,111.7
1760000,0.088,115.4
1780000,0.089,111.1
1800000,0.090,116.9
1820000,0.091,118.3
1840000,0.092,105.4
1860000,0.093,119.8
1880000,0.094,99.6
1900000,0.095,106.8
1920000,0.096,108.6
1940000,0.097,91.0
1960000,0.098,92.4
1980000,0.099,65.1
2000000,0.100,27.7
2020000,0.101,70.8
2040000,0.102,80.9
2060000,0.103,82.4
2080000,0.104,69.4
2100000,0.105,108.6
2120000,0.106,127.0
2140000,0.107,111.1
