FPGA idle power [mW]:,3565.9

Program energy [mJ]:,11.36

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,3.4
20000,0.001,68.2
40000,0.002,56.7
60000,0.003,27.9
80000,0.004,67.3
100000,0.005,73.9
120000,0.006,55.2
140000,0.007,33.7
160000,0.008,61.0
180000,0.009,59.6
200000,0.010,69.6
220000,0.011,55.2
240000,0.012,94.1
260000,0.013,101.4
280000,0.014,78.3
300000,0.015,33.7
320000,0.016,98.4
340000,0.017,92.6
360000,0.018,101.3
380000,0.019,109.9
400000,0.020,105.6
420000,0.021,112.8
440000,0.022,127.7
460000,0.023,128.6
480000,0.024,120.0
500000,0.025,108.5
520000,0.026,124.3
540000,0.027,122.9
560000,0.028,124.3
580000,0.029,121.4
600000,0.030,121.4
620000,0.031,104.5
640000,0.032,115.7
660000,0.033,101.3
680000,0.034,112.8
700000,0.035,101.3
720000,0.036,115.7
740000,0.037,109.9
760000,0.038,104.2
780000,0.039,105.6
800000,0.040,118.4
820000,0.041,115.7
840000,0.042,120.0
860000,0.043,125.7
880000,0.044,125.7
900000,0.045,128.6
920000,0.046,125.7
940000,0.047,127.2
960000,0.048,117.1
980000,0.049,115.3
1000000,0.050,121.4
1020000,0.051,99.8
1040000,0.052,108.5
1060000,0.053,107.0
1080000,0.054,117.1
1100000,0.055,107.0
1120000,0.056,112.8
1140000,0.057,108.5
1160000,0.058,113.8
1180000,0.059,118.5
1200000,0.060,118.5
1220000,0.061,117.1
1240000,0.062,118.5
1260000,0.063,130.0
1280000,0.064,127.2
1300000,0.065,120.0
1320000,0.066,122.9
1340000,0.067,137.0
1360000,0.068,125.7
1380000,0.069,127.2
1400000,0.070,125.7
1420000,0.071,107.0
1440000,0.072,107.0
1460000,0.073,109.9
1480000,0.074,109.9
1500000,0.075,114.2
1520000,0.076,112.2
1540000,0.077,112.8
1560000,0.078,107.0
1580000,0.079,104.2
1600000,0.080,108.5
1620000,0.081,120.0
1640000,0.082,122.9
1660000,0.083,131.5
1680000,0.084,122.9
1700000,0.085,127.7
1720000,0.086,121.4
1740000,0.087,132.9
1760000,0.088,48.0
1780000,0.089,55.2
1800000,0.090,98.4
1820000,0.091,102.7
1840000,0.092,82.6
1860000,0.093,89.8
1880000,0.094,96.7
1900000,0.095,91.2
1920000,0.096,88.3
1940000,0.097,92.6
1960000,0.098,91.2
1980000,0.099,98.4
2000000,0.100,98.4
2020000,0.101,98.4
2040000,0.102,86.9
2060000,0.103,93.6
2080000,0.104,92.6
2100000,0.105,94.1
2120000,0.106,79.7
2140000,0.107,94.1
2160000,0.108,101.3
2180000,0.109,85.4
2200000,0.110,97.0
