FPGA idle power [mW]:,3558.2

Program energy [mJ]:,6.44

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,29.8
20000,0.001,35.6
40000,0.002,13.0
60000,0.003,21.2
80000,0.004,16.9
100000,0.005,34.2
120000,0.006,34.2
140000,0.007,18.3
160000,0.008,15.5
180000,0.009,14.0
200000,0.010,14.0
220000,0.011,5.3
240000,0.012,12.6
260000,0.013,12.6
280000,0.014,15.5
300000,0.015,2.5
320000,0.016,12.6
340000,0.017,12.6
360000,0.018,9.7
380000,0.019,16.9
400000,0.020,14.6
420000,0.021,12.6
440000,0.022,4.0
460000,0.023,14.0
480000,0.024,6.8
500000,0.025,18.3
520000,0.026,12.6
540000,0.027,14.0
560000,0.028,6.8
580000,0.029,22.3
600000,0.030,14.0
620000,0.031,15.5
640000,0.032,9.7
660000,0.033,18.3
680000,0.034,16.9
700000,0.035,15.5
720000,0.036,11.1
740000,0.037,18.3
760000,0.038,17.7
780000,0.039,5.4
800000,0.040,11.1
820000,0.041,12.6
840000,0.042,8.3
860000,0.043,35.6
880000,0.044,47.1
900000,0.045,54.3
920000,0.046,60.1
940000,0.047,56.4
960000,0.048,52.9
980000,0.049,48.6
1000000,0.050,55.7
1020000,0.051,52.9
1040000,0.052,62.9
1060000,0.053,55.7
1080000,0.054,50.0
1100000,0.055,54.3
1120000,0.056,48.7
1140000,0.057,44.2
1160000,0.058,55.7
1180000,0.059,60.1
1200000,0.060,58.6
1220000,0.061,58.6
1240000,0.062,52.9
1260000,0.063,57.2
1280000,0.064,54.3
1300000,0.065,53.3
1320000,0.066,55.7
1340000,0.067,50.0
1360000,0.068,50.0
1380000,0.069,52.9
1400000,0.070,51.4
1420000,0.071,57.2
1440000,0.072,55.7
1460000,0.073,50.0
1480000,0.074,45.6
1500000,0.075,55.7
1520000,0.076,50.0
1540000,0.077,51.4
1560000,0.078,55.7
1580000,0.079,58.6
1600000,0.080,60.1
1620000,0.081,48.6
1640000,0.082,51.4
1660000,0.083,56.4
1680000,0.084,60.1
1700000,0.085,54.3
1720000,0.086,47.1
1740000,0.087,60.1
1760000,0.088,60.1
1780000,0.089,47.1
1800000,0.090,50.0
1820000,0.091,47.1
1840000,0.092,51.8
1860000,0.093,47.1
1880000,0.094,52.9
1900000,0.095,48.6
1920000,0.096,51.4
1940000,0.097,58.6
1960000,0.098,54.3
1980000,0.099,48.6
2000000,0.100,51.4
2020000,0.101,53.3
2040000,0.102,55.7
2060000,0.103,57.2
2080000,0.104,51.4
2100000,0.105,57.2
2120000,0.106,54.3
2140000,0.107,60.1
2160000,0.108,57.2
2180000,0.109,45.7
2200000,0.110,53.3
2220000,0.111,50.0
2240000,0.112,52.9
2260000,0.113,57.2
2280000,0.114,47.1
2300000,0.115,58.6
2320000,0.116,51.4
2340000,0.117,60.1
2360000,0.118,54.3
2380000,0.119,56.4
2400000,0.120,52.9
2420000,0.121,55.7
2440000,0.122,55.7
2460000,0.123,57.2
2480000,0.124,47.1
2500000,0.125,54.3
2520000,0.126,57.2
2540000,0.127,51.4
2560000,0.128,16.1
2580000,0.129,9.7
2600000,0.130,50.0
2620000,0.131,54.3
2640000,0.132,54.3
2660000,0.133,51.4
2680000,0.134,70.1
2700000,0.135,62.9
2720000,0.136,55.7
2740000,0.137,59.5
2760000,0.138,55.7
2780000,0.139,62.9
2800000,0.140,58.6
2820000,0.141,60.1
2840000,0.142,57.2
2860000,0.143,65.8
2880000,0.144,65.8
2900000,0.145,54.3
2920000,0.146,56.4
2940000,0.147,61.5
2960000,0.148,55.7
2980000,0.149,52.9
3000000,0.150,50.0
