FPGA idle power [mW]:,3551.9

Program energy [mJ]:,6.03

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,27.5
20000,0.001,40.5
40000,0.002,14.6
60000,0.003,16.0
80000,0.004,14.6
100000,0.005,28.6
120000,0.006,34.7
140000,0.007,24.6
160000,0.008,16.0
180000,0.009,14.6
200000,0.010,11.7
220000,0.011,11.7
240000,0.012,7.4
260000,0.013,16.0
280000,0.014,10.0
300000,0.015,5.9
320000,0.016,16.0
340000,0.017,16.0
360000,0.018,10.3
380000,0.019,8.8
400000,0.020,11.7
420000,0.021,10.3
440000,0.022,18.9
460000,0.023,8.5
480000,0.024,10.3
500000,0.025,14.6
520000,0.026,17.4
540000,0.027,16.0
560000,0.028,13.1
580000,0.029,14.6
600000,0.030,16.0
620000,0.031,13.1
640000,0.032,10.0
660000,0.033,14.6
680000,0.034,14.6
700000,0.035,10.3
720000,0.036,16.0
740000,0.037,14.6
760000,0.038,10.3
780000,0.039,21.8
800000,0.040,11.7
820000,0.041,17.8
840000,0.042,5.9
860000,0.043,44.8
880000,0.044,39.0
900000,0.045,56.3
920000,0.046,43.3
940000,0.047,50.5
960000,0.048,49.1
980000,0.049,47.7
1000000,0.050,48.8
1020000,0.051,49.1
1040000,0.052,49.1
1060000,0.053,59.2
1080000,0.054,44.8
1100000,0.055,50.5
1120000,0.056,43.3
1140000,0.057,46.2
1160000,0.058,50.5
1180000,0.059,47.2
1200000,0.060,43.3
1220000,0.061,47.7
1240000,0.062,41.9
1260000,0.063,52.0
1280000,0.064,49.1
1300000,0.065,43.3
1320000,0.066,43.3
1340000,0.067,52.0
1360000,0.068,53.4
1380000,0.069,50.5
1400000,0.070,47.7
1420000,0.071,54.9
1440000,0.072,52.0
1460000,0.073,50.5
1480000,0.074,44.8
1500000,0.075,57.7
1520000,0.076,59.2
1540000,0.077,51.9
1560000,0.078,44.8
1580000,0.079,56.3
1600000,0.080,53.4
1620000,0.081,52.0
1640000,0.082,44.8
1660000,0.083,43.3
1680000,0.084,52.0
1700000,0.085,49.1
1720000,0.086,48.8
1740000,0.087,46.2
1760000,0.088,53.4
1780000,0.089,50.5
1800000,0.090,47.7
1820000,0.091,54.9
1840000,0.092,52.0
1860000,0.093,44.8
1880000,0.094,52.0
1900000,0.095,44.1
1920000,0.096,46.2
1940000,0.097,44.8
1960000,0.098,49.1
1980000,0.099,54.9
2000000,0.100,52.0
2020000,0.101,53.4
2040000,0.102,47.7
2060000,0.103,47.7
2080000,0.104,50.3
2100000,0.105,57.7
2120000,0.106,41.9
2140000,0.107,33.3
2160000,0.108,50.5
2180000,0.109,57.7
2200000,0.110,57.7
2220000,0.111,41.9
2240000,0.112,46.2
2260000,0.113,45.7
2280000,0.114,54.9
2300000,0.115,52.0
2320000,0.116,43.3
2340000,0.117,50.5
2360000,0.118,56.3
2380000,0.119,54.9
2400000,0.120,44.8
2420000,0.121,49.1
2440000,0.122,55.0
2460000,0.123,53.4
2480000,0.124,37.6
2500000,0.125,50.5
2520000,0.126,49.1
2540000,0.127,53.4
2560000,0.128,23.2
2580000,0.129,13.1
2600000,0.130,47.7
2620000,0.131,62.7
2640000,0.132,56.3
2660000,0.133,49.1
2680000,0.134,53.4
2700000,0.135,56.3
2720000,0.136,57.7
2740000,0.137,53.4
2760000,0.138,53.4
2780000,0.139,53.4
2800000,0.140,55.0
2820000,0.141,49.1
2840000,0.142,59.2
2860000,0.143,54.9
2880000,0.144,56.3
2900000,0.145,56.3
2920000,0.146,56.3
2940000,0.147,57.7
2960000,0.148,57.7
2980000,0.149,56.5
3000000,0.150,53.4
