FPGA idle power [mW]:,3602.6

Program energy [mJ]:,15.03

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,63.1
20000,0.001,142.3
40000,0.002,137.9
60000,0.003,133.6
80000,0.004,133.6
100000,0.005,140.8
120000,0.006,127.9
140000,0.007,60.3
160000,0.008,120.5
180000,0.009,135.1
200000,0.010,133.6
220000,0.011,122.1
240000,0.012,148.0
260000,0.013,150.9
280000,0.014,125.0
300000,0.015,80.4
320000,0.016,129.3
340000,0.017,143.7
360000,0.018,136.5
380000,0.019,133.6
400000,0.020,148.0
420000,0.021,145.1
440000,0.022,145.1
460000,0.023,136.5
480000,0.024,139.4
500000,0.025,145.1
520000,0.026,146.8
540000,0.027,137.9
560000,0.028,142.3
580000,0.029,145.1
600000,0.030,142.3
620000,0.031,142.3
640000,0.032,140.8
660000,0.033,136.5
680000,0.034,132.2
700000,0.035,132.9
720000,0.036,137.9
740000,0.037,140.8
760000,0.038,139.4
780000,0.039,136.5
800000,0.040,136.5
820000,0.041,133.6
840000,0.042,132.2
860000,0.043,146.6
880000,0.044,136.0
900000,0.045,146.6
920000,0.046,140.8
940000,0.047,142.3
960000,0.048,140.8
980000,0.049,139.4
1000000,0.050,135.1
1020000,0.051,143.7
1040000,0.052,142.3
1060000,0.053,142.2
1080000,0.054,132.2
1100000,0.055,137.9
1120000,0.056,137.9
1140000,0.057,146.6
1160000,0.058,139.4
1180000,0.059,143.7
1200000,0.060,145.1
1220000,0.061,137.9
1240000,0.062,140.6
1260000,0.063,148.0
1280000,0.064,145.1
1300000,0.065,133.6
1320000,0.066,140.8
1340000,0.067,139.4
1360000,0.068,142.3
1380000,0.069,145.1
1400000,0.070,143.7
1420000,0.071,139.1
1440000,0.072,133.6
1460000,0.073,135.1
1480000,0.074,132.2
1500000,0.075,126.4
1520000,0.076,130.8
1540000,0.077,122.1
1560000,0.078,133.6
1580000,0.079,126.4
1600000,0.080,123.6
1620000,0.081,127.9
1640000,0.082,129.3
1660000,0.083,127.9
1680000,0.084,130.8
1700000,0.085,130.8
1720000,0.086,140.8
1740000,0.087,143.7
1760000,0.088,139.4
1780000,0.089,131.3
1800000,0.090,149.5
1820000,0.091,150.9
1840000,0.092,137.9
1860000,0.093,127.9
1880000,0.094,77.5
1900000,0.095,112.1
1920000,0.096,113.5
1940000,0.097,107.7
1960000,0.098,109.6
1980000,0.099,120.7
2000000,0.100,113.5
2020000,0.101,109.2
2040000,0.102,107.7
2060000,0.103,114.9
2080000,0.104,109.2
2100000,0.105,103.4
2120000,0.106,109.2
2140000,0.107,114.3
2160000,0.108,110.6
2180000,0.109,102.0
2200000,0.110,107.7
2220000,0.111,112.1
2240000,0.112,112.1
2260000,0.113,114.9
2280000,0.114,109.2
