FPGA idle power [mW]:,3552.0

Program energy [mJ]:,8.44

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,0.1
20000,0.001,56.2
40000,0.002,66.3
60000,0.003,65.7
80000,0.004,60.5
100000,0.005,41.8
120000,0.006,23.1
140000,0.007,59.1
160000,0.008,57.6
180000,0.009,67.7
200000,0.010,60.5
220000,0.011,76.3
240000,0.012,67.3
260000,0.013,70.6
280000,0.014,63.4
300000,0.015,69.1
320000,0.016,72.0
340000,0.017,67.7
360000,0.018,67.7
380000,0.019,63.4
400000,0.020,70.6
420000,0.021,73.5
440000,0.022,67.7
460000,0.023,63.4
480000,0.024,63.4
500000,0.025,77.8
520000,0.026,69.1
540000,0.027,72.0
560000,0.028,66.3
580000,0.029,69.1
600000,0.030,68.8
620000,0.031,67.7
640000,0.032,76.3
660000,0.033,76.3
680000,0.034,69.1
700000,0.035,69.1
720000,0.036,70.6
740000,0.037,74.9
760000,0.038,83.5
780000,0.039,79.7
800000,0.040,74.9
820000,0.041,87.8
840000,0.042,89.3
860000,0.043,102.2
880000,0.044,110.9
900000,0.045,93.6
920000,0.046,95.0
940000,0.047,86.4
960000,0.048,92.0
980000,0.049,105.1
1000000,0.050,99.3
1020000,0.051,92.2
1040000,0.052,99.3
1060000,0.053,86.4
1080000,0.054,70.6
1100000,0.055,69.1
1120000,0.056,77.8
1140000,0.057,85.8
1160000,0.058,77.8
1180000,0.059,67.7
1200000,0.060,79.2
1220000,0.061,83.5
1240000,0.062,76.3
1260000,0.063,66.3
1280000,0.064,82.1
1300000,0.065,102.2
1320000,0.066,101.3
1340000,0.067,97.9
1360000,0.068,87.8
1380000,0.069,96.5
1400000,0.070,105.1
1420000,0.071,97.9
1440000,0.072,92.2
1460000,0.073,96.5
1480000,0.074,100.8
1500000,0.075,79.7
1520000,0.076,70.6
1540000,0.077,67.7
1560000,0.078,77.8
1580000,0.079,77.8
1600000,0.080,70.6
1620000,0.081,74.9
1640000,0.082,79.2
1660000,0.083,82.1
1680000,0.084,75.0
1700000,0.085,76.3
1720000,0.086,89.3
1740000,0.087,96.5
1760000,0.088,95.0
1780000,0.089,108.0
1800000,0.090,96.5
1820000,0.091,100.8
1840000,0.092,87.8
1860000,0.093,84.3
1880000,0.094,92.2
1900000,0.095,97.9
1920000,0.096,83.5
1940000,0.097,87.8
1960000,0.098,82.1
1980000,0.099,66.3
2000000,0.100,23.1
2020000,0.101,61.9
2040000,0.102,68.8
2060000,0.103,76.3
2080000,0.104,60.5
2100000,0.105,99.3
2120000,0.106,112.3
2140000,0.107,99.3
