FPGA idle power [mW]:,3558.4

Program energy [mJ]:,7.27

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,22.5
20000,0.001,77.1
40000,0.002,77.9
60000,0.003,62.7
80000,0.004,57.0
100000,0.005,67.1
120000,0.006,72.8
140000,0.007,19.6
160000,0.008,12.4
180000,0.009,16.7
200000,0.010,18.1
220000,0.011,20.6
240000,0.012,19.6
260000,0.013,19.6
280000,0.014,22.5
300000,0.015,18.1
320000,0.016,22.5
340000,0.017,26.8
360000,0.018,28.2
380000,0.019,32.5
400000,0.020,31.4
420000,0.021,23.9
440000,0.022,22.5
460000,0.023,25.3
480000,0.024,42.6
500000,0.025,54.1
520000,0.026,62.7
540000,0.027,62.7
560000,0.028,55.5
580000,0.029,62.4
600000,0.030,57.0
620000,0.031,58.4
640000,0.032,58.4
660000,0.033,78.6
680000,0.034,55.5
700000,0.035,55.5
720000,0.036,52.7
740000,0.037,58.4
760000,0.038,57.8
780000,0.039,46.9
800000,0.040,57.0
820000,0.041,69.9
840000,0.042,69.9
860000,0.043,54.1
880000,0.044,58.4
900000,0.045,61.3
920000,0.046,58.4
940000,0.047,54.7
960000,0.048,64.2
980000,0.049,72.8
1000000,0.050,57.0
1020000,0.051,59.9
1040000,0.052,58.4
1060000,0.053,58.4
1080000,0.054,59.9
1100000,0.055,54.1
1120000,0.056,50.0
1140000,0.057,65.6
1160000,0.058,61.3
1180000,0.059,58.4
1200000,0.060,65.6
1220000,0.061,57.0
1240000,0.062,61.3
1260000,0.063,54.1
1280000,0.064,59.9
1300000,0.065,60.9
1320000,0.066,59.9
1340000,0.067,65.6
1360000,0.068,55.5
1380000,0.069,57.0
1400000,0.070,64.2
1420000,0.071,59.9
1440000,0.072,64.2
1460000,0.073,55.5
1480000,0.074,57.8
1500000,0.075,62.7
1520000,0.076,65.6
1540000,0.077,69.9
1560000,0.078,57.0
1580000,0.079,61.3
1600000,0.080,57.0
1620000,0.081,64.2
1640000,0.082,58.4
1660000,0.083,57.8
1680000,0.084,59.9
1700000,0.085,58.4
1720000,0.086,54.1
1740000,0.087,57.0
1760000,0.088,62.7
1780000,0.089,62.7
1800000,0.090,58.4
1820000,0.091,54.1
1840000,0.092,56.2
1860000,0.093,62.7
1880000,0.094,54.1
1900000,0.095,64.2
1920000,0.096,62.7
1940000,0.097,54.1
1960000,0.098,67.1
1980000,0.099,55.5
2000000,0.100,55.5
2020000,0.101,59.3
2040000,0.102,59.9
2060000,0.103,58.4
2080000,0.104,54.1
2100000,0.105,58.4
2120000,0.106,64.2
2140000,0.107,57.0
2160000,0.108,65.6
2180000,0.109,59.9
2200000,0.110,54.7
2220000,0.111,45.5
2240000,0.112,25.3
2260000,0.113,51.2
2280000,0.114,57.0
2300000,0.115,61.3
2320000,0.116,65.6
2340000,0.117,59.9
2360000,0.118,55.5
2380000,0.119,59.3
2400000,0.120,59.9
2420000,0.121,52.7
2440000,0.122,54.1
2460000,0.123,68.5
2480000,0.124,64.2
2500000,0.125,57.0
2520000,0.126,51.2
2540000,0.127,62.7
2560000,0.128,54.7
2580000,0.129,58.4
2600000,0.130,52.7
2620000,0.131,51.2
2640000,0.132,64.2
2660000,0.133,46.9
