FPGA idle power [mW]:,3494.2

Program energy [mJ]:,10.41

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,19.0
20000,0.001,85.2
40000,0.002,76.6
60000,0.003,46.4
80000,0.004,75.5
100000,0.005,91.0
120000,0.006,82.3
140000,0.007,59.3
160000,0.008,40.6
180000,0.009,52.1
200000,0.010,49.2
220000,0.011,47.8
240000,0.012,47.8
260000,0.013,46.0
280000,0.014,50.7
300000,0.015,49.2
320000,0.016,53.6
340000,0.017,57.9
360000,0.018,57.9
380000,0.019,57.9
400000,0.020,56.4
420000,0.021,53.6
440000,0.022,46.0
460000,0.023,72.3
480000,0.024,80.9
500000,0.025,83.8
520000,0.026,86.7
540000,0.027,85.2
560000,0.028,79.5
580000,0.029,86.7
600000,0.030,89.5
620000,0.031,92.5
640000,0.032,88.1
660000,0.033,92.4
680000,0.034,82.3
700000,0.035,80.9
720000,0.036,88.1
740000,0.037,85.2
760000,0.038,79.5
780000,0.039,73.7
800000,0.040,83.2
820000,0.041,85.2
840000,0.042,89.5
860000,0.043,85.2
880000,0.044,79.5
900000,0.045,91.0
920000,0.046,88.1
940000,0.047,89.5
960000,0.048,83.8
980000,0.049,83.2
1000000,0.050,83.8
1020000,0.051,86.7
1040000,0.052,79.5
1060000,0.053,91.0
1080000,0.054,93.8
1100000,0.055,92.4
1120000,0.056,85.2
1140000,0.057,89.5
1160000,0.058,89.4
1180000,0.059,80.9
1200000,0.060,76.6
1220000,0.061,85.2
1240000,0.062,88.1
1260000,0.063,86.7
1280000,0.064,89.5
1300000,0.065,91.0
1320000,0.066,79.5
1340000,0.067,91.0
1360000,0.068,83.8
1380000,0.069,85.2
1400000,0.070,85.2
1420000,0.071,93.8
1440000,0.072,79.5
1460000,0.073,80.9
1480000,0.074,82.3
1500000,0.075,83.8
1520000,0.076,84.8
1540000,0.077,76.6
1560000,0.078,86.7
1580000,0.079,89.5
1600000,0.080,85.2
1620000,0.081,88.1
1640000,0.082,79.5
1660000,0.083,85.2
1680000,0.084,80.9
1700000,0.085,80.1
1720000,0.086,89.5
1740000,0.087,85.2
1760000,0.088,82.3
1780000,0.089,92.4
1800000,0.090,79.5
1820000,0.091,92.4
1840000,0.092,85.2
1860000,0.093,83.8
1880000,0.094,73.9
1900000,0.095,89.5
1920000,0.096,83.8
1940000,0.097,78.0
1960000,0.098,83.8
1980000,0.099,85.2
2000000,0.100,79.5
2020000,0.101,76.6
2040000,0.102,86.7
2060000,0.103,92.5
2080000,0.104,79.5
2100000,0.105,85.2
2120000,0.106,86.7
2140000,0.107,78.0
2160000,0.108,44.9
2180000,0.109,78.0
2200000,0.110,85.2
2220000,0.111,79.5
2240000,0.112,78.6
2260000,0.113,89.5
2280000,0.114,78.0
2300000,0.115,75.1
2320000,0.116,82.3
2340000,0.117,76.6
2360000,0.118,82.3
2380000,0.119,82.3
2400000,0.120,83.8
2420000,0.121,86.3
2440000,0.122,79.5
2460000,0.123,83.8
2480000,0.124,79.5
2500000,0.125,76.6
2520000,0.126,86.7
2540000,0.127,86.7
2560000,0.128,78.0
2580000,0.129,79.5
2600000,0.130,78.6
2620000,0.131,69.4
