FPGA idle power [mW]:,3521.4

Program energy [mJ]:,8.76

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,22.0
20000,0.001,78.2
40000,0.002,68.1
60000,0.003,40.8
80000,0.004,60.9
100000,0.005,72.4
120000,0.006,71.0
140000,0.007,51.4
160000,0.008,30.7
180000,0.009,37.9
200000,0.010,37.9
220000,0.011,40.8
240000,0.012,36.4
260000,0.013,32.1
280000,0.014,37.9
300000,0.015,42.2
320000,0.016,34.3
340000,0.017,46.5
360000,0.018,49.4
380000,0.019,43.6
400000,0.020,45.1
420000,0.021,46.5
440000,0.022,36.4
460000,0.023,56.6
480000,0.024,72.4
500000,0.025,66.9
520000,0.026,72.4
540000,0.027,68.1
560000,0.028,63.8
580000,0.029,71.0
600000,0.030,71.0
620000,0.031,73.8
640000,0.032,68.1
660000,0.033,73.8
680000,0.034,63.8
700000,0.035,75.3
720000,0.036,68.1
740000,0.037,56.6
760000,0.038,72.4
780000,0.039,69.5
800000,0.040,68.1
820000,0.041,71.0
840000,0.042,68.1
860000,0.043,71.5
880000,0.044,69.5
900000,0.045,72.4
920000,0.046,72.4
940000,0.047,73.8
960000,0.048,76.7
980000,0.049,75.3
1000000,0.050,71.0
1020000,0.051,73.8
1040000,0.052,80.8
1060000,0.053,65.2
1080000,0.054,75.3
1100000,0.055,73.8
1120000,0.056,71.0
1140000,0.057,62.3
1160000,0.058,72.4
1180000,0.059,72.4
1200000,0.060,72.4
1220000,0.061,70.0
1240000,0.062,72.4
1260000,0.063,73.8
1280000,0.064,72.4
1300000,0.065,75.3
1320000,0.066,69.5
1340000,0.067,73.8
1360000,0.068,71.0
1380000,0.069,66.6
1400000,0.070,73.1
1420000,0.071,63.8
1440000,0.072,72.4
1460000,0.073,71.0
1480000,0.074,79.6
1500000,0.075,69.5
1520000,0.076,73.8
1540000,0.077,71.0
1560000,0.078,71.0
1580000,0.079,73.1
1600000,0.080,76.7
1620000,0.081,72.4
1640000,0.082,72.4
1660000,0.083,69.5
1680000,0.084,72.4
1700000,0.085,63.8
1720000,0.086,75.3
1740000,0.087,79.6
1760000,0.088,73.1
1780000,0.089,73.8
1800000,0.090,75.3
1820000,0.091,72.4
1840000,0.092,66.6
1860000,0.093,72.4
1880000,0.094,68.1
1900000,0.095,71.0
1920000,0.096,76.7
1940000,0.097,71.5
1960000,0.098,71.0
1980000,0.099,72.4
2000000,0.100,75.3
2020000,0.101,66.6
2040000,0.102,76.7
2060000,0.103,73.8
2080000,0.104,71.0
2100000,0.105,68.1
2120000,0.106,77.7
2140000,0.107,60.9
2160000,0.108,27.8
2180000,0.109,59.5
2200000,0.110,71.0
2220000,0.111,71.0
2240000,0.112,71.0
2260000,0.113,69.5
2280000,0.114,73.8
2300000,0.115,68.4
2320000,0.116,73.8
2340000,0.117,73.8
2360000,0.118,66.6
2380000,0.119,62.3
2400000,0.120,72.4
2420000,0.121,66.6
2440000,0.122,73.8
2460000,0.123,79.6
2480000,0.124,77.7
2500000,0.125,75.3
2520000,0.126,56.6
2540000,0.127,72.4
2560000,0.128,76.7
2580000,0.129,63.8
2600000,0.130,66.6
2620000,0.131,75.3
