FPGA idle power [mW]:,3570.4

Program energy [mJ]:,12.51

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,36.4
20000,0.001,104.0
40000,0.002,98.2
60000,0.003,59.4
80000,0.004,89.6
100000,0.005,91.0
120000,0.006,87.6
140000,0.007,43.5
160000,0.008,53.6
180000,0.009,86.7
200000,0.010,96.8
220000,0.011,80.9
240000,0.012,99.7
260000,0.013,122.7
280000,0.014,114.0
300000,0.015,36.5
320000,0.016,83.8
340000,0.017,102.5
360000,0.018,114.0
380000,0.019,115.5
400000,0.020,114.0
420000,0.021,109.7
440000,0.022,131.3
460000,0.023,127.0
480000,0.024,120.1
500000,0.025,128.4
520000,0.026,129.9
540000,0.027,124.1
560000,0.028,131.3
580000,0.029,125.5
600000,0.030,122.7
620000,0.031,118.4
640000,0.032,119.8
660000,0.033,113.9
680000,0.034,118.4
700000,0.035,112.6
720000,0.036,112.6
740000,0.037,116.9
760000,0.038,114.0
780000,0.039,116.9
800000,0.040,111.2
820000,0.041,114.0
840000,0.042,126.3
860000,0.043,125.5
880000,0.044,127.0
900000,0.045,124.1
920000,0.046,134.2
940000,0.047,122.7
960000,0.048,116.9
980000,0.049,131.3
1000000,0.050,134.2
1020000,0.051,132.5
1040000,0.052,111.2
1060000,0.053,118.4
1080000,0.054,111.2
1100000,0.055,112.6
1120000,0.056,114.0
1140000,0.057,116.9
1160000,0.058,111.2
1180000,0.059,111.2
1200000,0.060,113.9
1220000,0.061,112.6
1240000,0.062,111.2
1260000,0.063,124.1
1280000,0.064,129.9
1300000,0.065,122.7
1320000,0.066,128.4
1340000,0.067,129.9
1360000,0.068,121.2
1380000,0.069,124.8
1400000,0.070,127.0
1420000,0.071,128.4
1440000,0.072,118.4
1460000,0.073,116.9
1480000,0.074,121.2
1500000,0.075,106.8
1520000,0.076,111.2
1540000,0.077,118.4
1560000,0.078,115.5
1580000,0.079,115.5
1600000,0.080,105.4
1620000,0.081,118.4
1640000,0.082,121.2
1660000,0.083,118.4
1680000,0.084,125.5
1700000,0.085,128.4
1720000,0.086,122.7
1740000,0.087,131.0
1760000,0.088,124.1
1780000,0.089,127.0
1800000,0.090,132.7
1820000,0.091,47.9
1840000,0.092,76.6
1860000,0.093,101.1
1880000,0.094,98.2
1900000,0.095,106.8
1920000,0.096,107.7
1940000,0.097,106.8
1960000,0.098,104.0
1980000,0.099,102.5
2000000,0.100,104.0
2020000,0.101,104.0
2040000,0.102,95.3
2060000,0.103,96.8
2080000,0.104,88.1
2100000,0.105,101.5
2120000,0.106,102.5
2140000,0.107,96.8
2160000,0.108,101.1
2180000,0.109,85.3
2200000,0.110,104.0
2220000,0.111,101.1
2240000,0.112,98.2
2260000,0.113,99.7
