FPGA idle power [mW]:,3545.9

Program energy [mJ]:,5.82

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-1.0
20000,0.001,27.8
40000,0.002,20.6
60000,0.003,9.1
80000,0.004,13.4
100000,0.005,37.7
120000,0.006,29.2
140000,0.007,29.2
160000,0.008,23.4
180000,0.009,19.1
200000,0.010,20.6
220000,0.011,16.3
240000,0.012,20.6
260000,0.013,22.0
280000,0.014,17.6
300000,0.015,11.9
320000,0.016,17.7
340000,0.017,14.8
360000,0.018,17.7
380000,0.019,17.7
400000,0.020,17.7
420000,0.021,11.9
440000,0.022,19.1
460000,0.023,19.1
480000,0.024,10.5
500000,0.025,9.1
520000,0.026,13.4
540000,0.027,43.6
560000,0.028,46.5
580000,0.029,45.0
600000,0.030,46.5
620000,0.031,53.7
640000,0.032,45.5
660000,0.033,60.9
680000,0.034,58.0
700000,0.035,62.3
720000,0.036,53.7
740000,0.037,59.4
760000,0.038,55.1
780000,0.039,59.4
800000,0.040,55.1
820000,0.041,62.5
840000,0.042,59.4
860000,0.043,59.4
880000,0.044,45.0
900000,0.045,42.1
920000,0.046,49.3
940000,0.047,55.1
960000,0.048,49.3
980000,0.049,47.9
1000000,0.050,51.7
1020000,0.051,52.2
1040000,0.052,47.9
1060000,0.053,45.0
1080000,0.054,47.9
1100000,0.055,63.7
1120000,0.056,66.6
1140000,0.057,62.3
1160000,0.058,58.0
1180000,0.059,65.6
1200000,0.060,59.4
1220000,0.061,55.1
1240000,0.062,53.7
1260000,0.063,53.7
1280000,0.064,62.3
1300000,0.065,58.0
1320000,0.066,40.7
1340000,0.067,52.2
1360000,0.068,51.7
1380000,0.069,53.7
1400000,0.070,46.5
1420000,0.071,49.3
1440000,0.072,50.8
1460000,0.073,42.1
1480000,0.074,49.3
1500000,0.075,52.2
1520000,0.076,43.6
1540000,0.077,57.9
1560000,0.078,55.1
1580000,0.079,53.7
1600000,0.080,58.0
1620000,0.081,56.5
1640000,0.082,49.3
1660000,0.083,49.3
1680000,0.084,59.4
1700000,0.085,59.4
1720000,0.086,54.8
1740000,0.087,46.5
1760000,0.088,47.9
1780000,0.089,46.5
1800000,0.090,46.5
1820000,0.091,47.9
1840000,0.092,46.5
1860000,0.093,60.9
1880000,0.094,49.3
1900000,0.095,47.0
1920000,0.096,52.2
1940000,0.097,55.1
1960000,0.098,49.3
1980000,0.099,56.5
2000000,0.100,56.5
2020000,0.101,58.0
2040000,0.102,58.0
2060000,0.103,55.1
2080000,0.104,56.3
2100000,0.105,58.0
2120000,0.106,29.2
2140000,0.107,14.8
2160000,0.108,46.5
2180000,0.109,40.7
2200000,0.110,53.7
2220000,0.111,53.7
2240000,0.112,50.8
2260000,0.113,50.1
2280000,0.114,58.0
2300000,0.115,56.5
2320000,0.116,49.3
2340000,0.117,56.5
2360000,0.118,52.2
2380000,0.119,60.9
2400000,0.120,56.5
2420000,0.121,58.0
2440000,0.122,56.3
2460000,0.123,46.5
2480000,0.124,55.1
2500000,0.125,55.1
2520000,0.126,49.3
2540000,0.127,47.9
2560000,0.128,40.7
