FPGA idle power [mW]:,3564.6

Program energy [mJ]:,11.52

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,26.3
20000,0.001,83.9
40000,0.002,81.0
60000,0.003,57.8
80000,0.004,102.6
100000,0.005,88.2
120000,0.006,93.9
140000,0.007,60.9
160000,0.008,46.5
180000,0.009,65.2
200000,0.010,69.5
220000,0.011,85.3
240000,0.012,91.8
260000,0.013,117.0
280000,0.014,106.9
300000,0.015,43.6
320000,0.016,70.9
340000,0.017,83.9
360000,0.018,82.4
380000,0.019,98.3
400000,0.020,93.9
420000,0.021,85.6
440000,0.022,104.0
460000,0.023,108.3
480000,0.024,109.8
500000,0.025,114.1
520000,0.026,99.7
540000,0.027,114.1
560000,0.028,115.5
580000,0.029,117.0
600000,0.030,115.1
620000,0.031,104.0
640000,0.032,114.1
660000,0.033,96.8
680000,0.034,93.9
700000,0.035,95.4
720000,0.036,101.1
740000,0.037,98.3
760000,0.038,88.2
780000,0.039,91.8
800000,0.040,106.9
820000,0.041,99.7
840000,0.042,85.3
860000,0.043,99.7
880000,0.044,105.5
900000,0.045,101.1
920000,0.046,118.4
940000,0.047,115.5
960000,0.048,108.9
980000,0.049,118.4
1000000,0.050,99.7
1020000,0.051,109.8
1040000,0.052,114.1
1060000,0.053,109.8
1080000,0.054,112.6
1100000,0.055,91.1
1120000,0.056,104.0
1140000,0.057,110.4
1160000,0.058,91.1
1180000,0.059,91.1
1200000,0.060,102.6
1220000,0.061,104.0
1240000,0.062,99.7
1260000,0.063,92.5
1280000,0.064,95.4
1300000,0.065,99.7
1320000,0.066,107.3
1340000,0.067,108.3
1360000,0.068,121.3
1380000,0.069,115.5
1400000,0.070,108.3
1420000,0.071,108.3
1440000,0.072,112.6
1460000,0.073,122.7
1480000,0.074,115.5
1500000,0.075,107.3
1520000,0.076,104.0
1540000,0.077,101.1
1560000,0.078,111.2
1580000,0.079,93.9
1600000,0.080,95.4
1620000,0.081,96.8
1640000,0.082,104.0
1660000,0.083,85.3
1680000,0.084,88.7
1700000,0.085,99.7
1720000,0.086,99.7
1740000,0.087,91.1
1760000,0.088,106.9
1780000,0.089,114.1
1800000,0.090,115.5
1820000,0.091,104.0
1840000,0.092,118.4
1860000,0.093,105.8
1880000,0.094,118.4
1900000,0.095,112.6
1920000,0.096,37.8
1940000,0.097,76.7
1960000,0.098,91.1
1980000,0.099,88.2
2000000,0.100,86.7
2020000,0.101,86.7
2040000,0.102,85.6
2060000,0.103,82.4
2080000,0.104,99.7
2100000,0.105,89.6
2120000,0.106,78.1
2140000,0.107,83.9
2160000,0.108,82.4
2180000,0.109,83.9
2200000,0.110,89.6
2220000,0.111,88.7
2240000,0.112,93.9
2260000,0.113,86.7
2280000,0.114,89.6
2300000,0.115,85.3
2320000,0.116,81.0
2340000,0.117,96.8
2360000,0.118,88.2
2380000,0.119,72.4
