FPGA idle power [mW]:,3574.0

Program energy [mJ]:,12.12

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,27.0
20000,0.001,71.6
40000,0.002,54.3
60000,0.003,37.1
80000,0.004,81.7
100000,0.005,74.7
120000,0.006,58.6
140000,0.007,45.7
160000,0.008,83.1
180000,0.009,83.1
200000,0.010,78.8
220000,0.011,71.6
240000,0.012,104.7
260000,0.013,109.0
280000,0.014,62.3
300000,0.015,57.2
320000,0.016,109.0
340000,0.017,113.3
360000,0.018,116.2
380000,0.019,117.6
400000,0.020,109.0
420000,0.021,121.9
440000,0.022,123.4
460000,0.023,135.1
480000,0.024,127.7
500000,0.025,120.5
520000,0.026,123.4
540000,0.027,130.6
560000,0.028,127.7
580000,0.029,119.1
600000,0.030,124.8
620000,0.031,111.9
640000,0.032,110.3
660000,0.033,114.8
680000,0.034,116.2
700000,0.035,114.8
720000,0.036,110.4
740000,0.037,114.8
760000,0.038,117.6
780000,0.039,114.8
800000,0.040,119.1
820000,0.041,130.5
840000,0.042,134.9
860000,0.043,133.5
880000,0.044,127.7
900000,0.045,124.8
920000,0.046,133.5
940000,0.047,126.3
960000,0.048,124.8
980000,0.049,127.7
1000000,0.050,115.0
1020000,0.051,113.3
1040000,0.052,113.3
1060000,0.053,104.7
1080000,0.054,113.3
1100000,0.055,124.8
1120000,0.056,117.6
1140000,0.057,113.3
1160000,0.058,116.2
1180000,0.059,118.1
1200000,0.060,111.9
1220000,0.061,123.4
1240000,0.062,137.8
1260000,0.063,124.8
1280000,0.064,133.5
1300000,0.065,116.2
1320000,0.066,126.3
1340000,0.067,129.1
1360000,0.068,132.0
1380000,0.069,121.9
1400000,0.070,120.5
1420000,0.071,116.2
1440000,0.072,111.9
1460000,0.073,116.2
1480000,0.074,117.6
1500000,0.075,121.9
1520000,0.076,109.0
1540000,0.077,110.3
1560000,0.078,126.3
1580000,0.079,123.4
1600000,0.080,111.9
1620000,0.081,132.0
1640000,0.082,133.5
1660000,0.083,127.7
1680000,0.084,124.8
1700000,0.085,124.8
1720000,0.086,133.6
1740000,0.087,126.3
1760000,0.088,41.4
1780000,0.089,86.0
1800000,0.090,107.6
1820000,0.091,109.0
1840000,0.092,104.7
1860000,0.093,97.5
1880000,0.094,100.4
1900000,0.095,111.9
1920000,0.096,106.1
1940000,0.097,93.2
1960000,0.098,104.7
1980000,0.099,106.1
2000000,0.100,101.8
2020000,0.101,100.4
2040000,0.102,107.6
2060000,0.103,104.7
2080000,0.104,107.2
2100000,0.105,104.7
2120000,0.106,97.5
2140000,0.107,106.1
2160000,0.108,100.4
2180000,0.109,109.0
2200000,0.110,91.7
