FPGA idle power [mW]:,3502.0

Program energy [mJ]:,8.65

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-7.5
20000,0.001,65.9
40000,0.002,71.7
60000,0.003,65.9
80000,0.004,77.4
100000,0.005,81.7
120000,0.006,73.1
140000,0.007,53.0
160000,0.008,38.2
180000,0.009,61.6
200000,0.010,55.8
220000,0.011,65.9
240000,0.012,65.9
260000,0.013,80.3
280000,0.014,84.6
300000,0.015,61.6
320000,0.016,45.8
340000,0.017,73.9
360000,0.018,70.2
380000,0.019,63.0
400000,0.020,68.8
420000,0.021,81.7
440000,0.022,83.2
460000,0.023,78.9
480000,0.024,81.7
500000,0.025,84.6
520000,0.026,78.5
540000,0.027,76.0
560000,0.028,78.9
580000,0.029,80.3
600000,0.030,80.3
620000,0.031,76.0
640000,0.032,70.2
660000,0.033,70.2
680000,0.034,71.7
700000,0.035,72.3
720000,0.036,63.0
740000,0.037,77.4
760000,0.038,78.9
780000,0.039,70.2
800000,0.040,71.7
820000,0.041,70.2
840000,0.042,71.7
860000,0.043,74.5
880000,0.044,73.9
900000,0.045,78.9
920000,0.046,87.5
940000,0.047,77.4
960000,0.048,80.3
980000,0.049,81.7
1000000,0.050,76.0
1020000,0.051,81.7
1040000,0.052,78.9
1060000,0.053,75.4
1080000,0.054,76.0
1100000,0.055,73.1
1120000,0.056,73.1
1140000,0.057,70.2
1160000,0.058,74.5
1180000,0.059,67.3
1200000,0.060,73.1
1220000,0.061,73.1
1240000,0.062,73.9
1260000,0.063,70.2
1280000,0.064,76.0
1300000,0.065,73.1
1320000,0.066,81.7
1340000,0.067,76.0
1360000,0.068,84.6
1380000,0.069,78.9
1400000,0.070,78.9
1420000,0.071,80.1
1440000,0.072,81.7
1460000,0.073,70.2
1480000,0.074,74.5
1500000,0.075,84.6
1520000,0.076,77.4
1540000,0.077,65.9
1560000,0.078,74.5
1580000,0.079,74.5
1600000,0.080,72.3
1620000,0.081,73.1
1640000,0.082,71.7
1660000,0.083,68.8
1680000,0.084,61.6
1700000,0.085,73.1
1720000,0.086,68.8
1740000,0.087,73.1
1760000,0.088,77.4
1780000,0.089,84.7
1800000,0.090,74.5
1820000,0.091,76.0
1840000,0.092,81.7
1860000,0.093,80.3
1880000,0.094,74.5
1900000,0.095,78.9
1920000,0.096,81.7
1940000,0.097,74.5
1960000,0.098,50.6
1980000,0.099,63.0
2000000,0.100,68.8
2020000,0.101,70.2
2040000,0.102,73.1
2060000,0.103,68.8
2080000,0.104,68.8
2100000,0.105,71.7
2120000,0.106,70.2
2140000,0.107,63.0
2160000,0.108,71.7
2180000,0.109,67.3
2200000,0.110,64.5
2220000,0.111,70.2
2240000,0.112,70.2
2260000,0.113,64.5
2280000,0.114,71.7
2300000,0.115,63.0
2320000,0.116,70.8
2340000,0.117,63.0
2360000,0.118,73.1
2380000,0.119,68.8
