FPGA idle power [mW]:,3479.6

Program energy [mJ]:,10.02

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,2.0
20000,0.001,69.6
40000,0.002,79.7
60000,0.003,76.1
80000,0.004,73.9
100000,0.005,72.5
120000,0.006,81.1
140000,0.007,55.2
160000,0.008,55.2
180000,0.009,73.9
200000,0.010,78.2
220000,0.011,68.2
240000,0.012,82.3
260000,0.013,96.9
280000,0.014,94.1
300000,0.015,55.2
320000,0.016,75.4
340000,0.017,79.7
360000,0.018,79.7
380000,0.019,88.3
400000,0.020,85.4
420000,0.021,88.5
440000,0.022,95.5
460000,0.023,91.2
480000,0.024,96.9
500000,0.025,92.6
520000,0.026,94.1
540000,0.027,91.2
560000,0.028,85.4
580000,0.029,91.2
600000,0.030,94.7
620000,0.031,91.2
640000,0.032,92.6
660000,0.033,84.0
680000,0.034,79.7
700000,0.035,92.6
720000,0.036,88.3
740000,0.037,85.4
760000,0.038,75.4
780000,0.039,82.3
800000,0.040,89.7
820000,0.041,82.6
840000,0.042,79.7
860000,0.043,91.2
880000,0.044,92.6
900000,0.045,85.4
920000,0.046,88.3
940000,0.047,95.5
960000,0.048,94.7
980000,0.049,98.4
1000000,0.050,94.1
1020000,0.051,89.7
1040000,0.052,99.8
1060000,0.053,98.4
1080000,0.054,91.2
1100000,0.055,79.7
1120000,0.056,85.4
1140000,0.057,85.4
1160000,0.058,91.2
1180000,0.059,76.8
1200000,0.060,88.3
1220000,0.061,79.7
1240000,0.062,89.7
1260000,0.063,84.0
1280000,0.064,85.4
1300000,0.065,78.2
1320000,0.066,91.6
1340000,0.067,94.1
1360000,0.068,82.6
1380000,0.069,94.1
1400000,0.070,91.2
1420000,0.071,91.2
1440000,0.072,92.6
1460000,0.073,88.3
1480000,0.074,92.6
1500000,0.075,91.6
1520000,0.076,89.7
1540000,0.077,91.2
1560000,0.078,85.4
1580000,0.079,85.4
1600000,0.080,84.0
1620000,0.081,76.8
1640000,0.082,89.7
1660000,0.083,86.9
1680000,0.084,76.1
1700000,0.085,86.9
1720000,0.086,88.3
1740000,0.087,85.4
1760000,0.088,79.7
1780000,0.089,89.7
1800000,0.090,95.5
1820000,0.091,99.8
1840000,0.092,88.3
1860000,0.093,96.3
1880000,0.094,98.4
1900000,0.095,92.6
1920000,0.096,88.3
1940000,0.097,86.9
1960000,0.098,45.1
1980000,0.099,88.3
2000000,0.100,85.4
2020000,0.101,82.6
2040000,0.102,85.4
2060000,0.103,78.2
2080000,0.104,84.0
2100000,0.105,86.9
2120000,0.106,81.1
2140000,0.107,78.2
2160000,0.108,76.8
2180000,0.109,71.0
2200000,0.110,78.2
2220000,0.111,83.9
2240000,0.112,79.7
2260000,0.113,78.2
2280000,0.114,79.7
2300000,0.115,78.2
2320000,0.116,81.1
2340000,0.117,73.9
2360000,0.118,81.1
