FPGA idle power [mW]:,3559.7

Program energy [mJ]:,7.72

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-11.7
20000,0.001,34.1
40000,0.002,41.3
60000,0.003,34.1
80000,0.004,32.7
100000,0.005,32.7
120000,0.006,39.9
140000,0.007,29.8
160000,0.008,22.6
180000,0.009,31.7
200000,0.010,37.0
220000,0.011,42.7
240000,0.012,44.2
260000,0.013,60.0
280000,0.014,64.3
300000,0.015,49.9
320000,0.016,22.6
340000,0.017,52.8
360000,0.018,54.9
380000,0.019,68.6
400000,0.020,62.9
420000,0.021,65.8
440000,0.022,58.6
460000,0.023,65.8
480000,0.024,60.0
500000,0.025,67.2
520000,0.026,67.2
540000,0.027,67.3
560000,0.028,60.0
580000,0.029,61.4
600000,0.030,71.5
620000,0.031,67.2
640000,0.032,75.8
660000,0.033,60.0
680000,0.034,65.8
700000,0.035,74.4
720000,0.036,64.2
740000,0.037,42.7
760000,0.038,74.4
780000,0.039,78.7
800000,0.040,67.2
820000,0.041,67.2
840000,0.042,61.4
860000,0.043,62.9
880000,0.044,70.1
900000,0.045,62.7
920000,0.046,67.2
940000,0.047,68.6
960000,0.048,60.0
980000,0.049,64.3
1000000,0.050,61.4
1020000,0.051,67.2
1040000,0.052,77.3
1060000,0.053,61.4
1080000,0.054,62.7
1100000,0.055,65.8
1120000,0.056,70.1
1140000,0.057,70.1
1160000,0.058,60.0
1180000,0.059,64.3
1200000,0.060,67.2
1220000,0.061,54.2
1240000,0.062,84.5
1260000,0.063,67.3
1280000,0.064,61.4
1300000,0.065,62.9
1320000,0.066,62.9
1340000,0.067,60.0
1360000,0.068,75.8
1380000,0.069,54.2
1400000,0.070,65.8
1420000,0.071,64.3
1440000,0.072,65.8
1460000,0.073,60.0
1480000,0.074,60.0
1500000,0.075,70.1
1520000,0.076,68.6
1540000,0.077,60.0
1560000,0.078,68.6
1580000,0.079,70.1
1600000,0.080,70.1
1620000,0.081,67.3
1640000,0.082,65.8
1660000,0.083,71.5
1680000,0.084,64.3
1700000,0.085,58.6
1720000,0.086,71.5
1740000,0.087,60.0
1760000,0.088,58.6
1780000,0.089,65.8
1800000,0.090,65.8
1820000,0.091,71.5
1840000,0.092,75.8
1860000,0.093,57.1
1880000,0.094,71.5
1900000,0.095,70.1
1920000,0.096,65.8
1940000,0.097,62.9
1960000,0.098,58.6
1980000,0.099,65.8
2000000,0.100,77.3
2020000,0.101,65.8
2040000,0.102,70.1
2060000,0.103,74.4
2080000,0.104,72.9
2100000,0.105,19.7
2120000,0.106,62.9
2140000,0.107,57.1
2160000,0.108,67.3
2180000,0.109,64.3
2200000,0.110,52.8
2220000,0.111,62.9
2240000,0.112,60.0
2260000,0.113,58.6
2280000,0.114,60.0
2300000,0.115,72.9
2320000,0.116,58.6
2340000,0.117,68.9
2360000,0.118,61.4
2380000,0.119,68.6
2400000,0.120,62.9
2420000,0.121,60.0
2440000,0.122,61.4
2460000,0.123,62.9
2480000,0.124,58.6
2500000,0.125,52.8
2520000,0.126,67.3
