FPGA idle power [mW]:,3538.7

Program energy [mJ]:,7.73

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,3.3
20000,0.001,46.5
40000,0.002,46.5
60000,0.003,36.4
80000,0.004,55.1
100000,0.005,52.2
120000,0.006,35.0
140000,0.007,33.5
160000,0.008,57.3
180000,0.009,58.0
200000,0.010,58.0
220000,0.011,59.4
240000,0.012,70.9
260000,0.013,83.9
280000,0.014,33.5
300000,0.015,42.2
320000,0.016,58.0
340000,0.017,68.2
360000,0.018,66.6
380000,0.019,59.4
400000,0.020,62.3
420000,0.021,60.9
440000,0.022,73.8
460000,0.023,70.9
480000,0.024,70.9
500000,0.025,81.0
520000,0.026,82.1
540000,0.027,69.5
560000,0.028,76.7
580000,0.029,72.4
600000,0.030,68.1
620000,0.031,76.7
640000,0.032,70.9
660000,0.033,70.9
680000,0.034,65.2
700000,0.035,69.7
720000,0.036,68.1
740000,0.037,73.8
760000,0.038,68.1
780000,0.039,72.4
800000,0.040,68.1
820000,0.041,73.8
840000,0.042,78.1
860000,0.043,69.5
880000,0.044,72.8
900000,0.045,78.1
920000,0.046,79.6
940000,0.047,72.4
960000,0.048,73.8
980000,0.049,70.9
1000000,0.050,75.2
1020000,0.051,76.7
1040000,0.052,68.1
1060000,0.053,60.4
1080000,0.054,65.2
1100000,0.055,58.0
1120000,0.056,62.3
1140000,0.057,55.1
1160000,0.058,62.3
1180000,0.059,68.1
1200000,0.060,58.0
1220000,0.061,65.2
1240000,0.062,68.2
1260000,0.063,56.5
1280000,0.064,66.6
1300000,0.065,73.8
1320000,0.066,75.2
1340000,0.067,78.1
1360000,0.068,82.4
1380000,0.069,78.1
1400000,0.070,72.4
1420000,0.071,74.4
1440000,0.072,75.2
1460000,0.073,73.8
1480000,0.074,72.4
1500000,0.075,79.6
1520000,0.076,75.2
1540000,0.077,76.7
1560000,0.078,66.6
1580000,0.079,78.1
1600000,0.080,72.8
1620000,0.081,78.1
1640000,0.082,75.2
1660000,0.083,66.6
1680000,0.084,79.6
1700000,0.085,76.7
1720000,0.086,68.1
1740000,0.087,68.1
1760000,0.088,70.9
1780000,0.089,72.8
1800000,0.090,76.7
1820000,0.091,69.5
1840000,0.092,81.0
1860000,0.093,73.8
1880000,0.094,58.0
1900000,0.095,30.6
1920000,0.096,65.2
1940000,0.097,66.6
1960000,0.098,66.6
1980000,0.099,60.9
2000000,0.100,68.1
2020000,0.101,63.7
2040000,0.102,62.3
2060000,0.103,60.9
2080000,0.104,65.2
2100000,0.105,66.6
2120000,0.106,59.4
2140000,0.107,58.9
2160000,0.108,56.5
2180000,0.109,60.9
2200000,0.110,62.3
2220000,0.111,65.2
2240000,0.112,66.6
2260000,0.113,65.2
2280000,0.114,55.1
2300000,0.115,65.2
2320000,0.116,62.0
