FPGA idle power [mW]:,3559.7

Program energy [mJ]:,6.98

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,28.3
20000,0.001,39.9
40000,0.002,37.0
60000,0.003,34.1
80000,0.004,32.7
100000,0.005,35.5
120000,0.006,22.6
140000,0.007,19.3
160000,0.008,21.2
180000,0.009,19.7
200000,0.010,28.3
220000,0.011,16.8
240000,0.012,18.3
260000,0.013,18.3
280000,0.014,21.2
300000,0.015,17.7
320000,0.016,18.3
340000,0.017,19.7
360000,0.018,16.8
380000,0.019,15.4
400000,0.020,18.3
420000,0.021,21.2
440000,0.022,16.8
460000,0.023,18.3
480000,0.024,14.6
500000,0.025,22.6
520000,0.026,25.5
540000,0.027,60.0
560000,0.028,49.9
580000,0.029,60.0
600000,0.030,54.2
620000,0.031,64.3
640000,0.032,60.0
660000,0.033,64.2
680000,0.034,61.4
700000,0.035,51.4
720000,0.036,68.6
740000,0.037,57.1
760000,0.038,64.3
780000,0.039,51.4
800000,0.040,64.3
820000,0.041,68.6
840000,0.042,60.0
860000,0.043,51.8
880000,0.044,60.0
900000,0.045,55.7
920000,0.046,60.0
940000,0.047,54.2
960000,0.048,70.1
980000,0.049,62.9
1000000,0.050,65.8
1020000,0.051,55.7
1040000,0.052,58.0
1060000,0.053,62.9
1080000,0.054,61.4
1100000,0.055,64.3
1120000,0.056,64.3
1140000,0.057,64.3
1160000,0.058,62.9
1180000,0.059,54.2
1200000,0.060,64.3
1220000,0.061,58.0
1240000,0.062,64.3
1260000,0.063,60.0
1280000,0.064,60.0
1300000,0.065,54.2
1320000,0.066,57.1
1340000,0.067,62.9
1360000,0.068,61.4
1380000,0.069,57.1
1400000,0.070,54.9
1420000,0.071,65.8
1440000,0.072,57.1
1460000,0.073,60.0
1480000,0.074,54.2
1500000,0.075,61.4
1520000,0.076,58.6
1540000,0.077,58.6
1560000,0.078,61.4
1580000,0.079,62.7
1600000,0.080,70.1
1620000,0.081,64.3
1640000,0.082,55.7
1660000,0.083,58.6
1680000,0.084,61.4
1700000,0.085,58.6
1720000,0.086,60.0
1740000,0.087,62.9
1760000,0.088,62.7
1780000,0.089,52.8
1800000,0.090,62.9
1820000,0.091,57.1
1840000,0.092,60.0
1860000,0.093,60.0
1880000,0.094,57.1
1900000,0.095,64.3
1920000,0.096,65.8
1940000,0.097,54.9
1960000,0.098,60.0
1980000,0.099,55.7
2000000,0.100,45.6
2020000,0.101,62.9
2040000,0.102,55.7
2060000,0.103,51.4
2080000,0.104,64.3
2100000,0.105,62.9
2120000,0.106,58.0
2140000,0.107,60.0
2160000,0.108,60.0
2180000,0.109,58.6
2200000,0.110,60.0
2220000,0.111,65.8
2240000,0.112,64.3
2260000,0.113,61.4
2280000,0.114,41.3
2300000,0.115,13.1
2320000,0.116,35.5
2340000,0.117,47.1
2360000,0.118,48.5
2380000,0.119,57.1
2400000,0.120,52.8
2420000,0.121,51.4
2440000,0.122,49.9
2460000,0.123,54.2
2480000,0.124,54.9
2500000,0.125,54.2
2520000,0.126,49.9
2540000,0.127,44.2
2560000,0.128,51.4
2580000,0.129,58.6
2600000,0.130,49.9
2620000,0.131,51.4
2640000,0.132,52.8
2660000,0.133,61.1
2680000,0.134,34.1
2700000,0.135,48.5
2720000,0.136,48.5
2740000,0.137,24.0
