FPGA idle power [mW]:,3552.6

Program energy [mJ]:,8.71

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-0.5
20000,0.001,38.3
40000,0.002,45.5
60000,0.003,25.4
80000,0.004,32.6
100000,0.005,42.6
120000,0.006,44.1
140000,0.007,37.2
160000,0.008,23.9
180000,0.009,38.3
200000,0.010,34.0
220000,0.011,28.3
240000,0.012,28.3
260000,0.013,32.6
280000,0.014,19.6
300000,0.015,25.4
320000,0.016,32.6
340000,0.017,34.0
360000,0.018,21.1
380000,0.019,28.3
400000,0.020,26.8
420000,0.021,26.8
440000,0.022,15.3
460000,0.023,22.5
480000,0.024,42.6
500000,0.025,77.5
520000,0.026,82.9
540000,0.027,81.5
560000,0.028,82.9
580000,0.029,82.9
600000,0.030,77.2
620000,0.031,77.2
640000,0.032,87.2
660000,0.033,75.7
680000,0.034,86.8
700000,0.035,77.2
720000,0.036,84.4
740000,0.037,85.8
760000,0.038,78.6
780000,0.039,81.5
800000,0.040,82.9
820000,0.041,87.2
840000,0.042,75.7
860000,0.043,91.4
880000,0.044,90.1
900000,0.045,77.2
920000,0.046,75.7
940000,0.047,87.2
960000,0.048,82.9
980000,0.049,87.2
1000000,0.050,80.0
1020000,0.051,88.7
1040000,0.052,79.1
1060000,0.053,80.0
1080000,0.054,84.4
1100000,0.055,80.0
1120000,0.056,88.7
1140000,0.057,84.4
1160000,0.058,77.2
1180000,0.059,78.6
1200000,0.060,88.7
1220000,0.061,89.9
1240000,0.062,84.4
1260000,0.063,84.4
1280000,0.064,93.0
1300000,0.065,94.4
1320000,0.066,74.3
1340000,0.067,72.9
1360000,0.068,81.5
1380000,0.069,84.4
1400000,0.070,83.7
1420000,0.071,78.6
1440000,0.072,80.0
1460000,0.073,84.4
1480000,0.074,80.0
1500000,0.075,78.6
1520000,0.076,78.6
1540000,0.077,90.1
1560000,0.078,81.5
1580000,0.079,76.0
1600000,0.080,78.6
1620000,0.081,94.4
1640000,0.082,85.8
1660000,0.083,77.2
1680000,0.084,88.7
1700000,0.085,87.2
1720000,0.086,80.0
1740000,0.087,80.0
1760000,0.088,89.9
1780000,0.089,88.7
1800000,0.090,90.1
1820000,0.091,87.2
1840000,0.092,85.8
1860000,0.093,84.4
1880000,0.094,88.7
1900000,0.095,75.7
1920000,0.096,87.2
1940000,0.097,83.7
1960000,0.098,95.9
1980000,0.099,82.9
2000000,0.100,49.8
2020000,0.101,12.4
2040000,0.102,72.9
2060000,0.103,72.9
2080000,0.104,75.7
2100000,0.105,75.7
2120000,0.106,77.5
2140000,0.107,72.9
2160000,0.108,72.9
2180000,0.109,84.4
2200000,0.110,74.3
2220000,0.111,71.4
2240000,0.112,81.5
2260000,0.113,74.3
2280000,0.114,71.4
2300000,0.115,85.2
2320000,0.116,84.4
2340000,0.117,72.9
2360000,0.118,74.3
2380000,0.119,74.3
2400000,0.120,72.9
2420000,0.121,67.1
2440000,0.122,70.0
2460000,0.123,62.8
