FPGA idle power [mW]:,3558.6

Program energy [mJ]:,7.39

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,26.6
20000,0.001,64.0
40000,0.002,59.1
60000,0.003,61.1
80000,0.004,61.1
100000,0.005,69.7
120000,0.006,56.8
140000,0.007,15.1
160000,0.008,12.2
180000,0.009,17.9
200000,0.010,17.9
220000,0.011,18.8
240000,0.012,20.8
260000,0.013,22.3
280000,0.014,22.3
300000,0.015,12.2
320000,0.016,23.7
340000,0.017,26.6
360000,0.018,25.1
380000,0.019,29.4
400000,0.020,20.4
420000,0.021,29.4
440000,0.022,25.1
460000,0.023,30.9
480000,0.024,41.0
500000,0.025,56.8
520000,0.026,55.3
540000,0.027,51.0
560000,0.028,52.5
580000,0.029,52.9
600000,0.030,68.3
620000,0.031,56.8
640000,0.032,58.2
660000,0.033,64.0
680000,0.034,58.2
700000,0.035,65.4
720000,0.036,61.1
740000,0.037,65.4
760000,0.038,56.0
780000,0.039,53.9
800000,0.040,62.5
820000,0.041,62.5
840000,0.042,59.7
860000,0.043,59.7
880000,0.044,56.8
900000,0.045,64.0
920000,0.046,62.5
940000,0.047,60.7
960000,0.048,65.4
980000,0.049,56.8
1000000,0.050,56.8
1020000,0.051,65.4
1040000,0.052,53.9
1060000,0.053,59.7
1080000,0.054,65.4
1100000,0.055,61.1
1120000,0.056,52.9
1140000,0.057,69.7
1160000,0.058,59.7
1180000,0.059,55.3
1200000,0.060,53.9
1220000,0.061,68.3
1240000,0.062,58.2
1260000,0.063,61.1
1280000,0.064,65.4
1300000,0.065,68.4
1320000,0.066,64.0
1340000,0.067,53.9
1360000,0.068,59.7
1380000,0.069,65.4
1400000,0.070,62.5
1420000,0.071,69.7
1440000,0.072,65.4
1460000,0.073,61.1
1480000,0.074,57.6
1500000,0.075,74.0
1520000,0.076,53.9
1540000,0.077,59.7
1560000,0.078,58.2
1580000,0.079,58.2
1600000,0.080,64.0
1620000,0.081,69.7
1640000,0.082,66.9
1660000,0.083,57.6
1680000,0.084,66.9
1700000,0.085,55.3
1720000,0.086,68.3
1740000,0.087,55.3
1760000,0.088,58.2
1780000,0.089,65.4
1800000,0.090,59.7
1820000,0.091,66.9
1840000,0.092,62.2
1860000,0.093,53.9
1880000,0.094,58.2
1900000,0.095,66.9
1920000,0.096,59.7
1940000,0.097,66.9
1960000,0.098,58.2
1980000,0.099,61.1
2000000,0.100,58.2
2020000,0.101,62.2
2040000,0.102,66.9
2060000,0.103,55.3
2080000,0.104,65.4
2100000,0.105,58.2
2120000,0.106,64.0
2140000,0.107,59.7
2160000,0.108,58.2
2180000,0.109,66.9
2200000,0.110,51.4
2220000,0.111,48.2
2240000,0.112,26.6
2260000,0.113,64.0
2280000,0.114,64.0
2300000,0.115,58.2
2320000,0.116,62.5
2340000,0.117,53.9
2360000,0.118,64.0
2380000,0.119,56.0
2400000,0.120,65.4
2420000,0.121,59.7
2440000,0.122,56.8
2460000,0.123,61.1
2480000,0.124,58.2
2500000,0.125,66.9
2520000,0.126,58.2
2540000,0.127,53.9
2560000,0.128,57.6
2580000,0.129,71.2
2600000,0.130,59.7
2620000,0.131,59.7
2640000,0.132,59.7
2660000,0.133,58.2
