FPGA idle power [mW]:,3564.7

Program energy [mJ]:,8.19

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,3.2
20000,0.001,83.8
40000,0.002,89.5
60000,0.003,80.9
80000,0.004,63.6
100000,0.005,70.8
120000,0.006,93.8
140000,0.007,34.4
160000,0.008,16.2
180000,0.009,19.0
200000,0.010,23.3
220000,0.011,19.0
240000,0.012,23.3
260000,0.013,26.2
280000,0.014,19.0
300000,0.015,20.5
320000,0.016,23.6
340000,0.017,24.8
360000,0.018,26.2
380000,0.019,27.7
400000,0.020,26.2
420000,0.021,24.8
440000,0.022,27.7
460000,0.023,29.1
480000,0.024,27.7
500000,0.025,59.2
520000,0.026,63.6
540000,0.027,78.0
560000,0.028,62.2
580000,0.029,72.3
600000,0.030,69.4
620000,0.031,63.6
640000,0.032,75.1
660000,0.033,69.4
680000,0.034,65.4
700000,0.035,76.6
720000,0.036,62.2
740000,0.037,65.1
760000,0.038,79.5
780000,0.039,67.9
800000,0.040,65.1
820000,0.041,66.5
840000,0.042,60.8
860000,0.043,68.5
880000,0.044,65.1
900000,0.045,63.6
920000,0.046,70.8
940000,0.047,66.5
960000,0.048,63.6
980000,0.049,70.8
1000000,0.050,66.5
1020000,0.051,62.2
1040000,0.052,59.2
1060000,0.053,75.1
1080000,0.054,72.3
1100000,0.055,69.4
1120000,0.056,66.5
1140000,0.057,70.8
1160000,0.058,62.2
1180000,0.059,67.9
1200000,0.060,70.8
1220000,0.061,65.4
1240000,0.062,65.1
1260000,0.063,72.3
1280000,0.064,69.4
1300000,0.065,72.3
1320000,0.066,73.7
1340000,0.067,65.1
1360000,0.068,67.9
1380000,0.069,72.3
1400000,0.070,73.1
1420000,0.071,59.3
1440000,0.072,62.2
1460000,0.073,66.5
1480000,0.074,69.4
1500000,0.075,60.8
1520000,0.076,76.6
1540000,0.077,72.3
1560000,0.078,63.6
1580000,0.079,57.7
1600000,0.080,63.6
1620000,0.081,75.1
1640000,0.082,67.9
1660000,0.083,63.6
1680000,0.084,67.9
1700000,0.085,69.4
1720000,0.086,66.5
1740000,0.087,75.1
1760000,0.088,70.0
1780000,0.089,67.9
1800000,0.090,78.0
1820000,0.091,59.3
1840000,0.092,67.9
1860000,0.093,63.6
1880000,0.094,62.2
1900000,0.095,72.3
1920000,0.096,59.3
1940000,0.097,73.1
1960000,0.098,66.5
1980000,0.099,60.8
2000000,0.100,67.9
2020000,0.101,63.6
2040000,0.102,67.9
2060000,0.103,66.5
2080000,0.104,69.4
2100000,0.105,75.1
2120000,0.106,57.7
2140000,0.107,67.9
2160000,0.108,69.4
2180000,0.109,67.9
2200000,0.110,59.3
2220000,0.111,53.6
2240000,0.112,17.6
2260000,0.113,69.4
2280000,0.114,66.5
2300000,0.115,65.4
2320000,0.116,66.5
2340000,0.117,63.6
2360000,0.118,72.3
2380000,0.119,62.2
2400000,0.120,67.9
2420000,0.121,62.2
2440000,0.122,55.0
2460000,0.123,70.8
2480000,0.124,73.1
2500000,0.125,73.7
2520000,0.126,60.8
2540000,0.127,69.4
2560000,0.128,65.1
2580000,0.129,65.1
2600000,0.130,56.4
2620000,0.131,66.5
2640000,0.132,67.9
2660000,0.133,71.6
