FPGA idle power [mW]:,3568.8

Program energy [mJ]:,10.90

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,2.0
20000,0.001,108.4
40000,0.002,120.0
60000,0.003,117.1
80000,0.004,130.0
100000,0.005,46.6
120000,0.006,33.6
140000,0.007,86.9
160000,0.008,78.3
180000,0.009,81.1
200000,0.010,88.3
220000,0.011,101.3
240000,0.012,96.9
260000,0.013,96.9
280000,0.014,95.5
300000,0.015,96.9
320000,0.016,104.1
340000,0.017,106.2
360000,0.018,89.7
380000,0.019,84.0
400000,0.020,105.6
420000,0.021,96.9
440000,0.022,85.4
460000,0.023,107.0
480000,0.024,91.2
500000,0.025,105.6
520000,0.026,90.7
540000,0.027,98.4
560000,0.028,111.3
580000,0.029,109.9
600000,0.030,82.5
620000,0.031,91.2
640000,0.032,102.7
660000,0.033,91.2
680000,0.034,95.5
700000,0.035,93.8
720000,0.036,101.3
740000,0.037,96.9
760000,0.038,99.8
780000,0.039,102.7
800000,0.040,91.2
820000,0.041,114.2
840000,0.042,98.4
860000,0.043,114.2
880000,0.044,114.0
900000,0.045,118.5
920000,0.046,108.4
940000,0.047,118.5
960000,0.048,114.2
980000,0.049,112.8
1000000,0.050,108.4
1020000,0.051,117.1
1040000,0.052,115.6
1060000,0.053,101.6
1080000,0.054,95.5
1100000,0.055,99.8
1120000,0.056,92.6
1140000,0.057,95.5
1160000,0.058,102.7
1180000,0.059,95.5
1200000,0.060,107.0
1220000,0.061,104.1
1240000,0.062,89.2
1260000,0.063,99.8
1280000,0.064,105.6
1300000,0.065,112.8
1320000,0.066,117.1
1340000,0.067,107.0
1360000,0.068,112.8
1380000,0.069,118.5
1400000,0.070,115.6
1420000,0.071,106.2
1440000,0.072,120.0
1460000,0.073,117.1
1480000,0.074,114.2
1500000,0.075,91.2
1520000,0.076,99.8
1540000,0.077,101.3
1560000,0.078,94.1
1580000,0.079,101.3
1600000,0.080,96.9
1620000,0.081,91.2
1640000,0.082,108.4
1660000,0.083,98.4
1680000,0.084,101.3
1700000,0.085,105.6
1720000,0.086,112.8
1740000,0.087,120.0
1760000,0.088,128.6
1780000,0.089,115.5
1800000,0.090,118.5
1820000,0.091,115.6
1840000,0.092,112.8
1860000,0.093,118.5
1880000,0.094,112.8
1900000,0.095,105.6
1920000,0.096,122.8
1940000,0.097,94.1
1960000,0.098,100.0
1980000,0.099,92.6
2000000,0.100,36.5
2020000,0.101,72.5
2040000,0.102,94.1
2060000,0.103,96.9
2080000,0.104,92.6
2100000,0.105,114.2
2120000,0.106,127.1
2140000,0.107,104.7
