FPGA idle power [mW]:,3545.9

Program energy [mJ]:,12.75

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,37.8
20000,0.001,92.5
40000,0.002,91.1
60000,0.003,82.4
80000,0.004,82.7
100000,0.005,91.1
120000,0.006,82.4
140000,0.007,35.0
160000,0.008,78.1
180000,0.009,106.9
200000,0.010,117.0
220000,0.011,99.7
240000,0.012,134.2
260000,0.013,146.2
280000,0.014,95.4
300000,0.015,53.7
320000,0.016,112.6
340000,0.017,132.8
360000,0.018,125.6
380000,0.019,129.9
400000,0.020,141.4
420000,0.021,134.2
440000,0.022,127.6
460000,0.023,129.9
480000,0.024,132.8
500000,0.025,131.3
520000,0.026,138.5
540000,0.027,135.7
560000,0.028,131.3
580000,0.029,128.5
600000,0.030,132.8
620000,0.031,124.5
640000,0.032,131.3
660000,0.033,132.8
680000,0.034,135.7
700000,0.035,128.5
720000,0.036,129.9
740000,0.037,129.9
760000,0.038,134.2
780000,0.039,122.7
800000,0.040,129.1
820000,0.041,137.1
840000,0.042,132.8
860000,0.043,124.2
880000,0.044,127.0
900000,0.045,127.0
920000,0.046,129.9
940000,0.047,129.9
960000,0.048,134.2
980000,0.049,124.5
1000000,0.050,137.1
1020000,0.051,138.5
1040000,0.052,132.8
1060000,0.053,134.2
1080000,0.054,129.9
1100000,0.055,127.0
1120000,0.056,127.0
1140000,0.057,137.1
1160000,0.058,126.0
1180000,0.059,124.2
1200000,0.060,140.0
1220000,0.061,135.7
1240000,0.062,141.4
1260000,0.063,125.6
1280000,0.064,124.2
1300000,0.065,131.3
1320000,0.066,138.5
1340000,0.067,140.0
1360000,0.068,131.3
1380000,0.069,134.2
1400000,0.070,132.8
1420000,0.071,140.0
1440000,0.072,119.8
1460000,0.073,109.8
1480000,0.074,108.3
1500000,0.075,109.8
1520000,0.076,101.2
1540000,0.077,95.4
1560000,0.078,102.6
1580000,0.079,117.0
1600000,0.080,89.6
1620000,0.081,106.9
1640000,0.082,106.9
1660000,0.083,93.9
1680000,0.084,121.3
1700000,0.085,126.0
1720000,0.086,131.3
1740000,0.087,132.8
1760000,0.088,128.5
1780000,0.089,137.1
1800000,0.090,135.7
1820000,0.091,135.7
1840000,0.092,127.0
1860000,0.093,114.1
1880000,0.094,42.4
1900000,0.095,66.6
1920000,0.096,63.7
1940000,0.097,69.5
1960000,0.098,68.0
1980000,0.099,75.2
2000000,0.100,62.3
2020000,0.101,66.6
2040000,0.102,66.6
2060000,0.103,64.1
2080000,0.104,69.5
2100000,0.105,60.9
2120000,0.106,72.4
2140000,0.107,75.2
2160000,0.108,72.4
2180000,0.109,66.6
2200000,0.110,62.3
2220000,0.111,69.5
2240000,0.112,70.3
2260000,0.113,75.2
2280000,0.114,72.4
