FPGA idle power [mW]:,3552.7

Program energy [mJ]:,7.21

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-0.6
20000,0.001,31.0
40000,0.002,36.8
60000,0.003,27.8
80000,0.004,36.8
100000,0.005,31.0
120000,0.006,31.0
140000,0.007,22.4
160000,0.008,19.5
180000,0.009,36.8
200000,0.010,38.2
220000,0.011,35.3
240000,0.012,34.0
260000,0.013,44.0
280000,0.014,59.8
300000,0.015,59.8
320000,0.016,29.6
340000,0.017,38.2
360000,0.018,58.4
380000,0.019,49.7
400000,0.020,61.9
420000,0.021,62.7
440000,0.022,78.5
460000,0.023,56.9
480000,0.024,79.9
500000,0.025,74.2
520000,0.026,72.8
540000,0.027,78.5
560000,0.028,75.6
580000,0.029,78.5
600000,0.030,83.6
620000,0.031,72.8
640000,0.032,77.1
660000,0.033,64.1
680000,0.034,58.4
700000,0.035,62.7
720000,0.036,54.1
740000,0.037,62.7
760000,0.038,61.2
780000,0.039,58.8
800000,0.040,62.7
820000,0.041,65.6
840000,0.042,61.2
860000,0.043,59.8
880000,0.044,61.2
900000,0.045,71.3
920000,0.046,64.1
940000,0.047,74.2
960000,0.048,82.0
980000,0.049,81.4
1000000,0.050,75.6
1020000,0.051,79.9
1040000,0.052,87.1
1060000,0.053,79.9
1080000,0.054,74.2
1100000,0.055,62.7
1120000,0.056,64.1
1140000,0.057,60.4
1160000,0.058,62.7
1180000,0.059,58.4
1200000,0.060,49.7
1220000,0.061,62.7
1240000,0.062,58.4
1260000,0.063,62.7
1280000,0.064,68.4
1300000,0.065,62.7
1320000,0.066,55.7
1340000,0.067,64.1
1360000,0.068,65.6
1380000,0.069,68.4
1400000,0.070,64.1
1420000,0.071,67.0
1440000,0.072,74.2
1460000,0.073,77.1
1480000,0.074,72.8
1500000,0.075,79.0
1520000,0.076,72.8
1540000,0.077,72.8
1560000,0.078,69.9
1580000,0.079,58.4
1600000,0.080,67.0
1620000,0.081,56.9
1640000,0.082,61.2
1660000,0.083,52.6
1680000,0.084,58.8
1700000,0.085,61.2
1720000,0.086,58.4
1740000,0.087,52.6
1760000,0.088,65.6
1780000,0.089,64.1
1800000,0.090,62.7
1820000,0.091,72.8
1840000,0.092,72.8
1860000,0.093,80.5
1880000,0.094,74.2
1900000,0.095,68.4
1920000,0.096,77.1
1940000,0.097,75.6
1960000,0.098,72.8
1980000,0.099,68.4
2000000,0.100,21.0
2020000,0.101,44.0
2040000,0.102,52.6
2060000,0.103,49.7
2080000,0.104,59.8
2100000,0.105,51.2
2120000,0.106,49.7
2140000,0.107,46.9
2160000,0.108,46.9
2180000,0.109,58.4
2200000,0.110,51.2
2220000,0.111,46.4
2240000,0.112,44.0
2260000,0.113,55.5
2280000,0.114,48.3
2300000,0.115,56.9
2320000,0.116,46.9
2340000,0.117,51.2
2360000,0.118,48.3
2380000,0.119,48.3
2400000,0.120,49.5
2420000,0.121,52.6
