FPGA idle power [mW]:,3524.9

Program energy [mJ]:,10.41

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,9.9
20000,0.001,54.5
40000,0.002,60.3
60000,0.003,60.3
80000,0.004,56.0
100000,0.005,64.6
120000,0.006,58.7
140000,0.007,41.6
160000,0.008,48.8
180000,0.009,80.4
200000,0.010,79.0
220000,0.011,67.5
240000,0.012,87.6
260000,0.013,110.6
280000,0.014,84.7
300000,0.015,33.9
320000,0.016,84.7
340000,0.017,93.4
360000,0.018,87.6
380000,0.019,102.0
400000,0.020,94.8
420000,0.021,96.2
440000,0.022,106.3
460000,0.023,104.9
480000,0.024,94.4
500000,0.025,91.9
520000,0.026,99.1
540000,0.027,91.9
560000,0.028,94.8
580000,0.029,96.2
600000,0.030,97.7
620000,0.031,90.5
640000,0.032,94.8
660000,0.033,105.2
680000,0.034,99.1
700000,0.035,90.5
720000,0.036,100.6
740000,0.037,99.1
760000,0.038,93.4
780000,0.039,93.4
800000,0.040,89.0
820000,0.041,96.2
840000,0.042,100.6
860000,0.043,97.7
880000,0.044,96.2
900000,0.045,99.1
920000,0.046,100.6
940000,0.047,104.9
960000,0.048,94.8
980000,0.049,109.2
1000000,0.050,113.5
1020000,0.051,99.0
1040000,0.052,103.4
1060000,0.053,109.2
1080000,0.054,104.9
1100000,0.055,103.4
1120000,0.056,107.7
1140000,0.057,106.3
1160000,0.058,113.5
1180000,0.059,107.7
1200000,0.060,117.6
1220000,0.061,106.3
1240000,0.062,102.0
1260000,0.063,104.9
1280000,0.064,107.7
1300000,0.065,107.7
1320000,0.066,106.3
1340000,0.067,106.3
1360000,0.068,104.9
1380000,0.069,108.3
1400000,0.070,106.3
1420000,0.071,106.3
1440000,0.072,100.6
1460000,0.073,100.6
1480000,0.074,87.6
1500000,0.075,86.2
1520000,0.076,84.7
1540000,0.077,90.5
1560000,0.078,95.9
1580000,0.079,77.5
1600000,0.080,96.2
1620000,0.081,96.2
1640000,0.082,94.8
1660000,0.083,93.4
1680000,0.084,86.2
1700000,0.085,100.6
1720000,0.086,112.1
1740000,0.087,109.8
1760000,0.088,114.9
1780000,0.089,117.8
1800000,0.090,120.7
1820000,0.091,114.9
1840000,0.092,109.2
1860000,0.093,117.8
1880000,0.094,112.1
1900000,0.095,32.9
1920000,0.096,68.0
1940000,0.097,67.5
1960000,0.098,64.6
1980000,0.099,64.6
2000000,0.100,68.9
2020000,0.101,66.0
2040000,0.102,68.9
2060000,0.103,63.1
2080000,0.104,68.9
2100000,0.105,66.5
2120000,0.106,70.3
2140000,0.107,64.6
2160000,0.108,68.9
2180000,0.109,66.0
2200000,0.110,70.3
2220000,0.111,61.7
2240000,0.112,67.5
2260000,0.113,71.8
2280000,0.114,71.1
2300000,0.115,64.6
2320000,0.116,71.8
