FPGA idle power [mW]:,3566.7

Program energy [mJ]:,5.11

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,9.8
20000,0.001,57.2
40000,0.002,61.6
60000,0.003,58.8
80000,0.004,55.9
100000,0.005,53.0
120000,0.006,117.7
140000,0.007,51.6
160000,0.008,68.8
180000,0.009,103.4
200000,0.010,111.4
220000,0.011,116.3
240000,0.012,106.2
260000,0.013,126.4
280000,0.014,129.2
300000,0.015,76.0
320000,0.016,89.0
340000,0.017,110.5
360000,0.018,124.9
380000,0.019,125.4
400000,0.020,120.6
420000,0.021,109.1
440000,0.022,109.1
460000,0.023,109.1
480000,0.024,112.0
500000,0.025,109.1
520000,0.026,123.5
540000,0.027,119.2
560000,0.028,116.1
580000,0.029,113.4
600000,0.030,116.3
620000,0.031,122.1
640000,0.032,113.4
660000,0.033,107.7
680000,0.034,129.2
700000,0.035,117.7
720000,0.036,112.0
740000,0.037,105.2
760000,0.038,38.6
780000,0.039,18.5
800000,0.040,15.6
820000,0.041,14.2
840000,0.042,17.0
860000,0.043,21.3
880000,0.044,12.7
900000,0.045,15.6
920000,0.046,15.4
940000,0.047,9.8
960000,0.048,15.6
980000,0.049,12.7
1000000,0.050,12.7
1020000,0.051,9.8
1040000,0.052,21.3
1060000,0.053,11.3
1080000,0.054,11.3
1100000,0.055,16.9
1120000,0.056,17.0
1140000,0.057,11.3
1160000,0.058,24.2
1180000,0.059,17.0
1200000,0.060,22.8
1220000,0.061,15.6
1240000,0.062,18.5
1260000,0.063,18.5
1280000,0.064,10.7
1300000,0.065,17.0
1320000,0.066,21.3
1340000,0.067,19.9
1360000,0.068,21.3
1380000,0.069,19.9
1400000,0.070,21.3
1420000,0.071,25.7
1440000,0.072,14.2
1460000,0.073,16.9
1480000,0.074,19.9
1500000,0.075,18.5
1520000,0.076,17.0
1540000,0.077,15.6
1560000,0.078,12.7
1580000,0.079,21.3
1600000,0.080,21.3
1620000,0.081,12.7
1640000,0.082,20.0
1660000,0.083,14.2
1680000,0.084,11.3
1700000,0.085,9.8
1720000,0.086,15.6
1740000,0.087,12.7
1760000,0.088,15.6
1780000,0.089,9.8
1800000,0.090,17.0
1820000,0.091,16.9
1840000,0.092,14.2
1860000,0.093,12.7
1880000,0.094,14.2
1900000,0.095,15.6
1920000,0.096,22.8
1940000,0.097,18.5
1960000,0.098,15.6
1980000,0.099,22.8
2000000,0.100,20.0
2020000,0.101,22.8
2040000,0.102,14.2
2060000,0.103,21.3
2080000,0.104,17.0
2100000,0.105,17.0
2120000,0.106,19.9
2140000,0.107,19.9
2160000,0.108,14.2
2180000,0.109,13.8
2200000,0.110,19.9
2220000,0.111,18.5
2240000,0.112,15.6
2260000,0.113,11.3
