FPGA idle power [mW]:,3549.9

Program energy [mJ]:,7.44

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,9.4
20000,0.001,31.0
40000,0.002,18.0
60000,0.003,13.7
80000,0.004,18.2
100000,0.005,36.7
120000,0.006,32.4
140000,0.007,26.6
160000,0.008,25.2
180000,0.009,25.2
200000,0.010,28.1
220000,0.011,31.0
240000,0.012,23.8
260000,0.013,22.9
280000,0.014,25.2
300000,0.015,15.1
320000,0.016,16.6
340000,0.017,18.0
360000,0.018,18.0
380000,0.019,19.4
400000,0.020,20.9
420000,0.021,23.8
440000,0.022,13.6
460000,0.023,18.0
480000,0.024,19.4
500000,0.025,19.4
520000,0.026,28.1
540000,0.027,56.9
560000,0.028,68.4
580000,0.029,69.8
600000,0.030,69.8
620000,0.031,74.0
640000,0.032,69.8
660000,0.033,91.4
680000,0.034,82.7
700000,0.035,85.6
720000,0.036,94.3
740000,0.037,94.3
760000,0.038,91.4
780000,0.039,84.2
800000,0.040,100.3
820000,0.041,84.2
840000,0.042,68.4
860000,0.043,72.7
880000,0.044,69.8
900000,0.045,72.7
920000,0.046,78.4
940000,0.047,68.4
960000,0.048,72.7
980000,0.049,72.5
1000000,0.050,66.9
1020000,0.051,62.6
1040000,0.052,87.1
1060000,0.053,94.3
1080000,0.054,97.1
1100000,0.055,81.3
1120000,0.056,97.1
1140000,0.057,87.1
1160000,0.058,89.5
1180000,0.059,98.6
1200000,0.060,94.3
1220000,0.061,82.7
1240000,0.062,75.6
1260000,0.063,68.4
1280000,0.064,74.1
1300000,0.065,72.7
1320000,0.066,77.0
1340000,0.067,75.6
1360000,0.068,64.0
1380000,0.069,78.4
1400000,0.070,69.8
1420000,0.071,66.9
1440000,0.072,81.3
1460000,0.073,88.5
1480000,0.074,95.7
1500000,0.075,100.0
1520000,0.076,70.9
1540000,0.077,94.3
1560000,0.078,97.1
1580000,0.079,87.1
1600000,0.080,88.5
1620000,0.081,75.6
1640000,0.082,74.1
1660000,0.083,71.2
1680000,0.084,69.8
1700000,0.085,72.5
1720000,0.086,75.6
1740000,0.087,77.0
1760000,0.088,72.7
1780000,0.089,69.8
1800000,0.090,71.2
1820000,0.091,95.7
1840000,0.092,89.9
1860000,0.093,82.7
1880000,0.094,89.5
1900000,0.095,95.7
1920000,0.096,85.6
1940000,0.097,81.3
1960000,0.098,19.4
1980000,0.099,28.1
2000000,0.100,46.8
2020000,0.101,54.0
2040000,0.102,56.9
2060000,0.103,63.2
2080000,0.104,49.7
2100000,0.105,52.5
2120000,0.106,64.0
2140000,0.107,58.3
2160000,0.108,56.9
2180000,0.109,52.5
2200000,0.110,61.2
2220000,0.111,51.1
2240000,0.112,55.4
2260000,0.113,49.7
2280000,0.114,49.7
2300000,0.115,59.7
2320000,0.116,52.5
2340000,0.117,55.4
2360000,0.118,49.7
2380000,0.119,54.0
