FPGA idle power [mW]:,3560.3

Program energy [mJ]:,8.54

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,14.8
20000,0.001,37.8
40000,0.002,23.3
60000,0.003,19.1
80000,0.004,16.2
100000,0.005,36.4
120000,0.006,40.7
140000,0.007,19.1
160000,0.008,22.0
180000,0.009,27.7
200000,0.010,16.2
220000,0.011,23.3
240000,0.012,23.4
260000,0.013,24.9
280000,0.014,30.6
300000,0.015,20.6
320000,0.016,17.7
340000,0.017,22.0
360000,0.018,14.8
380000,0.019,10.5
400000,0.020,15.6
420000,0.021,13.4
440000,0.022,17.7
460000,0.023,16.2
480000,0.024,17.7
500000,0.025,16.2
520000,0.026,16.2
540000,0.027,70.9
560000,0.028,81.0
580000,0.029,76.0
600000,0.030,75.2
620000,0.031,76.7
640000,0.032,85.3
660000,0.033,114.1
680000,0.034,101.1
700000,0.035,106.9
720000,0.036,106.9
740000,0.037,95.4
760000,0.038,102.3
780000,0.039,106.9
800000,0.040,108.3
820000,0.041,95.4
840000,0.042,81.0
860000,0.043,82.4
880000,0.044,88.2
900000,0.045,89.6
920000,0.046,79.5
940000,0.047,85.3
960000,0.048,82.4
980000,0.049,73.8
1000000,0.050,88.2
1020000,0.051,78.1
1040000,0.052,102.6
1060000,0.053,99.7
1080000,0.054,108.3
1100000,0.055,111.2
1120000,0.056,107.0
1140000,0.057,101.1
1160000,0.058,111.2
1180000,0.059,121.3
1200000,0.060,109.8
1220000,0.061,81.0
1240000,0.062,86.7
1260000,0.063,82.4
1280000,0.064,86.7
1300000,0.065,86.8
1320000,0.066,79.5
1340000,0.067,86.7
1360000,0.068,91.0
1380000,0.069,91.0
1400000,0.070,76.7
1420000,0.071,88.2
1440000,0.072,109.8
1460000,0.073,105.4
1480000,0.074,99.2
1500000,0.075,102.6
1520000,0.076,112.6
1540000,0.077,106.9
1560000,0.078,96.8
1580000,0.079,104.0
1600000,0.080,106.9
1620000,0.081,88.2
1640000,0.082,79.5
1660000,0.083,80.6
1680000,0.084,86.7
1700000,0.085,82.4
1720000,0.086,82.4
1740000,0.087,81.0
1760000,0.088,91.0
1780000,0.089,75.2
1800000,0.090,85.3
1820000,0.091,89.6
1840000,0.092,88.4
1860000,0.093,101.1
1880000,0.094,98.2
1900000,0.095,112.6
1920000,0.096,101.1
1940000,0.097,101.1
1960000,0.098,17.7
1980000,0.099,32.1
2000000,0.100,65.2
2020000,0.101,55.9
2040000,0.102,52.2
2060000,0.103,75.2
2080000,0.104,66.6
2100000,0.105,60.8
2120000,0.106,59.4
2140000,0.107,66.6
2160000,0.108,70.9
2180000,0.109,59.4
2200000,0.110,57.4
2220000,0.111,66.6
2240000,0.112,65.2
2260000,0.113,73.8
2280000,0.114,62.3
2300000,0.115,56.5
2320000,0.116,68.0
2340000,0.117,68.0
2360000,0.118,55.1
2380000,0.119,68.3
2400000,0.120,27.7
