FPGA idle power [mW]:,3547.3

Program energy [mJ]:,7.43

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-2.4
20000,0.001,45.1
40000,0.002,49.4
60000,0.003,52.3
80000,0.004,52.3
100000,0.005,47.9
120000,0.006,51.8
140000,0.007,39.3
160000,0.008,24.9
180000,0.009,49.4
200000,0.010,58.0
220000,0.011,58.0
240000,0.012,66.6
260000,0.013,66.6
280000,0.014,82.5
300000,0.015,27.0
320000,0.016,53.7
340000,0.017,66.6
360000,0.018,82.5
380000,0.019,71.0
400000,0.020,75.3
420000,0.021,62.3
440000,0.022,69.5
460000,0.023,76.7
480000,0.024,82.8
500000,0.025,71.0
520000,0.026,73.8
540000,0.027,75.3
560000,0.028,76.7
580000,0.029,63.8
600000,0.030,72.4
620000,0.031,60.9
640000,0.032,62.3
660000,0.033,56.5
680000,0.034,60.9
700000,0.035,59.5
720000,0.036,59.5
740000,0.037,59.5
760000,0.038,60.9
780000,0.039,56.6
800000,0.040,62.3
820000,0.041,63.8
840000,0.042,59.6
860000,0.043,78.2
880000,0.044,76.7
900000,0.045,66.6
920000,0.046,66.6
940000,0.047,63.8
960000,0.048,72.4
980000,0.049,76.7
1000000,0.050,63.8
1020000,0.051,70.4
1040000,0.052,78.2
1060000,0.053,66.6
1080000,0.054,79.6
1100000,0.055,85.3
1120000,0.056,73.8
1140000,0.057,69.5
1160000,0.058,75.3
1180000,0.059,85.3
1200000,0.060,68.9
1220000,0.061,71.0
1240000,0.062,69.5
1260000,0.063,72.4
1280000,0.064,75.3
1300000,0.065,68.1
1320000,0.066,73.8
1340000,0.067,73.8
1360000,0.068,79.6
1380000,0.069,64.2
1400000,0.070,72.4
1420000,0.071,72.4
1440000,0.072,76.7
1460000,0.073,72.4
1480000,0.074,63.8
1500000,0.075,59.5
1520000,0.076,68.1
1540000,0.077,59.5
1560000,0.078,65.8
1580000,0.079,62.3
1600000,0.080,63.8
1620000,0.081,62.3
1640000,0.082,65.2
1660000,0.083,63.8
1680000,0.084,59.5
1700000,0.085,59.5
1720000,0.086,69.5
1740000,0.087,72.0
1760000,0.088,81.0
1780000,0.089,78.2
1800000,0.090,75.3
1820000,0.091,66.6
1840000,0.092,73.8
1860000,0.093,71.0
1880000,0.094,76.7
1900000,0.095,65.2
1920000,0.096,23.9
1940000,0.097,49.4
1960000,0.098,56.6
1980000,0.099,58.0
2000000,0.100,63.8
2020000,0.101,47.9
2040000,0.102,55.1
2060000,0.103,53.7
2080000,0.104,63.8
2100000,0.105,47.2
2120000,0.106,53.7
2140000,0.107,53.7
2160000,0.108,59.5
2180000,0.109,55.1
2200000,0.110,53.7
2220000,0.111,49.4
2240000,0.112,55.1
2260000,0.113,59.5
2280000,0.114,54.9
2300000,0.115,47.9
2320000,0.116,56.6
