FPGA idle power [mW]:,3569.2

Program energy [mJ]:,11.42

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,44.7
20000,0.001,95.1
40000,0.002,95.1
60000,0.003,93.7
80000,0.004,89.3
100000,0.005,90.8
120000,0.006,91.9
140000,0.007,24.6
160000,0.008,64.9
180000,0.009,82.1
200000,0.010,75.0
220000,0.011,85.0
240000,0.012,99.4
260000,0.013,119.6
280000,0.014,76.4
300000,0.015,31.5
320000,0.016,96.5
340000,0.017,110.9
360000,0.018,113.8
380000,0.019,109.5
400000,0.020,109.5
420000,0.021,113.8
440000,0.022,100.9
460000,0.023,102.3
480000,0.024,112.0
500000,0.025,116.7
520000,0.026,110.9
540000,0.027,108.0
560000,0.028,98.0
580000,0.029,105.2
600000,0.030,100.9
620000,0.031,87.9
640000,0.032,85.0
660000,0.033,96.5
680000,0.034,98.0
700000,0.035,86.5
720000,0.036,83.6
740000,0.037,86.5
760000,0.038,90.8
780000,0.039,86.5
800000,0.040,83.6
820000,0.041,82.1
840000,0.042,116.7
860000,0.043,112.4
880000,0.044,110.9
900000,0.045,108.0
920000,0.046,113.8
940000,0.047,108.0
960000,0.048,99.4
980000,0.049,112.4
1000000,0.050,115.2
1020000,0.051,112.0
1040000,0.052,110.9
1060000,0.053,110.9
1080000,0.054,112.4
1100000,0.055,112.4
1120000,0.056,102.3
1140000,0.057,118.1
1160000,0.058,113.8
1180000,0.059,109.5
1200000,0.060,105.8
1220000,0.061,102.3
1240000,0.062,105.2
1260000,0.063,106.6
1280000,0.064,110.9
1300000,0.065,112.4
1320000,0.066,116.7
1340000,0.067,106.6
1360000,0.068,109.5
1380000,0.069,112.0
1400000,0.070,110.9
1420000,0.071,116.7
1440000,0.072,98.0
1460000,0.073,109.5
1480000,0.074,105.2
1500000,0.075,96.5
1520000,0.076,92.2
1540000,0.077,89.3
1560000,0.078,101.2
1580000,0.079,96.5
1600000,0.080,76.4
1620000,0.081,90.8
1640000,0.082,108.0
1660000,0.083,90.8
1680000,0.084,95.1
1700000,0.085,86.5
1720000,0.086,109.5
1740000,0.087,108.9
1760000,0.088,102.3
1780000,0.089,116.7
1800000,0.090,113.8
1820000,0.091,113.8
1840000,0.092,109.5
1860000,0.093,106.6
1880000,0.094,118.1
1900000,0.095,41.9
1920000,0.096,67.1
1940000,0.097,83.6
1960000,0.098,99.4
1980000,0.099,96.5
2000000,0.100,89.3
2020000,0.101,86.5
2040000,0.102,85.0
2060000,0.103,92.2
2080000,0.104,87.9
2100000,0.105,93.4
2120000,0.106,86.5
2140000,0.107,89.3
2160000,0.108,95.1
2180000,0.109,96.5
2200000,0.110,93.7
2220000,0.111,90.8
2240000,0.112,95.1
2260000,0.113,85.0
2280000,0.114,95.0
2300000,0.115,98.0
2320000,0.116,93.7
