FPGA idle power [mW]:,3553.6

Program energy [mJ]:,8.42

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,17.6
20000,0.001,53.2
40000,0.002,50.3
60000,0.003,50.3
80000,0.004,57.5
100000,0.005,54.6
120000,0.006,33.0
140000,0.007,44.5
160000,0.008,56.0
180000,0.009,59.5
200000,0.010,58.9
220000,0.011,67.5
240000,0.012,87.7
260000,0.013,81.9
280000,0.014,25.8
300000,0.015,48.8
320000,0.016,56.0
340000,0.017,70.4
360000,0.018,76.5
380000,0.019,73.3
400000,0.020,61.8
420000,0.021,73.3
440000,0.022,83.4
460000,0.023,83.4
480000,0.024,84.8
500000,0.025,74.7
520000,0.026,80.5
540000,0.027,84.2
560000,0.028,80.5
580000,0.029,70.4
600000,0.030,84.8
620000,0.031,84.8
640000,0.032,48.8
660000,0.033,70.4
680000,0.034,69.0
700000,0.035,73.3
720000,0.036,78.1
740000,0.037,69.0
760000,0.038,70.4
780000,0.039,71.9
800000,0.040,58.9
820000,0.041,66.1
840000,0.042,70.4
860000,0.043,66.1
880000,0.044,83.4
900000,0.045,73.4
920000,0.046,89.1
940000,0.047,86.2
960000,0.048,89.1
980000,0.049,61.8
1000000,0.050,81.9
1020000,0.051,87.7
1040000,0.052,87.7
1060000,0.053,80.5
1080000,0.054,75.0
1100000,0.055,61.8
1120000,0.056,71.9
1140000,0.057,63.2
1160000,0.058,60.3
1180000,0.059,81.9
1200000,0.060,73.3
1220000,0.061,60.3
1240000,0.062,60.3
1260000,0.063,75.0
1280000,0.064,69.0
1300000,0.065,69.0
1320000,0.066,66.1
1340000,0.067,80.5
1360000,0.068,84.8
1380000,0.069,76.2
1400000,0.070,93.4
1420000,0.071,84.8
1440000,0.072,82.7
1460000,0.073,70.4
1480000,0.074,77.6
1500000,0.075,80.5
1520000,0.076,73.3
1540000,0.077,67.5
1560000,0.078,71.9
1580000,0.079,64.7
1600000,0.080,77.6
1620000,0.081,76.5
1640000,0.082,60.3
1660000,0.083,84.8
1680000,0.084,70.4
1700000,0.085,67.5
1720000,0.086,58.9
1740000,0.087,66.1
1760000,0.088,71.9
1780000,0.089,87.7
1800000,0.090,67.2
1820000,0.091,81.9
1840000,0.092,84.8
1860000,0.093,83.4
1880000,0.094,77.6
1900000,0.095,77.6
1920000,0.096,76.2
1940000,0.097,21.5
1960000,0.098,67.5
1980000,0.099,84.2
2000000,0.100,80.5
2020000,0.101,77.6
2040000,0.102,73.3
2060000,0.103,76.2
2080000,0.104,77.6
2100000,0.105,73.3
2120000,0.106,66.1
2140000,0.107,80.5
2160000,0.108,71.9
2180000,0.109,66.1
2200000,0.110,67.5
2220000,0.111,70.4
2240000,0.112,74.7
2260000,0.113,66.1
2280000,0.114,66.1
2300000,0.115,74.7
2320000,0.116,74.7
2340000,0.117,76.5
2360000,0.118,69.0
