FPGA idle power [mW]:,3544.2

Program energy [mJ]:,7.77

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-10.2
20000,0.001,59.7
40000,0.002,58.2
60000,0.003,38.1
80000,0.004,53.9
100000,0.005,52.5
120000,0.006,38.1
140000,0.007,43.8
160000,0.008,49.6
180000,0.009,58.0
200000,0.010,51.0
220000,0.011,52.5
240000,0.012,75.5
260000,0.013,79.8
280000,0.014,42.4
300000,0.015,36.7
320000,0.016,59.7
340000,0.017,59.7
360000,0.018,59.6
380000,0.019,71.2
400000,0.020,66.9
420000,0.021,59.7
440000,0.022,78.4
460000,0.023,75.5
480000,0.024,68.3
500000,0.025,65.4
520000,0.026,78.4
540000,0.027,75.1
560000,0.028,71.2
580000,0.029,74.1
600000,0.030,71.2
620000,0.031,74.1
640000,0.032,69.7
660000,0.033,62.6
680000,0.034,64.0
700000,0.035,71.2
720000,0.036,59.6
740000,0.037,62.6
760000,0.038,74.1
780000,0.039,64.0
800000,0.040,65.4
820000,0.041,61.1
840000,0.042,68.3
860000,0.043,64.0
880000,0.044,68.3
900000,0.045,72.0
920000,0.046,68.3
940000,0.047,68.3
960000,0.048,84.1
980000,0.049,66.9
1000000,0.050,74.1
1020000,0.051,72.6
1040000,0.052,75.5
1060000,0.053,79.8
1080000,0.054,62.7
1100000,0.055,61.1
1120000,0.056,59.7
1140000,0.057,58.2
1160000,0.058,62.6
1180000,0.059,64.0
1200000,0.060,69.7
1220000,0.061,65.4
1240000,0.062,59.7
1260000,0.063,65.8
1280000,0.064,62.6
1300000,0.065,68.3
1320000,0.066,62.6
1340000,0.067,78.4
1360000,0.068,81.3
1380000,0.069,66.9
1400000,0.070,64.0
1420000,0.071,78.4
1440000,0.072,68.9
1460000,0.073,76.9
1480000,0.074,78.4
1500000,0.075,74.1
1520000,0.076,71.2
1540000,0.077,69.7
1560000,0.078,66.9
1580000,0.079,65.4
1600000,0.080,66.9
1620000,0.081,65.8
1640000,0.082,53.9
1660000,0.083,61.1
1680000,0.084,68.3
1700000,0.085,59.7
1720000,0.086,59.7
1740000,0.087,59.7
1760000,0.088,64.0
1780000,0.089,65.4
1800000,0.090,67.3
1820000,0.091,75.5
1840000,0.092,75.5
1860000,0.093,72.6
1880000,0.094,66.9
1900000,0.095,71.2
1920000,0.096,74.1
1940000,0.097,36.7
1960000,0.098,38.1
1980000,0.099,70.4
2000000,0.100,64.0
2020000,0.101,68.3
2040000,0.102,68.3
2060000,0.103,65.4
2080000,0.104,65.4
2100000,0.105,75.5
2120000,0.106,59.7
2140000,0.107,68.3
2160000,0.108,72.0
2180000,0.109,71.2
2200000,0.110,58.2
2220000,0.111,68.3
2240000,0.112,68.3
2260000,0.113,65.4
2280000,0.114,61.1
2300000,0.115,65.4
2320000,0.116,68.3
2340000,0.117,76.6
2360000,0.118,62.6
2380000,0.119,64.0
